estacion,fecha,fecha_diff,precipitacion,temperatura,humedad_relativa,vientos,vi
El Puente,2026-09-07 11:00:00,51,0.0,34,36,320,3.7
El Puente,2026-09-07 11:00:00,54,0.0,34,36,340,3.1
El Puente,2026-09-07 11:00:00,57,0.0,28,36,350,2.6
El Puente,2026-09-07 11:00:00,60,0.0,23,36,360,2.0
El Puente,2026-09-07 11:00:00,63,0.0,21,57,4,1.3
El Puente,2026-09-07 11:00:00,66,0.0,21,56,359,2.0
El Puente,2026-09-07 11:00:00,69,0.0,25,56,349,2.6
El Puente,2026-09-07 11:00:00,72,0.0,26,57,329,3.1
El Puente,2026-09-07 11:00:00,75,0.0,33,56,302,3.5
El Puente,2026-09-07 11:00:00,78,0.0,33,56,272,2.8
El Puente,2026-09-07 11:00:00,81,0.0,26,56,236,2.0
El Puente,2026-09-07 11:00:00,84,0.0,21,56,298,1.6
El Puente,2026-09-07 11:00:00,87,0.0,21,36,354,1.3
El Puente,2026-09-07 11:00:00,90,0.0,29,36,330,2.3
El Puente,2026-09-07 11:00:00,93,0.0,30,36,320,2.8
El Puente,2026-09-07 11:00:00,96,0.0,35,36,312,3.6
El Puente,2026-09-07 11:00:00,99,0.0,41,36,302,4.5
El Puente,2026-09-07 11:00:00,102,0.0,36,36,314,2.9
El Puente,2026-09-07 11:00:00,105,0.0,32,56,322,1.3
El Puente,2026-09-07 11:00:00,108,0.0,30,56,8,1.2
El Puente,2026-09-07 11:00:00,111,0.0,27,36,48,1.0
El Villar,2026-09-07 11:00:00,3,0.0,22,36,77,3.5
El Villar,2026-09-07 11:00:00,6,0.0,22,36,67,2.1
El Villar,2026-09-07 11:00:00,9,0.0,20,26,48,0.8
El Villar,2026-09-07 11:00:00,12,0.0,14,26,3,1.2
El Villar,2026-09-07 11:00:00,15,0.0,4,36,310,1.6
El Villar,2026-09-07 11:00:00,18,0.0,4,36,317,1.4
El Villar,2026-09-07 11:00:00,21,0.0,16,36,335,1.1
El Villar,2026-09-07 11:00:00,24,0.0,21,36,29,2.4
El Villar,2026-09-07 11:00:00,27,0.0,24,56,74,3.7
El Villar,2026-09-07 11:00:00,30,0.0,24,57,357,2.8
El Villar,2026-09-07 11:00:00,33,0.0,20,36,273,1.9
El Villar,2026-09-07 11:00:00,36,0.0,13,36,275,1.7
El Villar,2026-09-07 11:00:00,39,0.0,6,36,272,1.5
El Villar,2026-09-07 11:00:00,42,0.0,5,26,307,1.3
El Villar,2026-09-07 11:00:00,45,0.0,15,26,339,1.2
El Villar,2026-09-07 11:00:00,48,0.0,21,26,12,2.5
El Villar,2026-09-07 11:00:00,51,0.0,25,36,45,3.8
El Villar,2026-09-07 11:00:00,54,0.0,25,36,341,2.8
El Villar,2026-09-07 11:00:00,57,0.0,18,36,276,1.8
El Villar,2026-09-07 11:00:00,60,0.0,9,36,286,1.5
El Villar,2026-09-07 11:00:00,63,0.0,7,56,288,1.3
El Villar,2026-09-07 11:00:00,66,0.0,7,56,346,1.0
El Villar,2026-09-07 11:00:00,69,0.0,15,57,42,1.0
El Villar,2026-09-07 11:00:00,72,0.0,19,56,57,2.1
El Villar,2026-09-07 11:00:00,75,0.0,24,56,61,3.4
El Villar,2026-09-07 11:00:00,78,0.0,24,57,142,2.2
El Villar,2026-09-07 11:00:00,81,0.0,14,36,216,1.0
El Villar,2026-09-07 11:00:00,84,0.0,7,36,247,1.5
El Villar,2026-09-07 11:00:00,87,0.0,7,26,275,1.8
El Villar,2026-09-07 11:00:00,90,0.0,16,26,293,2.7
El Villar,2026-09-07 11:00:00,93,0.0,19,26,293,2.5
El Villar,2026-09-07 11:00:00,96,0.0,25,27,278,2.2
El Villar,2026-09-07 11:00:00,99,0.0,31,36,258,1.8
El Villar,2026-09-07 11:00:00,102,0.0,24,36,210,2.6
El Villar,2026-09-07 11:00:00,105,0.0,17,56,155,3.5
El Villar,2026-09-07 11:00:00,108,0.0,14,56,135,2.5
El Villar,2026-09-07 11:00:00,111,0.0,12,26,104,1.5
Filadelfia - PD,2026-09-07 11:00:00,3,0.0,29,56,122,2.3
Filadelfia - PD,2026-09-07 11:00:00,6,0.0,29,55,190,2.0
Filadelfia - PD,2026-09-07 11:00:00,9,0.0,25,55,252,1.7
Filadelfia - PD,2026-09-07 11:00:00,12,0.0,22,55,222,1.5
Filadelfia - PD,2026-09-07 11:00:00,15,0.0,17,56,190,1.2
Filadelfia - PD,2026-09-07 11:00:00,18,0.0,17,56,210,0.7
Filadelfia - PD,2026-09-07 11:00:00,21,0.0,23,55,200,0.5
Filadelfia - PD,2026-09-07 11:00:00,24,0.0,27,56,270,1.0
Filadelfia - PD,2026-09-07 11:00:00,27,0.0,31,36,330,1.6
Filadelfia - PD,2026-09-07 11:00:00,30,0.0,31,36,318,1.5
Filadelfia - PD,2026-09-07 11:00:00,33,0.0,28,37,298,1.3
Filadelfia - PD,2026-09-07 11:00:00,36,0.0,24,36,287,1.3
Filadelfia - PD,2026-09-07 11:00:00,39,0.0,20,36,268,1.3
Filadelfia - PD,2026-09-07 11:00:00,42,0.0,20,26,293,1.2
Filadelfia - PD,2026-09-07 11:00:00,45,0.0,24,26,291,1.3
Filadelfia - PD,2026-09-07 11:00:00,48,0.0,29,26,311,1.7
Filadelfia - PD,2026-09-07 11:00:00,51,0.0,33,36,330,2.1
Filadelfia - PD,2026-09-07 11:00:00,54,0.0,33,36,327,1.8
Filadelfia - PD,2026-09-07 11:00:00,57,0.0,29,26,317,1.4
Filadelfia - PD,2026-09-07 11:00:00,60,0.0,22,26,317,1.3
Filadelfia - PD,2026-09-07 11:00:00,63,0.0,20,36,308,1.2
Filadelfia - PD,2026-09-07 11:00:00,66,0.0,20,37,300,2.1
Filadelfia - PD,2026-09-07 11:00:00,69,0.0,25,37,300,2.2
Filadelfia - PD,2026-09-07 11:00:00,72,0.0,28,36,320,2.8
Filadelfia - PD,2026-09-07 11:00:00,75,0.0,34,56,330,3.3
Filadelfia - PD,2026-09-07 11:00:00,78,0.0,34,56,340,2.5
Filadelfia - PD,2026-09-07 11:00:00,81,0.0,30,36,340,1.6
Filadelfia - PD,2026-09-07 11:00:00,84,0.0,24,36,340,1.6
Filadelfia - PD,2026-09-07 11:00:00,87,0.0,20,35,340,1.7
Filadelfia - PD,2026-09-07 11:00:00,90,0.0,20,36,302,1.6
Filadelfia - PD,2026-09-07 11:00:00,93,0.0,26,37,301,2.0
Filadelfia - PD,2026-09-07 11:00:00,96,0.0,29,35,311,2.5
Filadelfia - PD,2026-09-07 11:00:00,99,0.0,34,36,320,2.9
Filadelfia - PD,2026-09-07 11:00:00,102,0.0,34,35,349,2.3
Filadelfia - PD,2026-09-07 11:00:00,105,0.0,29,36,9,1.6
Filadelfia - PD,2026-09-07 11:00:00,108,0.0,20,35,328,1.3
Filadelfia - PD,2026-09-07 11:00:00,111,0.0,20,37,280,1.0
Guayaramerin,2026-09-07 11:00:00,3,0.0,29,36,160,2.2
Guayaramerin,2026-09-07 11:00:00,6,0.0,29,36,178,2.1
Guayaramerin,2026-09-07 11:00:00,9,0.0,26,35,188,2.0
Guayaramerin,2026-09-07 11:00:00,12,0.0,23,35,170,1.5
Guayaramerin,2026-09-07 11:00:00,15,0.0,17,35,150,1.2
Guayaramerin,2026-09-07 11:00:00,18,0.0,17,36,138,1.1
Guayaramerin,2026-09-07 11:00:00,21,0.0,25,36,120,1.1
Guayaramerin,2026-09-07 11:00:00,24,0.0,28,37,182,1.4
Guayaramerin,2026-09-07 11:00:00,27,0.0,35,27,237,1.7
Guayaramerin,2026-09-07 11:00:00,30,0.0,35,26,225,1.1
Guayaramerin,2026-09-07 11:00:00,33,0.0,28,37,210,0.5
Guayaramerin,2026-09-07 11:00:00,36,0.0,24,36,212,0.8
Guayaramerin,2026-09-07 11:00:00,39,0.0,19,35,28,1.0
Guayaramerin,2026-09-07 11:00:00,42,0.0,19,26,11,1.5
Guayaramerin,2026-09-07 11:00:00,45,0.0,24,26,351,1.6
Guayaramerin,2026-09-07 11:00:00,48,0.0,29,26,8,1.7
Guayaramerin,2026-09-07 11:00:00,51,0.0,36,36,20,1.8
Guayaramerin,2026-09-07 11:00:00,54,0.0,36,36,35,1.3
Guayaramerin,2026-09-07 11:00:00,57,0.0,29,26,42,0.8
Guayaramerin,2026-09-07 11:00:00,60,0.0,23,26,45,1.2
Guayaramerin,2026-09-07 11:00:00,63,0.0,19,36,40,1.7
Guayaramerin,2026-09-07 11:00:00,66,0.0,19,36,336,1.7
Guayaramerin,2026-09-07 11:00:00,69,0.0,26,37,353,2.1
Guayaramerin,2026-09-07 11:00:00,72,0.0,31,35,333,2.3
Guayaramerin,2026-09-07 11:00:00,75,0.0,36,56,313,2.6
Guayaramerin,2026-09-07 11:00:00,78,0.0,36,57,337,1.8
Guayaramerin,2026-09-07 11:00:00,81,0.0,29,36,359,1.0
Guayaramerin,2026-09-07 11:00:00,84,0.0,22,36,4,1.1
Guayaramerin,2026-09-07 11:00:00,87,0.0,19,26,360,1.3
Guayaramerin,2026-09-07 11:00:00,90,0.0,19,26,11,1.8
Guayaramerin,2026-09-07 11:00:00,93,0.0,27,27,3,2.4
Guayaramerin,2026-09-07 11:00:00,96,0.0,31,25,350,2.4
Guayaramerin,2026-09-07 11:00:00,99,0.0,36,37,328,2.4
Guayaramerin,2026-09-07 11:00:00,102,0.0,36,36,347,1.9
Guayaramerin,2026-09-07 11:00:00,105,0.0,28,26,5,1.3
Guayaramerin,2026-09-07 11:00:00,108,0.0,19,26,7,1.3
Guayaramerin,2026-09-07 11:00:00,111,0.0,19,25,360,1.3
Guayaramerin_M (GPRS),2026-09-07 11:00:00,3,0.0,28,36,169,2.3
Guayaramerin_M (GPRS),2026-09-07 11:00:00,6,0.0,28,35,189,2.0
Guayaramerin_M (GPRS),2026-09-07 11:00:00,9,0.0,25,36,199,1.8
Guayaramerin_M (GPRS),2026-09-07 11:00:00,12,0.0,23,37,179,1.5
Guayaramerin_M (GPRS),2026-09-07 11:00:00,15,0.0,17,36,150,1.2
Guayaramerin_M (GPRS),2026-09-07 11:00:00,18,0.0,17,35,131,1.2
Guayaramerin_M (GPRS),2026-09-07 11:00:00,21,0.0,26,35,120,1.3
Guayaramerin_M (GPRS),2026-09-07 11:00:00,24,0.0,28,36,42,1.6
Guayaramerin_M (GPRS),2026-09-07 11:00:00,27,0.0,35,25,323,2.0
Guayaramerin_M (GPRS),2026-09-07 11:00:00,30,0.0,35,26,303,1.4
Guayaramerin_M (GPRS),2026-09-07 11:00:00,33,0.0,28,36,282,0.7
Guayaramerin_M (GPRS),2026-09-07 11:00:00,36,0.0,25,36,330,0.9
Guayaramerin_M (GPRS),2026-09-07 11:00:00,39,0.0,19,36,9,1.0
Guayaramerin_M (GPRS),2026-09-07 11:00:00,42,0.0,19,27,360,1.4
Guayaramerin_M (GPRS),2026-09-07 11:00:00,45,0.0,25,25,340,1.5
Guayaramerin_M (GPRS),2026-09-07 11:00:00,48,0.0,29,26,360,2.0
Guayaramerin_M (GPRS),2026-09-07 11:00:00,51,0.0,36,36,12,2.6
Guayaramerin_M (GPRS),2026-09-07 11:00:00,54,0.0,36,36,31,1.8
Guayaramerin_M (GPRS),2026-09-07 11:00:00,57,0.0,28,26,49,1.0
Guayaramerin_M (GPRS),2026-09-07 11:00:00,60,0.0,24,25,40,1.4
Guayaramerin_M (GPRS),2026-09-07 11:00:00,63,0.0,19,37,30,1.7
Guayaramerin_M (GPRS),2026-09-07 11:00:00,66,0.0,19,36,321,1.8
Guayaramerin_M (GPRS),2026-09-07 11:00:00,69,0.0,23,36,350,2.2
Guayaramerin_M (GPRS),2026-09-07 11:00:00,72,0.0,28,36,331,2.3
Guayaramerin_M (GPRS),2026-09-07 11:00:00,75,0.0,36,56,311,2.4
Guayaramerin_M (GPRS),2026-09-07 11:00:00,78,0.0,36,56,331,1.7
Guayaramerin_M (GPRS),2026-09-07 11:00:00,81,0.0,28,36,342,1.0
Guayaramerin_M (GPRS),2026-09-07 11:00:00,84,0.0,22,36,341,1.1
Guayaramerin_M (GPRS),2026-09-07 11:00:00,87,0.0,19,26,340,1.3
Guayaramerin_M (GPRS),2026-09-07 11:00:00,90,0.0,19,26,360,1.9
Guayaramerin_M (GPRS),2026-09-07 11:00:00,93,0.0,25,26,360,2.4
Guayaramerin_M (GPRS),2026-09-07 11:00:00,96,0.0,29,25,350,2.3
Guayaramerin_M (GPRS),2026-09-07 11:00:00,99,0.0,36,35,339,2.3
Guayaramerin_M (GPRS),2026-09-07 11:00:00,102,0.0,36,37,350,2.0
Guayaramerin_M (GPRS),2026-09-07 11:00:00,105,0.0,28,27,1,1.6
Guayaramerin_M (GPRS),2026-09-07 11:00:00,108,0.0,19,26,1,1.5
Guayaramerin_M (GPRS),2026-09-07 11:00:00,111,0.0,19,27,351,1.4
Incapampa,2026-09-07 11:00:00,3,0.0,26,57,9,2.0
Incapampa,2026-09-07 11:00:00,6,0.0,26,57,333,1.3
Incapampa,2026-09-07 11:00:00,9,0.0,22,36,287,0.6
Incapampa,2026-09-07 11:00:00,12,0.0,18,36,242,1.0
Incapampa,2026-09-07 11:00:00,15,0.0,12,36,194,1.3
Incapampa,2026-09-07 11:00:00,18,0.0,12,36,197,0.9
Incapampa,2026-09-07 11:00:00,21,0.0,15,36,189,0.4
Incapampa,2026-09-07 11:00:00,24,0.0,18,37,199,0.9
Incapampa,2026-09-07 11:00:00,27,1.1,21,89,8,1.3
Incapampa,2026-09-07 11:00:00,30,1.6,21,89,299,1.4
Incapampa,2026-09-07 11:00:00,33,0.0,19,56,224,1.4
Incapampa,2026-09-07 11:00:00,36,0.0,16,56,221,1.3
Incapampa,2026-09-07 11:00:00,39,0.0,13,36,215,1.2
Incapampa,2026-09-07 11:00:00,42,0.0,13,57,197,0.6
Incapampa,2026-09-07 11:00:00,45,0.0,17,57,196,0.3
Incapampa,2026-09-07 11:00:00,48,0.0,20,56,163,1.1
Incapampa,2026-09-07 11:00:00,51,0.0,22,36,21,1.9
Incapampa,2026-09-07 11:00:00,54,0.0,22,36,315,1.8
Incapampa,2026-09-07 11:00:00,57,0.0,20,56,248,1.7
Incapampa,2026-09-07 11:00:00,60,0.0,17,56,221,1.5
Incapampa,2026-09-07 11:00:00,63,0.0,14,56,186,1.3
Incapampa,2026-09-07 11:00:00,66,0.0,14,56,189,1.6
Incapampa,2026-09-07 11:00:00,69,0.0,17,56,187,1.6
Incapampa,2026-09-07 11:00:00,72,0.0,20,56,172,1.4
Incapampa,2026-09-07 11:00:00,75,1.4,22,89,153,1.2
Incapampa,2026-09-07 11:00:00,78,1.1,22,89,172,1.4
Incapampa,2026-09-07 11:00:00,81,1.1,20,89,189,1.5
Incapampa,2026-09-07 11:00:00,84,1.1,18,89,189,1.6
Incapampa,2026-09-07 11:00:00,87,0.0,15,36,187,1.7
Incapampa,2026-09-07 11:00:00,90,0.0,15,36,193,1.3
Incapampa,2026-09-07 11:00:00,93,0.0,17,37,185,0.8
Incapampa,2026-09-07 11:00:00,96,0.0,20,37,152,1.5
Incapampa,2026-09-07 11:00:00,99,0.0,21,56,10,2.1
Incapampa,2026-09-07 11:00:00,102,0.0,21,57,297,2.2
Incapampa,2026-09-07 11:00:00,105,0.0,18,56,215,2.1
Incapampa,2026-09-07 11:00:00,108,0.0,15,57,214,2.2
Incapampa,2026-09-07 11:00:00,111,0.0,15,57,204,2.1
Ixiamas,2026-09-07 11:00:00,3,0.0,26,36,120,1.9
Ixiamas,2026-09-07 11:00:00,6,0.0,26,36,169,1.6
Ixiamas,2026-09-07 11:00:00,9,0.0,23,37,209,1.3
Ixiamas,2026-09-07 11:00:00,12,0.0,20,37,209,1.4
Ixiamas,2026-09-07 11:00:00,15,0.0,15,27,202,1.4
Ixiamas,2026-09-07 11:00:00,18,0.0,15,26,229,0.9
Ixiamas,2026-09-07 11:00:00,21,0.0,19,26,229,0.6
Ixiamas,2026-09-07 11:00:00,24,0.0,22,26,282,1.7
Ixiamas,2026-09-07 11:00:00,27,0.0,24,36,332,2.7
Ixiamas,2026-09-07 11:00:00,30,0.0,24,36,291,2.2
Ixiamas,2026-09-07 11:00:00,33,0.0,22,27,241,1.6
Ixiamas,2026-09-07 11:00:00,36,0.0,19,26,241,1.5
Ixiamas,2026-09-07 11:00:00,39,0.0,16,26,238,1.5
Ixiamas,2026-09-07 11:00:00,42,0.0,16,26,256,1.1
Ixiamas,2026-09-07 11:00:00,45,0.0,20,26,276,0.9
Ixiamas,2026-09-07 11:00:00,48,0.0,23,26,299,2.1
Ixiamas,2026-09-07 11:00:00,51,0.0,27,36,322,3.3
Ixiamas,2026-09-07 11:00:00,54,0.0,27,35,289,2.3
Ixiamas,2026-09-07 11:00:00,57,0.0,24,36,248,1.4
Ixiamas,2026-09-07 11:00:00,60,0.0,21,36,248,1.5
Ixiamas,2026-09-07 11:00:00,63,0.0,18,56,248,1.5
Ixiamas,2026-09-07 11:00:00,66,0.0,18,56,276,1.3
Ixiamas,2026-09-07 11:00:00,69,0.0,23,56,285,1.4
Ixiamas,2026-09-07 11:00:00,72,0.0,26,56,307,2.8
Ixiamas,2026-09-07 11:00:00,75,0.0,28,36,320,4.1
Ixiamas,2026-09-07 11:00:00,78,0.0,28,36,273,2.8
Ixiamas,2026-09-07 11:00:00,81,0.0,26,56,224,1.5
Ixiamas,2026-09-07 11:00:00,84,0.0,23,56,213,1.3
Ixiamas,2026-09-07 11:00:00,87,0.0,19,27,191,1.1
Ixiamas,2026-09-07 11:00:00,90,0.0,19,26,246,0.9
Ixiamas,2026-09-07 11:00:00,93,0.0,22,26,256,0.6
Ixiamas,2026-09-07 11:00:00,96,0.0,24,26,289,2.3
Ixiamas,2026-09-07 11:00:00,99,0.0,27,36,312,4.1
Ixiamas,2026-09-07 11:00:00,102,0.0,27,36,281,2.7
Ixiamas,2026-09-07 11:00:00,105,0.0,24,27,248,1.3
Ixiamas,2026-09-07 11:00:00,108,0.0,19,26,258,1.4
Ixiamas,2026-09-07 11:00:00,111,0.0,19,25,258,1.4
Jesús de Machaca,2026-09-07 11:00:00,3,0.0,16,56,341,5.3
Jesús de Machaca,2026-09-07 11:00:00,6,0.0,16,56,297,4.7
Jesús de Machaca,2026-09-07 11:00:00,9,0.0,11,55,243,4.0
Jesús de Machaca,2026-09-07 11:00:00,12,0.0,6,56,292,3.2
Jesús de Machaca,2026-09-07 11:00:00,15,1.3,2,89,335,2.3
Jesús de Machaca,2026-09-07 11:00:00,18,1.1,2,89,20,2.1
Jesús de Machaca,2026-09-07 11:00:00,21,2.1,6,88,42,1.8
Jesús de Machaca,2026-09-07 11:00:00,24,1.8,11,89,360,3.2
Jesús de Machaca,2026-09-07 11:00:00,27,1.2,16,90,315,4.5
Jesús de Machaca,2026-09-07 11:00:00,30,1.9,16,89,28,4.7
Jesús de Machaca,2026-09-07 11:00:00,33,1.5,10,88,98,4.7
Jesús de Machaca,2026-09-07 11:00:00,36,1.0,6,89,45,3.4
Jesús de Machaca,2026-09-07 11:00:00,39,1.5,2,89,348,2.1
Jesús de Machaca,2026-09-07 11:00:00,42,0.0,2,36,303,1.3
Jesús de Machaca,2026-09-07 11:00:00,45,0.0,5,36,287,2.0
Jesús de Machaca,2026-09-07 11:00:00,48,0.0,9,36,308,3.2
Jesús de Machaca,2026-09-07 11:00:00,51,0.0,17,56,325,4.4
Jesús de Machaca,2026-09-07 11:00:00,54,0.0,17,56,264,3.5
Jesús de Machaca,2026-09-07 11:00:00,57,0.0,6,36,172,2.6
Jesús de Machaca,2026-09-07 11:00:00,60,0.0,3,36,73,2.4
Jesús de Machaca,2026-09-07 11:00:00,63,0.0,-1,56,6,2.2
Jesús de Machaca,2026-09-07 11:00:00,66,0.0,-1,56,58,1.7
Jesús de Machaca,2026-09-07 11:00:00,69,0.0,5,56,352,1.7
Jesús de Machaca,2026-09-07 11:00:00,72,0.0,11,56,343,3.2
Jesús de Machaca,2026-09-07 11:00:00,75,0.9,18,89,330,4.8
Jesús de Machaca,2026-09-07 11:00:00,78,1.2,18,89,287,4.2
Jesús de Machaca,2026-09-07 11:00:00,81,0.0,9,55,233,3.6
Jesús de Machaca,2026-09-07 11:00:00,84,0.0,1,56,212,2.5
Jesús de Machaca,2026-09-07 11:00:00,87,0.0,-4,26,190,1.3
Jesús de Machaca,2026-09-07 11:00:00,90,0.0,-3,26,259,1.0
Jesús de Machaca,2026-09-07 11:00:00,93,0.0,5,26,292,1.3
Jesús de Machaca,2026-09-07 11:00:00,96,0.0,9,26,322,3.2
Jesús de Machaca,2026-09-07 11:00:00,99,0.0,19,36,346,5.1
Jesús de Machaca,2026-09-07 11:00:00,102,0.0,19,36,356,3.9
Jesús de Machaca,2026-09-07 11:00:00,105,0.0,9,27,356,2.7
Jesús de Machaca,2026-09-07 11:00:00,108,0.0,-3,26,55,2.4
Jesús de Machaca,2026-09-07 11:00:00,111,0.0,-3,26,108,2.1
Kocani,2026-09-07 11:00:00,3,0.0,16,36,285,9.8
Kocani,2026-09-07 11:00:00,6,0.0,16,37,272,7.8
Kocani,2026-09-07 11:00:00,9,0.0,8,26,258,5.7
Kocani,2026-09-07 11:00:00,12,0.0,3,26,262,3.6
Kocani,2026-09-07 11:00:00,15,0.0,-3,37,262,1.6
Kocani,2026-09-07 11:00:00,18,0.0,-3,36,302,2.1
Kocani,2026-09-07 11:00:00,21,0.0,4,36,314,2.3
Kocani,2026-09-07 11:00:00,24,0.0,8,37,304,6.6
Kocani,2026-09-07 11:00:00,27,0.0,14,36,290,10.9
Kocani,2026-09-07 11:00:00,30,0.0,14,36,282,8.8
Kocani,2026-09-07 11:00:00,33,0.0,7,36,272,6.8
Kocani,2026-09-07 11:00:00,36,0.0,2,36,282,4.3
Kocani,2026-09-07 11:00:00,39,0.0,-4,36,283,1.9
Kocani,2026-09-07 11:00:00,42,0.0,-4,26,291,2.2
Kocani,2026-09-07 11:00:00,45,0.0,2,26,301,2.6
Kocani,2026-09-07 11:00:00,48,0.0,7,26,291,7.5
Kocani,2026-09-07 11:00:00,51,0.0,14,26,280,12.4
Kocani,2026-09-07 11:00:00,54,0.0,14,26,280,9.1
Kocani,2026-09-07 11:00:00,57,0.0,6,26,280,5.7
Kocani,2026-09-07 11:00:00,60,0.0,-2,27,317,4.1
Kocani,2026-09-07 11:00:00,63,0.0,-5,27,347,2.4
Kocani,2026-09-07 11:00:00,66,0.0,-5,26,311,4.1
Kocani,2026-09-07 11:00:00,69,0.0,1,26,311,4.4
Kocani,2026-09-07 11:00:00,72,0.0,6,26,304,9.0
Kocani,2026-09-07 11:00:00,75,0.0,14,27,294,13.6
Kocani,2026-09-07 11:00:00,78,0.0,14,27,300,11.0
Kocani,2026-09-07 11:00:00,81,0.0,5,26,300,8.3
Kocani,2026-09-07 11:00:00,84,0.0,-1,27,310,6.5
Kocani,2026-09-07 11:00:00,87,0.0,-5,26,312,4.8
Kocani,2026-09-07 11:00:00,90,0.0,-5,26,313,6.9
Kocani,2026-09-07 11:00:00,93,0.0,-1,26,313,5.1
Kocani,2026-09-07 11:00:00,96,0.0,5,26,304,7.5
Kocani,2026-09-07 11:00:00,99,0.0,14,26,294,9.8
Kocani,2026-09-07 11:00:00,102,0.0,14,26,324,7.0
Kocani,2026-09-07 11:00:00,105,0.0,5,26,350,4.2
Kocani,2026-09-07 11:00:00,108,0.0,-5,26,345,3.0
Kocani,2026-09-07 11:00:00,111,0.0,-5,26,336,1.7
La Paz - Centro,2026-09-07 11:00:00,3,0.0,18,57,42,3.7
La Paz - Centro,2026-09-07 11:00:00,6,0.0,18,56,42,3.3
La Paz - Centro,2026-09-07 11:00:00,9,0.0,14,56,40,2.9
La Paz - Centro,2026-09-07 11:00:00,12,0.0,10,57,55,1.9
La Paz - Centro,2026-09-07 11:00:00,15,1.4,7,89,71,1.0
La Paz - Centro,2026-09-07 11:00:00,18,2.3,7,89,68,1.1
La Paz - Centro,2026-09-07 11:00:00,21,2.2,9,89,66,1.1
La Paz - Centro,2026-09-07 11:00:00,24,1.4,12,89,47,2.7
La Paz - Centro,2026-09-07 11:00:00,27,1.5,18,89,22,4.2
La Paz - Centro,2026-09-07 11:00:00,30,2.3,18,89,32,3.2
La Paz - Centro,2026-09-07 11:00:00,33,1.2,13,89,37,2.1
La Paz - Centro,2026-09-07 11:00:00,36,2.0,10,89,64,1.6
La Paz - Centro,2026-09-07 11:00:00,39,1.5,8,90,159,0.9
La Paz - Centro,2026-09-07 11:00:00,42,0.0,8,36,341,0.8
La Paz - Centro,2026-09-07 11:00:00,45,0.0,10,36,25,0.9
La Paz - Centro,2026-09-07 11:00:00,48,0.0,13,36,34,2.3
La Paz - Centro,2026-09-07 11:00:00,51,0.0,21,56,35,3.7
La Paz - Centro,2026-09-07 11:00:00,54,0.0,21,56,41,3.3
La Paz - Centro,2026-09-07 11:00:00,57,0.0,12,36,43,2.8
La Paz - Centro,2026-09-07 11:00:00,60,0.0,10,36,27,2.5
La Paz - Centro,2026-09-07 11:00:00,63,0.0,8,56,217,2.2
La Paz - Centro,2026-09-07 11:00:00,66,0.0,8,56,314,1.1
La Paz - Centro,2026-09-07 11:00:00,69,0.0,12,57,344,1.1
La Paz - Centro,2026-09-07 11:00:00,72,0.0,15,56,359,2.2
La Paz - Centro,2026-09-07 11:00:00,75,1.4,22,89,11,3.4
La Paz - Centro,2026-09-07 11:00:00,78,0.7,22,89,30,3.0
La Paz - Centro,2026-09-07 11:00:00,81,0.0,15,56,49,2.5
La Paz - Centro,2026-09-07 11:00:00,84,0.0,9,57,325,1.6
La Paz - Centro,2026-09-07 11:00:00,87,0.0,7,26,241,0.7
La Paz - Centro,2026-09-07 11:00:00,90,0.0,7,27,30,0.6
La Paz - Centro,2026-09-07 11:00:00,93,0.0,10,26,34,0.9
La Paz - Centro,2026-09-07 11:00:00,96,0.0,13,26,44,2.5
La Paz - Centro,2026-09-07 11:00:00,99,0.0,23,36,49,4.0
La Paz - Centro,2026-09-07 11:00:00,102,0.0,23,36,45,3.5
La Paz - Centro,2026-09-07 11:00:00,105,0.0,12,26,38,3.0
La Paz - Centro,2026-09-07 11:00:00,108,0.0,7,25,41,2.1
La Paz - Centro,2026-09-07 11:00:00,111,0.0,7,26,68,1.1
Laguna Colorada (GPRS),2026-09-07 11:00:00,3,0.0,11,36,260,10.8
Laguna Colorada (GPRS),2026-09-07 11:00:00,6,0.0,11,36,260,8.2
Laguna Colorada (GPRS),2026-09-07 11:00:00,9,0.0,6,26,249,5.5
Laguna Colorada (GPRS),2026-09-07 11:00:00,12,0.0,2,26,277,3.6
Laguna Colorada (GPRS),2026-09-07 11:00:00,15,0.0,0,36,294,1.7
Laguna Colorada (GPRS),2026-09-07 11:00:00,18,0.0,0,36,280,2.3
Laguna Colorada (GPRS),2026-09-07 11:00:00,21,0.0,3,36,290,2.5
Laguna Colorada (GPRS),2026-09-07 11:00:00,24,0.0,7,36,280,6.9
Laguna Colorada (GPRS),2026-09-07 11:00:00,27,0.0,10,36,260,11.2
Laguna Colorada (GPRS),2026-09-07 11:00:00,30,0.0,10,35,260,8.1
Laguna Colorada (GPRS),2026-09-07 11:00:00,33,0.0,5,36,250,5.0
Laguna Colorada (GPRS),2026-09-07 11:00:00,36,0.0,1,36,260,3.6
Laguna Colorada (GPRS),2026-09-07 11:00:00,39,0.0,-1,36,270,2.3
Laguna Colorada (GPRS),2026-09-07 11:00:00,42,0.0,-1,27,270,2.8
Laguna Colorada (GPRS),2026-09-07 11:00:00,45,0.0,2,26,270,3.1
Laguna Colorada (GPRS),2026-09-07 11:00:00,48,0.0,5,26,270,7.4
Laguna Colorada (GPRS),2026-09-07 11:00:00,51,0.0,10,26,260,11.6
Laguna Colorada (GPRS),2026-09-07 11:00:00,54,0.0,10,27,250,8.2
