estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-03-30 07:00:00,1,89.0,2.3,12.0,3.0,133.0
Anzaldo,2026-03-30 07:00:00,4,89.0,1.5,17.0,3.4,143.0
Anzaldo,2026-03-30 07:00:00,7,89.0,1.9,20.0,3.6,144.0
Anzaldo,2026-03-30 07:00:00,10,89.0,2.3,20.0,3.1,123.0
Anzaldo,2026-03-30 07:00:00,13,56.0,0.0,16.0,2.6,95.0
Anzaldo,2026-03-30 07:00:00,16,55.0,0.0,12.0,2.1,93.0
Anzaldo,2026-03-30 07:00:00,19,56.0,0.0,9.0,1.6,83.0
Anzaldo,2026-03-30 07:00:00,22,56.0,0.0,9.0,1.3,115.0
Anzaldo,2026-03-30 07:00:00,25,56.0,0.0,13.0,0.9,128.0
Anzaldo,2026-03-30 07:00:00,28,56.0,0.0,18.0,2.8,138.0
Anzaldo,2026-03-30 07:00:00,31,56.0,0.0,22.0,4.6,143.0
Anzaldo,2026-03-30 07:00:00,34,56.0,0.0,22.0,3.8,123.0
Anzaldo,2026-03-30 07:00:00,37,56.0,0.0,17.0,2.9,96.0
Anzaldo,2026-03-30 07:00:00,40,56.0,0.0,15.0,2.3,86.0
Anzaldo,2026-03-30 07:00:00,43,56.0,0.0,10.0,1.6,74.0
Anzaldo,2026-03-30 07:00:00,46,36.0,0.0,10.0,1.3,23.0
Anzaldo,2026-03-30 07:00:00,49,36.0,0.0,11.0,0.7,325.0
Anzaldo,2026-03-30 07:00:00,52,37.0,0.0,16.0,2.2,246.0
Anzaldo,2026-03-30 07:00:00,55,36.0,0.0,24.0,3.7,166.0
Anzaldo,2026-03-30 07:00:00,58,36.0,0.0,24.0,3.3,142.0
Anzaldo,2026-03-30 07:00:00,61,36.0,0.0,20.0,2.8,116.0
Anzaldo,2026-03-30 07:00:00,64,36.0,0.0,15.0,2.1,112.0
Anzaldo,2026-03-30 07:00:00,67,57.0,0.0,10.0,1.5,106.0
Anzaldo,2026-03-30 07:00:00,70,56.0,0.0,10.0,1.6,98.0
Anzaldo,2026-03-30 07:00:00,73,56.0,0.0,14.0,1.4,98.0
Anzaldo,2026-03-30 07:00:00,76,56.0,0.0,18.0,3.3,118.0
