estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-04-06 07:00:00,1,36.0,0.0,11.0,3.0,342.0
Anzaldo,2026-04-06 07:00:00,4,36.0,0.0,15.0,3.0,342.0
Anzaldo,2026-04-06 07:00:00,7,56.0,0.0,23.0,2.9,337.0
Anzaldo,2026-04-06 07:00:00,10,56.0,0.0,23.0,2.8,360.0
Anzaldo,2026-04-06 07:00:00,13,56.0,0.0,17.0,2.7,22.0
Anzaldo,2026-04-06 07:00:00,16,56.0,0.0,11.0,2.5,13.0
Anzaldo,2026-04-06 07:00:00,19,36.0,0.0,8.0,2.3,3.0
Anzaldo,2026-04-06 07:00:00,22,36.0,0.0,8.0,1.8,8.0
Anzaldo,2026-04-06 07:00:00,25,36.0,0.0,10.0,1.6,4.0
Anzaldo,2026-04-06 07:00:00,28,37.0,0.0,14.0,2.3,352.0
Anzaldo,2026-04-06 07:00:00,31,56.0,0.0,22.0,3.0,331.0
Anzaldo,2026-04-06 07:00:00,34,57.0,0.0,22.0,2.3,360.0
Anzaldo,2026-04-06 07:00:00,37,56.0,0.0,14.0,1.6,24.0
Anzaldo,2026-04-06 07:00:00,40,56.0,0.0,11.0,1.7,22.0
Anzaldo,2026-04-06 07:00:00,43,55.0,0.0,8.0,1.9,18.0
Anzaldo,2026-04-06 07:00:00,46,56.0,0.0,9.0,2.3,2.0
Anzaldo,2026-04-06 07:00:00,49,56.0,0.0,11.0,2.1,349.0
Anzaldo,2026-04-06 07:00:00,52,55.0,0.0,14.0,2.0,307.0
Anzaldo,2026-04-06 07:00:00,55,56.0,0.0,20.0,1.9,265.0
Anzaldo,2026-04-06 07:00:00,58,56.0,0.0,20.0,2.0,335.0
Anzaldo,2026-04-06 07:00:00,61,56.0,0.0,17.0,2.2,38.0
Anzaldo,2026-04-06 07:00:00,64,56.0,0.0,14.0,2.1,28.0
Anzaldo,2026-04-06 07:00:00,67,56.0,0.0,10.0,2.3,360.0
Anzaldo,2026-04-06 07:00:00,70,55.0,0.0,10.0,2.4,360.0
Anzaldo,2026-04-06 07:00:00,73,57.0,0.0,13.0,2.4,352.0
Anzaldo,2026-04-06 07:00:00,76,57.0,0.0,15.0,2.9,327.0
Anzaldo,2026-04-06 07:00:00,79,77.0,2.0,17.0,3.4,297.0
Anzaldo,2026-04-06 07:00:00,82,76.0,1.4,17.0,3.1,309.0
Anzaldo,2026-04-06 07:00:00,85,57.0,0.0,11.0,2.7,314.0
Anzaldo,2026-04-06 07:00:00,88,56.0,0.0,11.0,2.1,344.0
Anzaldo,2026-04-06 09:00:00,17,35.0,,,,
Anzaldo,2026-04-06 09:00:00,26,36.0,,,,
Anzaldo,2026-04-06 09:00:00,29,76.0,2.0,,,
Anzaldo,2026-04-06 09:00:00,32,76.0,2.2,,,
Anzaldo,2026-04-06 09:00:00,35,76.0,2.7,,,
Anzaldo,2026-04-06 09:00:00,38,76.0,2.0,,,
Anzaldo,2026-04-06 09:00:00,41,36.0,,,,
Anzaldo,2026-04-06 09:00:00,44,36.0,,,,
Anzaldo,2026-04-06 09:00:00,47,36.0,,,,
Anzaldo,2026-04-06 09:00:00,50,36.0,,,,
Anzaldo,2026-04-06 09:00:00,53,55.0,,,,
Anzaldo,2026-04-06 09:00:00,56,55.0,,,,
Anzaldo,2026-04-06 09:00:00,62,55.0,,,,
Anzaldo,2026-04-06 09:00:00,68,56.0,,,,
Anzaldo,2026-04-06 09:00:00,71,56.0,,,,
Anzaldo,2026-04-06 09:00:00,74,56.0,,,,
Anzaldo,2026-04-06 09:00:00,77,,2.2,,,
Anzaldo,2026-04-06 09:00:00,80,,1.6,,,
Anzaldo,2026-04-06 09:00:00,83,76.0,1.9,,,
Anzaldo,2026-04-06 09:00:00,86,76.0,2.5,,,
Anzaldo,2026-04-06 09:00:00,89,76.0,2.0,10.0,0.9,14.0
Anzaldo,2026-04-06 09:00:00,92,57.0,0.0,10.0,1.2,12.0
Anzaldo,2026-04-06 09:00:00,95,56.0,0.0,11.0,1.5,2.0
Anzaldo,2026-04-06 09:00:00,98,57.0,0.0,13.0,2.0,352.0
Anzaldo,2026-04-06 09:00:00,101,76.0,2.6,15.0,2.5,334.0
Anzaldo,2026-04-06 09:00:00,104,76.0,2.2,13.0,2.0,334.0
Anzaldo,2026-04-06 09:00:00,107,76.0,2.2,10.0,1.6,334.0
Anzaldo,2026-04-06 09:00:00,110,76.0,2.7,10.0,1.6,340.0
Anzaldo,2026-04-06 09:00:00,113,76.0,2.2,10.0,1.6,346.0
Anzaldo,2026-04-06 11:00:00,15,,,6.0,,
Anzaldo,2026-04-06 11:00:00,18,,,6.0,,
Anzaldo,2026-04-06 11:00:00,27,,,20.0,,
Anzaldo,2026-04-06 11:00:00,30,,,20.0,,
Anzaldo,2026-04-06 11:00:00,42,,,8.0,,
Anzaldo,2026-04-06 11:00:00,57,,,18.0,,
Anzaldo,2026-04-06 11:00:00,63,,,8.0,,
Anzaldo,2026-04-06 11:00:00,66,,,8.0,,
Anzaldo,2026-04-06 11:00:00,75,,,20.0,,
Anzaldo,2026-04-06 11:00:00,78,,,19.0,,
Anzaldo,2026-04-06 11:00:00,81,,,15.0,,
Anzaldo,2026-04-06 11:00:00,84,,,12.0,,
Anzaldo,2026-04-06 11:00:00,87,,,7.0,,
Anzaldo,2026-04-06 11:00:00,90,,,7.0,,
Anzaldo,2026-04-06 11:00:00,99,,,20.0,,
Anzaldo,2026-04-06 11:00:00,102,,,20.0,,
Anzaldo,2026-04-06 11:00:00,105,,,18.0,,
Anzaldo,2026-04-06 11:00:00,108,,,17.0,,
Anzaldo,2026-04-06 11:00:00,111,,,15.0,,
Anzaldo,2026-04-07 10:00:00,22,37.0,,,,
