estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-08-17 06:00:00,2,56.0,0.0,10.0,3.5,2.0
Anzaldo,2026-08-17 06:00:00,5,56.0,0.0,15.0,6.7,352.0
Anzaldo,2026-08-17 06:00:00,8,56.0,0.0,19.0,9.8,332.0
Anzaldo,2026-08-17 06:00:00,11,56.0,0.0,19.0,7.1,342.0
Anzaldo,2026-08-17 06:00:00,14,56.0,0.0,15.0,4.3,352.0
Anzaldo,2026-08-17 06:00:00,17,56.0,0.0,11.0,4.3,2.0
Anzaldo,2026-08-17 06:00:00,20,56.0,0.0,5.0,4.1,10.0
Anzaldo,2026-08-17 06:00:00,23,56.0,0.0,5.0,4.5,332.0
Anzaldo,2026-08-17 06:00:00,26,57.0,0.0,11.0,4.5,322.0
Anzaldo,2026-08-17 06:00:00,29,56.0,0.0,13.0,6.6,332.0
Anzaldo,2026-08-17 06:00:00,32,56.0,0.0,17.0,8.6,341.0
Anzaldo,2026-08-17 06:00:00,35,57.0,0.0,17.0,6.2,351.0
Anzaldo,2026-08-17 06:00:00,38,36.0,0.0,12.0,3.8,356.0
Anzaldo,2026-08-17 06:00:00,41,37.0,0.0,8.0,3.9,356.0
Anzaldo,2026-08-17 06:00:00,44,56.0,0.0,4.0,4.0,352.0
Anzaldo,2026-08-17 06:00:00,47,56.0,0.0,4.0,4.8,342.0
Anzaldo,2026-08-17 06:00:00,50,56.0,0.0,10.0,4.9,342.0
Anzaldo,2026-08-17 06:00:00,53,56.0,0.0,14.0,6.3,332.0
Anzaldo,2026-08-17 06:00:00,56,36.0,0.0,19.0,7.6,312.0
Anzaldo,2026-08-17 06:00:00,59,35.0,0.0,19.0,5.5,342.0
Anzaldo,2026-08-17 06:00:00,62,35.0,0.0,15.0,3.4,2.0
Anzaldo,2026-08-17 06:00:00,65,36.0,0.0,10.0,3.6,2.0
Anzaldo,2026-08-17 06:00:00,68,26.0,0.0,4.0,3.8,352.0
Anzaldo,2026-08-17 06:00:00,71,26.0,0.0,4.0,4.4,353.0
Anzaldo,2026-08-17 06:00:00,74,27.0,0.0,8.0,4.6,351.0
Anzaldo,2026-08-17 06:00:00,77,27.0,0.0,13.0,5.4,330.0
Anzaldo,2026-08-17 06:00:00,80,36.0,0.0,21.0,6.3,302.0
Anzaldo,2026-08-17 06:00:00,83,36.0,0.0,21.0,4.6,342.0
Anzaldo,2026-08-17 06:00:00,86,26.0,0.0,13.0,2.8,18.0
Anzaldo,2026-08-17 06:00:00,89,26.0,0.0,10.0,2.7,3.0
Anzaldo,2026-08-17 06:00:00,92,26.0,0.0,5.0,2.6,339.0
Anzaldo,2026-08-17 12:00:00,14,89.0,1.3,,,
Anzaldo,2026-08-17 12:00:00,17,90.0,2.2,,,
Anzaldo,2026-08-17 12:00:00,20,89.0,3.0,,,
Anzaldo,2026-08-17 12:00:00,23,89.0,2.6,,,
Anzaldo,2026-08-17 12:00:00,26,89.0,2.5,,,
Anzaldo,2026-08-17 12:00:00,29,90.0,2.2,,,
Anzaldo,2026-08-17 12:00:00,32,89.0,1.7,,,
Anzaldo,2026-08-17 12:00:00,35,89.0,2.5,,,
Anzaldo,2026-08-17 12:00:00,38,,,5.0,,
Anzaldo,2026-08-17 12:00:00,41,,,5.0,,
Anzaldo,2026-08-17 12:00:00,47,,,13.0,,
Anzaldo,2026-08-17 12:00:00,50,,,20.0,,
Anzaldo,2026-08-17 12:00:00,53,,,20.0,,
Anzaldo,2026-08-17 12:00:00,74,,,20.0,,
Anzaldo,2026-08-17 12:00:00,77,,,20.0,,
Anzaldo,2026-08-17 12:00:00,83,,,9.0,,
Anzaldo,2026-08-17 12:00:00,86,,,4.0,,
Anzaldo,2026-08-17 12:00:00,89,25.0,0.0,4.0,1.4,341.0
Anzaldo,2026-08-17 12:00:00,92,26.0,0.0,8.0,1.2,326.0
Anzaldo,2026-08-17 12:00:00,95,27.0,0.0,13.0,2.3,303.0
Anzaldo,2026-08-17 12:00:00,98,26.0,0.0,22.0,3.3,278.0
Anzaldo,2026-08-17 12:00:00,101,26.0,0.0,22.0,3.2,172.0
Anzaldo,2026-08-17 12:00:00,104,26.0,0.0,11.0,3.1,95.0
Anzaldo,2026-08-17 12:00:00,107,27.0,0.0,5.0,2.0,23.0
Anzaldo,2026-08-17 12:00:00,110,26.0,0.0,5.0,0.7,281.0
Anzaldo,2026-08-18 10:00:00,91,26.0,0.0,8.0,1.1,336.0
Anzaldo,2026-08-18 10:00:00,94,26.0,0.0,8.0,1.4,329.0
Anzaldo,2026-08-18 10:00:00,97,26.0,0.0,13.0,2.1,290.0
Anzaldo,2026-08-18 10:00:00,100,36.0,0.0,17.0,2.8,245.0
Anzaldo,2026-08-18 10:00:00,103,36.0,0.0,14.0,2.7,178.0
Anzaldo,2026-08-18 10:00:00,106,25.0,0.0,11.0,2.6,90.0
Anzaldo,2026-08-18 10:00:00,109,26.0,0.0,10.0,2.1,42.0
Anzaldo,2026-08-18 10:00:00,112,26.0,0.0,8.0,1.7,351.0
Anzaldo,2026-08-18 12:00:00,65,,,5.0,,
Anzaldo,2026-08-18 12:00:00,83,,,8.0,,
Anzaldo,2026-08-18 12:00:00,86,,,6.0,,
Anzaldo,2026-08-18 12:00:00,89,,,6.0,,
Anzaldo,2026-08-18 12:00:00,98,,,22.0,,
Anzaldo,2026-08-18 12:00:00,101,,,22.0,,
Anzaldo,2026-08-18 12:00:00,107,,,7.0,,
Anzaldo,2026-08-18 12:00:00,110,,,7.0,,
Anzaldo,2026-08-19 10:00:00,16,36.0,,,,
Anzaldo,2026-08-19 10:00:00,19,36.0,,,,
Anzaldo,2026-08-19 10:00:00,22,36.0,,,,
Anzaldo,2026-08-19 10:00:00,25,36.0,,,,
Anzaldo,2026-08-19 10:00:00,88,36.0,,,,
Anzaldo,2026-08-19 10:00:00,91,36.0,0.0,9.0,2.0,8.0
Anzaldo,2026-08-19 10:00:00,94,36.0,0.0,9.0,2.1,8.0
Anzaldo,2026-08-19 10:00:00,97,37.0,0.0,11.0,3.2,360.0
Anzaldo,2026-08-19 10:00:00,100,89.0,1.5,12.0,4.4,349.0
Anzaldo,2026-08-19 10:00:00,103,89.0,2.0,11.0,3.5,352.0
Anzaldo,2026-08-19 10:00:00,106,89.0,2.2,9.0,2.6,351.0
Anzaldo,2026-08-19 10:00:00,109,89.0,2.1,9.0,2.7,351.0
Anzaldo,2026-08-19 10:00:00,112,89.0,2.1,8.0,2.9,343.0
Anzaldo,2026-08-19 12:00:00,14,,,6.0,,
Anzaldo,2026-08-19 12:00:00,17,,,6.0,,
Anzaldo,2026-08-19 12:00:00,20,,,11.0,,
Anzaldo,2026-08-19 12:00:00,23,,,16.0,,
Anzaldo,2026-08-19 12:00:00,26,,,23.0,,
Anzaldo,2026-08-19 12:00:00,29,,,23.0,,
Anzaldo,2026-08-19 12:00:00,32,,,16.0,,
Anzaldo,2026-08-19 12:00:00,35,,,11.0,,
Anzaldo,2026-08-19 12:00:00,38,,,7.0,,
Anzaldo,2026-08-19 12:00:00,41,,,7.0,,
Anzaldo,2026-08-19 12:00:00,44,,,11.0,,
Anzaldo,2026-08-19 12:00:00,47,,,16.0,,
Anzaldo,2026-08-19 12:00:00,56,,,15.0,,
Anzaldo,2026-08-19 12:00:00,59,,,10.0,,
Anzaldo,2026-08-19 12:00:00,62,,,7.0,,
Anzaldo,2026-08-19 12:00:00,65,,,7.0,,
Anzaldo,2026-08-19 12:00:00,68,,,11.0,,
Anzaldo,2026-08-19 12:00:00,71,,,16.0,,
Anzaldo,2026-08-19 12:00:00,74,,,23.0,,
Anzaldo,2026-08-19 12:00:00,77,,,23.0,,
Anzaldo,2026-08-19 12:00:00,80,,,17.0,,
Anzaldo,2026-08-19 12:00:00,83,,,11.0,,
Anzaldo,2026-08-19 12:00:00,86,,,6.0,,
Anzaldo,2026-08-19 12:00:00,89,,,6.0,,
Anzaldo,2026-08-19 12:00:00,92,,,10.0,,
