estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-06-29 10:00:00,4,36.0,0.0,22.0,4.2,334.0
Anzaldo,2026-06-29 10:00:00,7,36.0,0.0,22.0,3.5,348.0
Anzaldo,2026-06-29 10:00:00,10,36.0,0.0,17.0,2.6,360.0
Anzaldo,2026-06-29 10:00:00,13,36.0,0.0,10.0,2.7,8.0
Anzaldo,2026-06-29 10:00:00,16,35.0,0.0,0.0,2.8,8.0
Anzaldo,2026-06-29 10:00:00,19,36.0,0.0,0.0,3.3,2.0
Anzaldo,2026-06-29 10:00:00,22,35.0,0.0,9.0,3.6,352.0
Anzaldo,2026-06-29 10:00:00,25,37.0,0.0,16.0,4.0,349.0
Anzaldo,2026-06-29 10:00:00,28,36.0,0.0,24.0,4.4,344.0
Anzaldo,2026-06-29 10:00:00,31,37.0,0.0,24.0,2.8,348.0
Anzaldo,2026-06-29 10:00:00,34,37.0,0.0,17.0,1.2,352.0
Anzaldo,2026-06-29 10:00:00,37,36.0,0.0,11.0,2.4,352.0
Anzaldo,2026-06-29 10:00:00,40,35.0,0.0,1.0,3.6,346.0
Anzaldo,2026-06-29 10:00:00,43,36.0,0.0,1.0,2.8,2.0
Anzaldo,2026-06-29 10:00:00,46,36.0,0.0,9.0,2.4,2.0
Anzaldo,2026-06-29 10:00:00,49,36.0,0.0,15.0,2.5,308.0
Anzaldo,2026-06-29 10:00:00,52,35.0,0.0,24.0,2.7,247.0
Anzaldo,2026-06-29 10:00:00,55,36.0,0.0,24.0,2.1,84.0
Anzaldo,2026-06-29 10:00:00,58,26.0,0.0,14.0,1.5,62.0
Anzaldo,2026-06-29 10:00:00,61,26.0,0.0,5.0,1.2,61.0
Anzaldo,2026-06-29 10:00:00,64,36.0,0.0,-1.0,0.9,51.0
Anzaldo,2026-06-29 10:00:00,67,37.0,0.0,-1.0,1.2,38.0
Anzaldo,2026-06-29 10:00:00,70,36.0,0.0,8.0,1.3,25.0
Anzaldo,2026-06-29 10:00:00,73,36.0,0.0,14.0,2.1,12.0
Anzaldo,2026-06-29 10:00:00,76,76.0,1.4,22.0,2.9,352.0
Anzaldo,2026-06-29 10:00:00,79,76.0,1.0,22.0,2.1,320.0
Anzaldo,2026-06-29 10:00:00,82,76.0,0.8,13.0,1.2,188.0
Anzaldo,2026-06-29 10:00:00,85,76.0,1.3,6.0,1.0,130.0
Anzaldo,2026-06-29 10:00:00,88,36.0,0.0,0.0,0.7,65.0
Anzaldo,2026-06-29 10:00:00,91,36.0,0.0,6.0,2.7,346.0
