estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-05-11 09:00:00,2,36.0,0.0,14.0,1.9,110.0
Anzaldo,2026-05-11 09:00:00,5,37.0,0.0,24.0,3.3,181.0
Anzaldo,2026-05-11 09:00:00,8,36.0,0.0,24.0,2.5,144.0
Anzaldo,2026-05-11 09:00:00,11,56.0,0.0,15.0,1.8,99.0
Anzaldo,2026-05-11 09:00:00,14,56.0,0.0,10.0,1.5,49.0
Anzaldo,2026-05-11 09:00:00,17,55.0,0.0,7.0,1.1,351.0
Anzaldo,2026-05-11 09:00:00,20,56.0,0.0,7.0,1.9,336.0
Anzaldo,2026-05-11 09:00:00,23,56.0,0.0,10.0,2.1,336.0
Anzaldo,2026-05-11 09:00:00,26,56.0,0.0,13.0,2.3,306.0
Anzaldo,2026-05-11 09:00:00,29,56.0,0.0,24.0,2.5,273.0
Anzaldo,2026-05-11 09:00:00,32,56.0,0.0,24.0,1.7,300.0
Anzaldo,2026-05-11 09:00:00,35,56.0,0.0,17.0,0.9,324.0
Anzaldo,2026-05-11 09:00:00,38,56.0,0.0,13.0,1.7,332.0
Anzaldo,2026-05-11 09:00:00,41,37.0,0.0,6.0,2.5,336.0
Anzaldo,2026-05-11 09:00:00,44,35.0,0.0,6.0,2.5,1.0
Anzaldo,2026-05-11 09:00:00,47,36.0,0.0,10.0,3.0,351.0
Anzaldo,2026-05-11 09:00:00,50,37.0,0.0,13.0,2.8,313.0
Anzaldo,2026-05-11 09:00:00,53,56.0,0.0,24.0,2.6,276.0
Anzaldo,2026-05-11 09:00:00,56,57.0,0.0,24.0,2.4,255.0
Anzaldo,2026-05-11 09:00:00,59,56.0,0.0,15.0,2.2,232.0
Anzaldo,2026-05-11 09:00:00,62,56.0,0.0,10.0,2.7,290.0
Anzaldo,2026-05-11 09:00:00,65,26.0,0.0,5.0,3.1,342.0
Anzaldo,2026-05-11 09:00:00,68,26.0,0.0,6.0,3.6,334.0
Anzaldo,2026-05-11 09:00:00,71,26.0,0.0,11.0,3.6,336.0
Anzaldo,2026-05-11 09:00:00,74,26.0,0.0,14.0,3.5,323.0
Anzaldo,2026-05-11 09:00:00,77,36.0,0.0,24.0,3.3,301.0
Anzaldo,2026-05-11 09:00:00,80,37.0,0.0,24.0,3.1,11.0
Anzaldo,2026-05-11 09:00:00,83,37.0,0.0,11.0,2.9,81.0
Anzaldo,2026-05-11 09:00:00,86,36.0,0.0,6.0,2.0,51.0
Anzaldo,2026-05-11 09:00:00,89,27.0,0.0,6.0,1.1,11.0
Anzaldo,2026-05-11 13:00:00,13,56.0,,6.0,,
Anzaldo,2026-05-11 13:00:00,16,,,5.0,,
Anzaldo,2026-05-11 13:00:00,22,57.0,,14.0,,
Anzaldo,2026-05-11 13:00:00,25,,,21.0,,
Anzaldo,2026-05-11 13:00:00,28,,,21.0,,
Anzaldo,2026-05-11 13:00:00,31,,,15.0,,
Anzaldo,2026-05-11 13:00:00,34,,,11.0,,
Anzaldo,2026-05-11 13:00:00,37,56.0,,,,
Anzaldo,2026-05-11 13:00:00,49,,,22.0,,
Anzaldo,2026-05-11 13:00:00,52,,,22.0,,
Anzaldo,2026-05-11 13:00:00,55,,,16.0,,
Anzaldo,2026-05-11 13:00:00,58,,,11.0,,
Anzaldo,2026-05-11 13:00:00,61,,,7.0,,
Anzaldo,2026-05-11 13:00:00,64,,,7.0,,
Anzaldo,2026-05-11 13:00:00,67,,,12.0,,
Anzaldo,2026-05-11 13:00:00,70,,,16.0,,
Anzaldo,2026-05-11 13:00:00,73,,,22.0,,
Anzaldo,2026-05-11 13:00:00,76,,,22.0,,
Anzaldo,2026-05-11 13:00:00,79,,,16.0,,
Anzaldo,2026-05-11 13:00:00,82,,,11.0,,
Anzaldo,2026-05-11 13:00:00,85,36.0,,7.0,,
Anzaldo,2026-05-11 13:00:00,88,36.0,0.0,7.0,1.2,342.0
Anzaldo,2026-05-11 13:00:00,91,36.0,0.0,10.0,1.5,337.0
Anzaldo,2026-05-11 13:00:00,94,36.0,0.0,16.0,2.4,325.0
Anzaldo,2026-05-11 13:00:00,97,26.0,0.0,22.0,3.3,302.0
Anzaldo,2026-05-11 13:00:00,100,26.0,0.0,21.0,2.8,352.0
Anzaldo,2026-05-11 13:00:00,103,26.0,0.0,17.0,2.2,41.0
Anzaldo,2026-05-11 13:00:00,106,26.0,0.0,13.0,2.4,23.0
Anzaldo,2026-05-11 13:00:00,109,26.0,0.0,11.0,2.6,2.0
Anzaldo,2026-05-12 12:00:00,14,,,7.0,,
Anzaldo,2026-05-12 12:00:00,17,,,7.0,,
Anzaldo,2026-05-12 12:00:00,23,,,14.0,,
Anzaldo,2026-05-12 12:00:00,26,,,21.0,,
Anzaldo,2026-05-12 12:00:00,29,,,21.0,,
Anzaldo,2026-05-12 12:00:00,38,,,8.0,,
Anzaldo,2026-05-12 12:00:00,41,,,8.0,,
Anzaldo,2026-05-12 12:00:00,50,,,20.0,,
Anzaldo,2026-05-12 12:00:00,53,,,20.0,,
Anzaldo,2026-05-12 12:00:00,74,,,21.0,,
Anzaldo,2026-05-12 12:00:00,86,36.0,,7.0,,
Anzaldo,2026-05-12 12:00:00,89,36.0,0.0,6.0,3.4,1.0
Anzaldo,2026-05-12 12:00:00,92,36.0,0.0,9.0,3.7,351.0
Anzaldo,2026-05-12 12:00:00,95,36.0,0.0,14.0,3.9,335.0
Anzaldo,2026-05-12 12:00:00,98,36.0,0.0,21.0,4.0,315.0
Anzaldo,2026-05-12 12:00:00,101,36.0,0.0,20.0,3.7,352.0
Anzaldo,2026-05-12 12:00:00,104,36.0,0.0,15.0,3.4,21.0
Anzaldo,2026-05-12 12:00:00,107,36.0,0.0,11.0,3.5,13.0
Anzaldo,2026-05-12 12:00:00,110,36.0,0.0,7.0,3.6,2.0
Apolo Chupiluzani,2026-05-11 09:00:00,2,56.0,0.0,18.0,1.0,131.0
Apolo Chupiluzani,2026-05-11 09:00:00,5,57.0,0.0,25.0,1.3,152.0
Apolo Chupiluzani,2026-05-11 09:00:00,8,56.0,0.0,25.0,1.1,174.0
Apolo Chupiluzani,2026-05-11 09:00:00,11,56.0,0.0,18.0,0.9,193.0
Apolo Chupiluzani,2026-05-11 09:00:00,14,56.0,0.0,15.0,0.6,194.0
Apolo Chupiluzani,2026-05-11 09:00:00,17,76.0,1.3,12.0,0.4,182.0
Apolo Chupiluzani,2026-05-11 09:00:00,20,75.0,1.0,12.0,0.6,348.0
Apolo Chupiluzani,2026-05-11 09:00:00,23,76.0,1.5,15.0,0.7,329.0
Apolo Chupiluzani,2026-05-11 09:00:00,26,77.0,1.0,19.0,0.9,4.0
Apolo Chupiluzani,2026-05-11 09:00:00,29,57.0,0.0,26.0,1.1,30.0
Apolo Chupiluzani,2026-05-11 09:00:00,32,56.0,0.0,26.0,1.0,15.0
Apolo Chupiluzani,2026-05-11 09:00:00,35,36.0,0.0,20.0,0.9,360.0
Apolo Chupiluzani,2026-05-11 09:00:00,38,35.0,0.0,17.0,1.0,348.0
Apolo Chupiluzani,2026-05-11 09:00:00,41,36.0,0.0,13.0,1.1,337.0
Apolo Chupiluzani,2026-05-11 09:00:00,44,36.0,0.0,13.0,0.9,309.0
Apolo Chupiluzani,2026-05-11 09:00:00,47,37.0,0.0,17.0,0.7,299.0
Apolo Chupiluzani,2026-05-11 09:00:00,50,36.0,0.0,20.0,1.5,326.0
Apolo Chupiluzani,2026-05-11 09:00:00,53,35.0,0.0,27.0,2.4,350.0
Apolo Chupiluzani,2026-05-11 09:00:00,56,36.0,0.0,27.0,1.8,17.0
Apolo Chupiluzani,2026-05-11 09:00:00,59,56.0,0.0,19.0,1.1,36.0
Apolo Chupiluzani,2026-05-11 09:00:00,62,56.0,0.0,16.0,1.0,16.0
Apolo Chupiluzani,2026-05-11 09:00:00,65,36.0,0.0,14.0,0.9,357.0
Apolo Chupiluzani,2026-05-11 09:00:00,68,36.0,0.0,14.0,1.5,332.0
Apolo Chupiluzani,2026-05-11 09:00:00,71,36.0,0.0,19.0,1.6,323.0
Apolo Chupiluzani,2026-05-11 09:00:00,74,36.0,0.0,22.0,1.9,350.0
Apolo Chupiluzani,2026-05-11 09:00:00,77,26.0,0.0,28.0,2.2,9.0
Apolo Chupiluzani,2026-05-11 09:00:00,80,26.0,0.0,28.0,1.6,27.0
Apolo Chupiluzani,2026-05-11 09:00:00,83,36.0,0.0,20.0,1.0,37.0
Apolo Chupiluzani,2026-05-11 09:00:00,86,36.0,0.0,16.0,0.9,358.0
Apolo Chupiluzani,2026-05-11 09:00:00,89,26.0,0.0,16.0,0.7,318.0
Apolo Chupiluzani,2026-05-11 13:00:00,13,56.0,0.0,11.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,16,56.0,0.0,11.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,19,56.0,0.0,14.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,22,55.0,0.0,,,
Apolo Chupiluzani,2026-05-11 13:00:00,25,,,22.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,28,57.0,,22.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,31,56.0,,18.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,34,57.0,,14.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,37,57.0,,11.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,40,,,11.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,49,,,23.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,52,,,23.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,61,,,12.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,64,,,12.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,73,,,25.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,76,,,25.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,85,76.0,2.4,12.0,,
Apolo Chupiluzani,2026-05-11 13:00:00,88,76.0,1.1,13.0,0.8,349.0
Apolo Chupiluzani,2026-05-11 13:00:00,91,76.0,1.8,16.0,0.9,349.0
Apolo Chupiluzani,2026-05-11 13:00:00,94,76.0,2.1,19.0,1.5,10.0
Apolo Chupiluzani,2026-05-11 13:00:00,97,76.0,1.9,25.0,2.0,23.0
Apolo Chupiluzani,2026-05-11 13:00:00,100,76.0,1.0,25.0,1.6,29.0
Apolo Chupiluzani,2026-05-11 13:00:00,103,56.0,0.0,20.0,1.1,25.0
Apolo Chupiluzani,2026-05-11 13:00:00,106,57.0,0.0,17.0,1.2,13.0
Apolo Chupiluzani,2026-05-11 13:00:00,109,56.0,0.0,15.0,1.3,355.0
Apolo Chupiluzani,2026-05-12 12:00:00,89,55.0,0.0,15.0,1.3,339.0
Apolo Chupiluzani,2026-05-12 12:00:00,92,56.0,0.0,16.0,1.1,329.0
Apolo Chupiluzani,2026-05-12 12:00:00,95,56.0,0.0,19.0,2.0,343.0
Apolo Chupiluzani,2026-05-12 12:00:00,98,56.0,0.0,22.0,2.8,353.0
Apolo Chupiluzani,2026-05-12 12:00:00,101,57.0,0.0,19.0,2.2,2.0
Apolo Chupiluzani,2026-05-12 12:00:00,104,55.0,0.0,16.0,1.5,8.0
