estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-03-23 07:00:00,1,56.0,0.0,15.0,2.9,348.0
Anzaldo,2026-03-23 07:00:00,4,56.0,0.0,18.0,2.4,45.0
Anzaldo,2026-03-23 07:00:00,7,85.0,2.0,23.0,1.9,93.0
Anzaldo,2026-03-23 07:00:00,10,85.0,1.4,23.0,1.8,68.0
Anzaldo,2026-03-23 07:00:00,13,90.0,1.4,18.0,1.7,42.0
Anzaldo,2026-03-23 07:00:00,16,90.0,2.0,16.0,1.3,62.0
Anzaldo,2026-03-23 07:00:00,19,55.0,0.0,10.0,0.8,81.0
Anzaldo,2026-03-23 07:00:00,22,56.0,0.0,10.0,1.0,94.0
Anzaldo,2026-03-23 07:00:00,25,56.0,0.0,15.0,1.1,61.0
Anzaldo,2026-03-23 07:00:00,28,56.0,0.0,16.0,1.9,101.0
Anzaldo,2026-03-23 07:00:00,31,56.0,0.0,23.0,2.6,134.0
Anzaldo,2026-03-23 07:00:00,34,56.0,0.0,23.0,1.9,104.0
Anzaldo,2026-03-23 07:00:00,37,56.0,0.0,19.0,1.2,71.0
Anzaldo,2026-03-23 07:00:00,40,56.0,0.0,18.0,1.3,48.0
Anzaldo,2026-03-23 07:00:00,43,36.0,0.0,10.0,1.3,18.0
Anzaldo,2026-03-23 07:00:00,46,36.0,0.0,10.0,1.2,18.0
Anzaldo,2026-03-23 07:00:00,49,35.0,0.0,14.0,1.0,22.0
Anzaldo,2026-03-23 07:00:00,52,35.0,0.0,17.0,1.5,45.0
Anzaldo,2026-03-23 07:00:00,55,56.0,0.0,23.0,2.1,68.0
Anzaldo,2026-03-23 07:00:00,58,56.0,0.0,23.0,2.0,58.0
Anzaldo,2026-03-23 07:00:00,61,56.0,0.0,14.0,1.9,48.0
Anzaldo,2026-03-23 07:00:00,64,56.0,0.0,12.0,1.6,58.0
Anzaldo,2026-03-23 07:00:00,67,56.0,0.0,10.0,1.3,61.0
Anzaldo,2026-03-23 07:00:00,70,56.0,0.0,10.0,0.9,66.0
Anzaldo,2026-03-23 07:00:00,73,56.0,0.0,12.0,1.0,13.0
Anzaldo,2026-03-23 07:00:00,76,56.0,0.0,14.0,2.0,55.0
Anzaldo,2026-03-23 07:00:00,79,84.0,1.1,22.0,2.9,90.0
Anzaldo,2026-03-23 07:00:00,82,84.0,1.1,22.0,2.8,90.0
Anzaldo,2026-03-23 07:00:00,85,89.0,2.2,12.0,2.7,90.0
Anzaldo,2026-03-23 07:00:00,88,89.0,2.3,11.0,2.0,81.0
Anzaldo,2026-03-23 07:00:00,91,57.0,0.0,10.0,1.3,69.0
Anzaldo,2026-03-23 13:00:00,13,89.0,2.1,9.0,,
Anzaldo,2026-03-23 13:00:00,16,89.0,2.2,9.0,,
Anzaldo,2026-03-23 13:00:00,19,89.0,2.5,,,
Anzaldo,2026-03-23 13:00:00,22,89.0,2.3,,,
Anzaldo,2026-03-23 13:00:00,25,89.0,2.3,19.0,,
Anzaldo,2026-03-23 13:00:00,28,89.0,1.8,19.0,,
Anzaldo,2026-03-23 13:00:00,31,,,17.0,,
Anzaldo,2026-03-23 13:00:00,34,,,13.0,,
Anzaldo,2026-03-23 13:00:00,49,,,20.0,,
Anzaldo,2026-03-23 13:00:00,52,,,20.0,,
Anzaldo,2026-03-23 13:00:00,55,,,15.0,,
Anzaldo,2026-03-23 13:00:00,61,,,9.0,,
Anzaldo,2026-03-23 13:00:00,64,,,9.0,,
Anzaldo,2026-03-23 13:00:00,73,,,19.0,,
Anzaldo,2026-03-23 13:00:00,76,,,19.0,,
Anzaldo,2026-03-23 13:00:00,79,,,14.0,,
Anzaldo,2026-03-23 13:00:00,82,,,12.0,,
Anzaldo,2026-03-23 13:00:00,85,89.0,2.1,,,
Anzaldo,2026-03-23 13:00:00,88,89.0,2.0,10.0,1.3,133.0
Anzaldo,2026-03-23 13:00:00,91,89.0,2.2,12.0,1.1,153.0
Anzaldo,2026-03-23 13:00:00,94,89.0,1.1,15.0,2.2,145.0
Anzaldo,2026-03-23 13:00:00,97,89.0,1.1,19.0,3.2,132.0
Anzaldo,2026-03-23 13:00:00,100,89.0,1.0,18.0,3.0,120.0
Anzaldo,2026-03-23 13:00:00,103,89.0,2.2,15.0,2.9,100.0
Anzaldo,2026-03-23 13:00:00,106,89.0,2.0,11.0,2.6,100.0
