estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-04-20 07:00:00,1,56.0,0.0,13.0,2.0,336.0
Anzaldo,2026-04-20 07:00:00,4,57.0,0.0,17.0,2.1,62.0
Anzaldo,2026-04-20 07:00:00,7,84.0,1.3,23.0,2.1,142.0
Anzaldo,2026-04-20 07:00:00,10,84.0,1.3,23.0,2.2,138.0
Anzaldo,2026-04-20 07:00:00,13,89.0,3.2,18.0,2.3,129.0
Anzaldo,2026-04-20 07:00:00,16,89.0,1.7,14.0,1.5,132.0
Anzaldo,2026-04-20 07:00:00,19,57.0,0.0,7.0,0.7,134.0
Anzaldo,2026-04-20 07:00:00,22,89.0,3.7,7.0,1.2,78.0
Anzaldo,2026-04-20 07:00:00,25,89.0,3.7,13.0,1.4,142.0
Anzaldo,2026-04-20 07:00:00,28,89.0,3.1,18.0,2.5,133.0
Anzaldo,2026-04-20 07:00:00,31,89.0,2.3,22.0,3.6,123.0
Anzaldo,2026-04-20 07:00:00,34,89.0,3.1,22.0,2.2,89.0
Anzaldo,2026-04-20 07:00:00,37,89.0,3.1,16.0,0.9,51.0
Anzaldo,2026-04-20 07:00:00,40,90.0,2.1,9.0,0.8,87.0
Anzaldo,2026-04-20 07:00:00,43,90.0,1.7,6.0,0.7,121.0
Anzaldo,2026-04-20 07:00:00,46,90.0,1.6,6.0,1.2,57.0
Anzaldo,2026-04-20 07:00:00,49,90.0,1.6,10.0,0.9,99.0
Anzaldo,2026-04-20 07:00:00,52,90.0,1.6,12.0,1.5,48.0
Anzaldo,2026-04-20 07:00:00,55,84.0,1.6,23.0,2.3,354.0
Anzaldo,2026-04-20 07:00:00,58,83.0,1.4,23.0,1.6,5.0
Anzaldo,2026-04-20 07:00:00,61,56.0,0.0,12.0,1.0,15.0
Anzaldo,2026-04-20 07:00:00,64,56.0,0.0,9.0,0.9,15.0
Anzaldo,2026-04-20 07:00:00,67,56.0,0.0,7.0,0.9,8.0
Anzaldo,2026-04-20 07:00:00,70,56.0,0.0,7.0,1.3,344.0
Anzaldo,2026-04-20 07:00:00,73,56.0,0.0,10.0,1.3,14.0
Anzaldo,2026-04-20 07:00:00,76,56.0,0.0,12.0,1.6,338.0
Anzaldo,2026-04-20 07:00:00,79,76.0,0.9,21.0,1.9,295.0
Anzaldo,2026-04-20 07:00:00,82,76.0,1.0,20.0,2.0,11.0
Anzaldo,2026-04-20 07:00:00,85,57.0,0.0,11.0,2.1,81.0
Anzaldo,2026-04-20 07:00:00,88,57.0,0.0,10.0,1.9,48.0
Anzaldo,2026-04-20 07:00:00,91,56.0,0.0,7.0,1.7,9.0
Anzaldo,2026-04-20 11:00:00,15,,,8.0,,
Anzaldo,2026-04-20 11:00:00,18,56.0,0.0,8.0,,
Anzaldo,2026-04-20 11:00:00,21,56.0,0.0,,,
Anzaldo,2026-04-20 11:00:00,24,56.0,0.0,,,
Anzaldo,2026-04-20 11:00:00,27,84.0,1.5,23.0,,
Anzaldo,2026-04-20 11:00:00,30,84.0,2.0,23.0,,
Anzaldo,2026-04-20 11:00:00,36,,,12.0,,
Anzaldo,2026-04-20 11:00:00,39,,,9.0,,
Anzaldo,2026-04-20 11:00:00,42,,,9.0,,
Anzaldo,2026-04-20 11:00:00,48,,,13.0,,
Anzaldo,2026-04-20 11:00:00,51,,,21.0,,
Anzaldo,2026-04-20 11:00:00,54,,,21.0,,
Anzaldo,2026-04-20 11:00:00,57,,,15.0,,
Anzaldo,2026-04-20 11:00:00,60,,,11.0,,
Anzaldo,2026-04-20 11:00:00,63,,,9.0,,
Anzaldo,2026-04-20 11:00:00,66,,,9.0,,
Anzaldo,2026-04-20 11:00:00,69,,,13.0,,
Anzaldo,2026-04-20 11:00:00,72,,,16.0,,
Anzaldo,2026-04-20 11:00:00,75,,,22.0,,
Anzaldo,2026-04-20 11:00:00,78,,,22.0,,
Anzaldo,2026-04-20 11:00:00,81,,,13.0,,
Anzaldo,2026-04-20 11:00:00,87,,,8.0,,
Anzaldo,2026-04-20 11:00:00,90,56.0,0.0,8.0,1.6,10.0
Anzaldo,2026-04-20 11:00:00,93,56.0,0.0,10.0,1.5,10.0
Anzaldo,2026-04-20 11:00:00,96,56.0,0.0,14.0,1.3,91.0
Anzaldo,2026-04-20 11:00:00,99,75.0,1.2,22.0,1.1,169.0
Anzaldo,2026-04-20 11:00:00,102,77.0,0.7,22.0,1.4,116.0
Anzaldo,2026-04-20 11:00:00,105,56.0,0.0,17.0,1.8,61.0
Anzaldo,2026-04-20 11:00:00,108,56.0,0.0,10.0,2.1,38.0
Anzaldo,2026-04-20 11:00:00,111,56.0,0.0,9.0,2.3,8.0
Anzaldo,2026-04-20 13:00:00,49,,,20.0,,
Anzaldo,2026-04-20 13:00:00,52,,,20.0,,
Anzaldo,2026-04-20 13:00:00,76,,,21.0,,
Anzaldo,2026-04-20 13:00:00,79,,,14.0,,
Anzaldo,2026-04-20 13:00:00,85,,,9.0,,
Anzaldo,2026-04-20 13:00:00,97,,,23.0,,
