estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-03-09 07:00:00,1,56.0,0.0,13.0,1.4,284.0
Anzaldo,2026-03-09 07:00:00,4,56.0,0.0,18.0,1.9,11.0
Anzaldo,2026-03-09 07:00:00,7,84.0,3.6,22.0,2.4,91.0
Anzaldo,2026-03-09 07:00:00,10,84.0,4.4,22.0,2.4,91.0
Anzaldo,2026-03-09 07:00:00,13,89.0,3.9,17.0,2.4,90.0
Anzaldo,2026-03-09 07:00:00,16,89.0,3.2,14.0,2.4,109.0
Anzaldo,2026-03-09 07:00:00,19,89.0,4.5,10.0,2.3,119.0
Anzaldo,2026-03-09 07:00:00,22,56.0,0.0,10.0,1.4,111.0
Anzaldo,2026-03-09 07:00:00,25,56.0,0.0,13.0,1.2,118.0
Anzaldo,2026-03-09 07:00:00,28,56.0,0.0,16.0,2.2,108.0
Anzaldo,2026-03-09 07:00:00,31,79.0,1.5,20.0,3.2,98.0
Anzaldo,2026-03-09 07:00:00,34,79.0,1.5,20.0,3.1,100.0
Anzaldo,2026-03-09 07:00:00,37,76.0,1.8,15.0,3.0,100.0
Anzaldo,2026-03-09 07:00:00,40,76.0,1.6,13.0,2.6,110.0
Anzaldo,2026-03-09 07:00:00,43,56.0,0.0,9.0,2.2,115.0
Anzaldo,2026-03-09 07:00:00,46,56.0,0.0,9.0,0.9,166.0
Anzaldo,2026-03-09 07:00:00,49,56.0,0.0,13.0,0.5,203.0
Anzaldo,2026-03-09 07:00:00,52,56.0,0.0,16.0,1.4,178.0
Anzaldo,2026-03-09 07:00:00,55,89.0,0.6,21.0,2.3,143.0
Anzaldo,2026-03-09 07:00:00,58,90.0,1.5,20.0,2.7,121.0
Anzaldo,2026-03-09 07:00:00,61,89.0,1.6,17.0,3.2,91.0
Anzaldo,2026-03-09 07:00:00,64,89.0,1.4,12.0,2.0,61.0
Anzaldo,2026-03-09 07:00:00,67,89.0,2.6,10.0,0.7,31.0
Anzaldo,2026-03-09 07:00:00,70,89.0,2.3,9.0,1.1,129.0
Anzaldo,2026-03-09 07:00:00,73,89.0,4.5,11.0,1.4,134.0
Anzaldo,2026-03-09 07:00:00,76,88.0,3.9,13.0,1.3,144.0
Anzaldo,2026-03-09 07:00:00,79,84.0,3.3,21.0,1.2,149.0
Anzaldo,2026-03-09 07:00:00,82,84.0,2.3,20.0,1.8,111.0
Anzaldo,2026-03-09 07:00:00,85,89.0,2.3,12.0,2.3,68.0
Anzaldo,2026-03-09 07:00:00,88,89.0,3.3,11.0,1.5,33.0
Anzaldo,2026-03-09 07:00:00,91,89.0,2.9,10.0,0.8,263.0
Anzaldo,2026-03-09 11:00:00,15,88.0,1.9,,,
Anzaldo,2026-03-09 11:00:00,18,89.0,1.3,,,
Anzaldo,2026-03-09 11:00:00,21,89.0,1.7,,,
Anzaldo,2026-03-09 11:00:00,24,89.0,1.7,,,
Anzaldo,2026-03-09 11:00:00,27,84.0,1.8,,,
Anzaldo,2026-03-09 11:00:00,30,84.0,1.7,,,
Anzaldo,2026-03-09 11:00:00,33,56.0,0.0,,,
Anzaldo,2026-03-09 11:00:00,36,56.0,0.0,,,
Anzaldo,2026-03-09 11:00:00,87,56.0,0.0,,,
Anzaldo,2026-03-09 11:00:00,90,56.0,0.0,10.0,2.3,158.0
Anzaldo,2026-03-09 11:00:00,93,56.0,0.0,10.0,2.3,118.0
Anzaldo,2026-03-09 11:00:00,96,56.0,0.0,12.0,1.8,98.0
Anzaldo,2026-03-09 11:00:00,99,84.0,1.3,14.0,1.3,69.0
Anzaldo,2026-03-09 11:00:00,102,84.0,1.5,12.0,2.1,94.0
Anzaldo,2026-03-09 11:00:00,105,57.0,0.0,10.0,2.8,114.0
Anzaldo,2026-03-09 11:00:00,108,57.0,0.0,9.0,2.0,108.0
Anzaldo,2026-03-09 11:00:00,111,55.0,0.0,8.0,1.1,94.0
Anzaldo,2026-03-09 13:00:00,13,,,11.0,,
Anzaldo,2026-03-09 13:00:00,16,,,11.0,,
Anzaldo,2026-03-09 13:00:00,37,,,10.0,,
Anzaldo,2026-03-09 13:00:00,40,,,10.0,,
Anzaldo,2026-03-09 13:00:00,52,,,21.0,,
Anzaldo,2026-03-09 13:00:00,64,,,10.0,,
Anzaldo,2026-03-09 13:00:00,67,,,12.0,,
Anzaldo,2026-03-09 13:00:00,70,,,15.0,,
Anzaldo,2026-03-09 13:00:00,73,,,20.0,,
Anzaldo,2026-03-09 13:00:00,85,,,9.0,,
Anzaldo,2026-03-09 13:00:00,88,,,9.0,,
Anzaldo,2026-03-09 13:00:00,91,,,11.0,,
Anzaldo,2026-03-09 13:00:00,97,,,19.0,,
