estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-05-25 09:00:00,2,56.0,0.0,14.0,3.0,316.0
Anzaldo,2026-05-25 09:00:00,5,76.0,0.7,22.0,3.3,278.0
Anzaldo,2026-05-25 09:00:00,8,76.0,1.5,22.0,2.3,323.0
Anzaldo,2026-05-25 09:00:00,11,56.0,0.0,17.0,1.2,358.0
Anzaldo,2026-05-25 09:00:00,14,56.0,0.0,11.0,1.0,358.0
Anzaldo,2026-05-25 09:00:00,17,36.0,0.0,5.0,0.8,358.0
Anzaldo,2026-05-25 09:00:00,20,37.0,0.0,5.0,1.0,360.0
Anzaldo,2026-05-25 09:00:00,23,37.0,0.0,10.0,1.3,350.0
Anzaldo,2026-05-25 09:00:00,26,35.0,0.0,16.0,1.5,316.0
Anzaldo,2026-05-25 09:00:00,29,76.0,1.9,22.0,1.7,184.0
Anzaldo,2026-05-25 09:00:00,32,76.0,1.4,22.0,1.7,138.0
Anzaldo,2026-05-25 09:00:00,35,76.0,1.4,15.0,1.6,90.0
Anzaldo,2026-05-25 09:00:00,38,76.0,1.9,11.0,1.4,51.0
Anzaldo,2026-05-25 09:00:00,41,55.0,0.0,5.0,1.0,4.0
Anzaldo,2026-05-25 09:00:00,44,56.0,0.0,5.0,1.3,21.0
Anzaldo,2026-05-25 09:00:00,47,56.0,0.0,11.0,1.2,14.0
Anzaldo,2026-05-25 09:00:00,50,55.0,0.0,15.0,1.8,315.0
Anzaldo,2026-05-25 09:00:00,53,36.0,0.0,21.0,2.3,247.0
Anzaldo,2026-05-25 09:00:00,56,36.0,0.0,21.0,2.0,300.0
Anzaldo,2026-05-25 09:00:00,59,36.0,0.0,16.0,1.6,343.0
Anzaldo,2026-05-25 09:00:00,62,36.0,0.0,9.0,1.2,21.0
Anzaldo,2026-05-25 09:00:00,65,36.0,0.0,6.0,0.8,59.0
Anzaldo,2026-05-25 09:00:00,68,37.0,0.0,6.0,1.3,353.0
Anzaldo,2026-05-25 09:00:00,71,36.0,0.0,10.0,1.6,352.0
Anzaldo,2026-05-25 09:00:00,74,36.0,0.0,13.0,2.1,309.0
Anzaldo,2026-05-25 09:00:00,77,76.0,1.3,21.0,2.6,259.0
Anzaldo,2026-05-25 09:00:00,80,76.0,2.3,21.0,2.0,324.0
Anzaldo,2026-05-25 09:00:00,83,36.0,0.0,10.0,1.3,26.0
