estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-03-16 07:00:00,1,37.0,0.0,13.0,2.2,354.0
Anzaldo,2026-03-16 07:00:00,4,36.0,0.0,16.0,1.8,337.0
Anzaldo,2026-03-16 07:00:00,7,56.0,0.0,22.0,1.5,317.0
Anzaldo,2026-03-16 07:00:00,10,56.0,0.0,22.0,2.4,298.0
Anzaldo,2026-03-16 07:00:00,13,36.0,0.0,17.0,3.2,271.0
Anzaldo,2026-03-16 07:00:00,16,36.0,0.0,14.0,3.0,314.0
Anzaldo,2026-03-16 07:00:00,19,56.0,0.0,9.0,2.9,353.0
Anzaldo,2026-03-16 07:00:00,22,36.0,0.0,9.0,2.3,352.0
Anzaldo,2026-03-16 07:00:00,25,37.0,0.0,14.0,2.4,338.0
Anzaldo,2026-03-16 07:00:00,28,36.0,0.0,17.0,2.4,263.0
Anzaldo,2026-03-16 07:00:00,31,84.0,1.7,24.0,2.4,179.0
Anzaldo,2026-03-16 07:00:00,34,84.0,1.9,24.0,2.7,134.0
Anzaldo,2026-03-16 07:00:00,37,90.0,2.1,18.0,3.0,81.0
Anzaldo,2026-03-16 07:00:00,40,89.0,2.3,14.0,2.8,101.0
Anzaldo,2026-03-16 07:00:00,43,90.0,1.7,10.0,2.6,120.0
Anzaldo,2026-03-16 07:00:00,46,36.0,0.0,9.0,0.8,320.0
Anzaldo,2026-03-16 07:00:00,49,36.0,0.0,13.0,0.3,214.0
Anzaldo,2026-03-16 07:00:00,52,36.0,0.0,16.0,2.6,171.0
Anzaldo,2026-03-16 07:00:00,55,84.0,2.9,23.0,4.9,128.0
Anzaldo,2026-03-16 07:00:00,58,85.0,1.7,23.0,3.9,116.0
Anzaldo,2026-03-16 07:00:00,61,56.0,0.0,18.0,2.9,96.0
Anzaldo,2026-03-16 07:00:00,64,56.0,0.0,15.0,2.1,48.0
Anzaldo,2026-03-16 07:00:00,67,36.0,0.0,11.0,1.3,350.0
Anzaldo,2026-03-16 07:00:00,70,36.0,0.0,10.0,1.2,48.0
