estacion,fecha,fecha_diff,precipitacion,temperatura,humedad_relativa,vientos,vi
Apolo Chupiluzani,2026-05-18 10:00:00,22,0.0,15,56,10,0.4
Apolo Chupiluzani,2026-05-18 10:00:00,25,0.0,18,56,71,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,28,0.0,20,56,126,1.4
Apolo Chupiluzani,2026-05-18 10:00:00,31,0.0,20,56,156,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,34,0.0,18,56,177,0.4
Apolo Chupiluzani,2026-05-18 10:00:00,37,0.0,15,56,155,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,40,0.0,12,56,123,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,43,0.0,12,56,88,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,46,0.0,14,57,96,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,49,0.0,17,56,114,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,52,0.0,19,56,126,1.3
Apolo Chupiluzani,2026-05-18 10:00:00,55,0.0,19,56,130,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,58,0.0,17,56,135,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,61,0.0,15,57,163,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,64,0.0,12,56,180,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,67,0.0,12,56,124,0.7
Apolo Chupiluzani,2026-05-18 10:00:00,70,0.0,13,56,143,0.7
Apolo Chupiluzani,2026-05-18 10:00:00,73,0.0,15,56,111,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,76,0.0,18,56,76,1.0
Apolo Chupiluzani,2026-05-18 10:00:00,79,0.0,18,56,108,0.7
Apolo Chupiluzani,2026-05-18 10:00:00,82,0.0,14,56,136,0.4
Apolo Chupiluzani,2026-05-18 10:00:00,85,0.0,13,56,108,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,88,0.0,12,56,83,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,1,1.4,17,83,71,1.3
Apolo Chupiluzani,2026-05-18 10:00:00,4,0.9,18,89,92,1.5
Apolo Chupiluzani,2026-05-18 10:00:00,7,2.8,18,89,140,1.1
Apolo Chupiluzani,2026-05-18 10:00:00,10,1.3,17,89,181,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,13,2.1,15,89,183,0.7
Apolo Chupiluzani,2026-05-18 10:00:00,16,0.0,13,56,184,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,19,0.0,13,56,21,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,22,0.0,15,56,10,0.4
Apolo Chupiluzani,2026-05-18 10:00:00,25,0.0,18,56,71,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,28,0.0,20,56,126,1.4
Apolo Chupiluzani,2026-05-18 10:00:00,31,0.0,20,56,156,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,34,0.0,18,56,177,0.4
Apolo Chupiluzani,2026-05-18 10:00:00,37,0.0,15,56,155,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,40,0.0,12,56,123,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,43,0.0,12,56,88,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,46,0.0,14,57,96,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,49,0.0,17,56,114,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,52,0.0,19,56,126,1.3
Apolo Chupiluzani,2026-05-18 10:00:00,55,0.0,19,56,130,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,58,0.0,17,56,135,0.5
Apolo Chupiluzani,2026-05-18 10:00:00,61,0.0,15,57,163,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,64,0.0,12,56,180,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,67,0.0,12,56,124,0.7
Apolo Chupiluzani,2026-05-18 10:00:00,70,0.0,13,56,143,0.7
Apolo Chupiluzani,2026-05-18 10:00:00,73,0.0,15,56,111,0.9
Apolo Chupiluzani,2026-05-18 10:00:00,76,0.0,18,56,76,1.0
Apolo Chupiluzani,2026-05-18 10:00:00,79,0.0,18,56,108,0.7
Apolo Chupiluzani,2026-05-18 10:00:00,82,0.0,14,56,136,0.4
Apolo Chupiluzani,2026-05-18 10:00:00,85,0.0,13,56,108,0.6
Apolo Chupiluzani,2026-05-18 10:00:00,88,0.0,12,56,83,0.9
Ascencion de Guarayos,2026-05-18 10:00:00,1,2.0,19,90,150,2.8
Ascencion de Guarayos,2026-05-18 10:00:00,4,0.0,21,56,145,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,7,0.0,21,56,155,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,10,0.0,20,56,160,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,13,0.0,18,56,170,2.0
Ascencion de Guarayos,2026-05-18 10:00:00,16,0.0,15,56,170,1.6
Ascencion de Guarayos,2026-05-18 10:00:00,19,0.0,15,55,160,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,22,0.0,19,56,150,2.1
Ascencion de Guarayos,2026-05-18 10:00:00,25,0.0,22,56,170,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,28,0.0,24,36,190,1.7
Ascencion de Guarayos,2026-05-18 10:00:00,31,0.0,24,35,180,2.0
Ascencion de Guarayos,2026-05-18 10:00:00,34,0.0,21,37,170,2.4
Ascencion de Guarayos,2026-05-18 10:00:00,37,0.0,20,36,170,2.4
Ascencion de Guarayos,2026-05-18 10:00:00,40,0.0,16,56,169,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,43,0.0,16,56,160,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,46,0.0,20,56,150,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,49,0.0,21,57,166,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,52,0.0,25,56,176,2.4
Ascencion de Guarayos,2026-05-18 10:00:00,55,0.0,25,56,166,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,58,0.0,21,56,150,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,61,0.0,18,56,160,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,64,0.0,17,56,160,1.5
Ascencion de Guarayos,2026-05-18 10:00:00,67,0.0,17,56,160,2.0
Ascencion de Guarayos,2026-05-18 10:00:00,70,0.0,20,56,159,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,73,0.0,23,56,160,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,76,0.0,24,55,160,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,79,0.0,24,56,170,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,82,0.0,20,56,170,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,85,0.0,18,56,170,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,88,0.0,17,55,170,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,1,2.0,19,90,150,2.8
Ascencion de Guarayos,2026-05-18 10:00:00,4,0.0,21,56,145,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,7,0.0,21,56,155,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,10,0.0,20,56,160,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,13,0.0,18,56,170,2.0
Ascencion de Guarayos,2026-05-18 10:00:00,16,0.0,15,56,170,1.6
Ascencion de Guarayos,2026-05-18 10:00:00,19,0.0,15,55,160,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,22,0.0,19,56,150,2.1
Ascencion de Guarayos,2026-05-18 10:00:00,25,0.0,22,56,170,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,28,0.0,24,36,190,1.7
Ascencion de Guarayos,2026-05-18 10:00:00,31,0.0,24,35,180,2.0
Ascencion de Guarayos,2026-05-18 10:00:00,34,0.0,21,37,170,2.4
Ascencion de Guarayos,2026-05-18 10:00:00,37,0.0,20,36,170,2.4
Ascencion de Guarayos,2026-05-18 10:00:00,40,0.0,16,56,169,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,43,0.0,16,56,160,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,46,0.0,20,56,150,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,49,0.0,21,57,166,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,52,0.0,25,56,176,2.4
Ascencion de Guarayos,2026-05-18 10:00:00,55,0.0,25,56,166,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,58,0.0,21,56,150,2.3
Ascencion de Guarayos,2026-05-18 10:00:00,61,0.0,18,56,160,1.9
Ascencion de Guarayos,2026-05-18 10:00:00,64,0.0,17,56,160,1.5
Ascencion de Guarayos,2026-05-18 10:00:00,67,0.0,17,56,160,2.0
Ascencion de Guarayos,2026-05-18 10:00:00,70,0.0,20,56,159,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,73,0.0,23,56,160,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,76,0.0,24,55,160,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,79,0.0,24,56,170,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,82,0.0,20,56,170,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,85,0.0,18,56,170,2.2
Ascencion de Guarayos,2026-05-18 10:00:00,88,0.0,17,55,170,2.2
Baures,2026-05-18 10:00:00,1,1.1,23,84,150,3.8
Baures,2026-05-18 10:00:00,4,2.4,24,90,150,3.3
Baures,2026-05-18 10:00:00,7,2.9,24,89,150,2.6
Baures,2026-05-18 10:00:00,10,0.0,23,56,146,2.0
Baures,2026-05-18 10:00:00,13,0.0,21,56,160,2.3
Baures,2026-05-18 10:00:00,16,0.0,17,56,170,2.7
Baures,2026-05-18 10:00:00,19,0.0,17,56,160,3.5
Baures,2026-05-18 10:00:00,22,0.0,21,55,150,3.8
Baures,2026-05-18 10:00:00,25,0.0,23,56,160,2.7
Baures,2026-05-18 10:00:00,28,0.0,26,56,161,1.7
Baures,2026-05-18 10:00:00,31,0.0,26,56,171,1.9
Baures,2026-05-18 10:00:00,34,0.0,23,56,180,2.1
Baures,2026-05-18 10:00:00,37,0.0,21,56,170,2.7
Baures,2026-05-18 10:00:00,40,0.0,18,36,160,3.4
Baures,2026-05-18 10:00:00,43,0.0,18,35,150,2.9
Baures,2026-05-18 10:00:00,46,0.0,20,36,140,3.6
Baures,2026-05-18 10:00:00,49,0.0,24,36,150,3.1
Baures,2026-05-18 10:00:00,52,0.0,27,55,150,2.6
Baures,2026-05-18 10:00:00,55,0.0,27,56,165,2.6
Baures,2026-05-18 10:00:00,58,0.0,23,56,175,2.7
Baures,2026-05-18 10:00:00,61,0.0,21,56,175,2.6
Baures,2026-05-18 10:00:00,64,0.0,19,56,170,2.4
Baures,2026-05-18 10:00:00,67,0.0,19,56,160,3.3
Baures,2026-05-18 10:00:00,70,0.0,20,56,150,3.4
Baures,2026-05-18 10:00:00,73,0.0,24,57,156,3.0
Baures,2026-05-18 10:00:00,76,0.0,28,56,156,2.6
Baures,2026-05-18 10:00:00,79,0.0,28,56,170,2.4
Baures,2026-05-18 10:00:00,82,0.0,21,36,174,2.2
Baures,2026-05-18 10:00:00,85,0.0,20,36,180,2.6
Baures,2026-05-18 10:00:00,88,0.0,18,36,180,2.9
Baures,2026-05-18 10:00:00,1,1.1,23,84,150,3.8
Baures,2026-05-18 10:00:00,4,2.4,24,90,150,3.3
Baures,2026-05-18 10:00:00,7,2.9,24,89,150,2.6
Baures,2026-05-18 10:00:00,10,0.0,23,56,146,2.0
Baures,2026-05-18 10:00:00,13,0.0,21,56,160,2.3
Baures,2026-05-18 10:00:00,16,0.0,17,56,170,2.7
Baures,2026-05-18 10:00:00,19,0.0,17,56,160,3.5
Baures,2026-05-18 10:00:00,22,0.0,21,55,150,3.8
Baures,2026-05-18 10:00:00,25,0.0,23,56,160,2.7
Baures,2026-05-18 10:00:00,28,0.0,26,56,161,1.7
Baures,2026-05-18 10:00:00,31,0.0,26,56,171,1.9
Baures,2026-05-18 10:00:00,34,0.0,23,56,180,2.1
Baures,2026-05-18 10:00:00,37,0.0,21,56,170,2.7
Baures,2026-05-18 10:00:00,40,0.0,18,36,160,3.4
Baures,2026-05-18 10:00:00,43,0.0,18,35,150,2.9
Baures,2026-05-18 10:00:00,46,0.0,20,36,140,3.6
Baures,2026-05-18 10:00:00,49,0.0,24,36,150,3.1
Baures,2026-05-18 10:00:00,52,0.0,27,55,150,2.6
Baures,2026-05-18 10:00:00,55,0.0,27,56,165,2.6
Baures,2026-05-18 10:00:00,58,0.0,23,56,175,2.7
Baures,2026-05-18 10:00:00,61,0.0,21,56,175,2.6
Baures,2026-05-18 10:00:00,64,0.0,19,56,170,2.4
Baures,2026-05-18 10:00:00,67,0.0,19,56,160,3.3
Baures,2026-05-18 10:00:00,70,0.0,20,56,150,3.4
Baures,2026-05-18 10:00:00,73,0.0,24,57,156,3.0
Baures,2026-05-18 10:00:00,76,0.0,28,56,156,2.6
Baures,2026-05-18 10:00:00,79,0.0,28,56,170,2.4
Baures,2026-05-18 10:00:00,82,0.0,21,36,174,2.2
Baures,2026-05-18 10:00:00,85,0.0,20,36,180,2.6
Baures,2026-05-18 10:00:00,88,0.0,18,36,180,2.9
Bolpebra - PD,2026-05-18 10:00:00,1,1.1,23,84,130,2.3
Bolpebra - PD,2026-05-18 10:00:00,4,2.7,25,90,120,2.7
Bolpebra - PD,2026-05-18 10:00:00,7,3.5,25,89,140,2.5
Bolpebra - PD,2026-05-18 10:00:00,10,0.0,22,57,150,2.4
Bolpebra - PD,2026-05-18 10:00:00,13,0.0,20,56,150,2.2
Bolpebra - PD,2026-05-18 10:00:00,16,0.0,19,56,150,1.9
Bolpebra - PD,2026-05-18 10:00:00,19,0.0,19,56,140,1.6
Bolpebra - PD,2026-05-18 10:00:00,22,0.0,19,56,130,1.9
Bolpebra - PD,2026-05-18 10:00:00,25,0.0,22,57,136,1.8
Bolpebra - PD,2026-05-18 10:00:00,28,0.0,26,36,136,1.6
Bolpebra - PD,2026-05-18 10:00:00,31,0.0,26,36,156,1.4
Bolpebra - PD,2026-05-18 10:00:00,34,0.0,22,36,170,1.1
Bolpebra - PD,2026-05-18 10:00:00,37,0.0,20,36,160,1.3
Bolpebra - PD,2026-05-18 10:00:00,40,0.0,17,56,142,1.4
Bolpebra - PD,2026-05-18 10:00:00,43,0.0,17,57,140,1.5
Bolpebra - PD,2026-05-18 10:00:00,46,0.0,20,57,140,1.9
Bolpebra - PD,2026-05-18 10:00:00,49,0.0,24,55,156,2.2
Bolpebra - PD,2026-05-18 10:00:00,52,0.0,27,56,166,2.5
Bolpebra - PD,2026-05-18 10:00:00,55,0.0,27,56,160,2.3
Bolpebra - PD,2026-05-18 10:00:00,58,0.0,22,36,144,2.0
Bolpebra - PD,2026-05-18 10:00:00,61,0.0,20,36,154,1.8
Bolpebra - PD,2026-05-18 10:00:00,64,0.0,18,57,160,1.5
Bolpebra - PD,2026-05-18 10:00:00,67,0.0,18,56,150,1.9
Bolpebra - PD,2026-05-18 10:00:00,70,0.0,19,56,150,2.0
Bolpebra - PD,2026-05-18 10:00:00,73,0.0,23,56,150,2.2
Bolpebra - PD,2026-05-18 10:00:00,76,0.0,26,56,140,2.3
Bolpebra - PD,2026-05-18 10:00:00,79,0.0,26,55,133,1.8
Bolpebra - PD,2026-05-18 10:00:00,82,0.0,20,36,123,1.3
Bolpebra - PD,2026-05-18 10:00:00,85,0.0,19,35,143,1.5
Bolpebra - PD,2026-05-18 10:00:00,88,0.0,18,36,160,1.6
Bolpebra - PD,2026-05-18 10:00:00,1,1.1,23,84,130,2.3
Bolpebra - PD,2026-05-18 10:00:00,4,2.7,25,90,120,2.7
Bolpebra - PD,2026-05-18 10:00:00,7,3.5,25,89,140,2.5
Bolpebra - PD,2026-05-18 10:00:00,10,0.0,22,57,150,2.4
Bolpebra - PD,2026-05-18 10:00:00,13,0.0,20,56,150,2.2
Bolpebra - PD,2026-05-18 10:00:00,16,0.0,19,56,150,1.9
Bolpebra - PD,2026-05-18 10:00:00,19,0.0,19,56,140,1.6
Bolpebra - PD,2026-05-18 10:00:00,22,0.0,19,56,130,1.9
Bolpebra - PD,2026-05-18 10:00:00,25,0.0,22,57,136,1.8
Bolpebra - PD,2026-05-18 10:00:00,28,0.0,26,36,136,1.6
Bolpebra - PD,2026-05-18 10:00:00,31,0.0,26,36,156,1.4
Bolpebra - PD,2026-05-18 10:00:00,34,0.0,22,36,170,1.1
Bolpebra - PD,2026-05-18 10:00:00,37,0.0,20,36,160,1.3
Bolpebra - PD,2026-05-18 10:00:00,40,0.0,17,56,142,1.4
Bolpebra - PD,2026-05-18 10:00:00,43,0.0,17,57,140,1.5
Bolpebra - PD,2026-05-18 10:00:00,46,0.0,20,57,140,1.9
Bolpebra - PD,2026-05-18 10:00:00,49,0.0,24,55,156,2.2
Bolpebra - PD,2026-05-18 10:00:00,52,0.0,27,56,166,2.5
Bolpebra - PD,2026-05-18 10:00:00,55,0.0,27,56,160,2.3
Bolpebra - PD,2026-05-18 10:00:00,58,0.0,22,36,144,2.0
Bolpebra - PD,2026-05-18 10:00:00,61,0.0,20,36,154,1.8
Bolpebra - PD,2026-05-18 10:00:00,64,0.0,18,57,160,1.5
Bolpebra - PD,2026-05-18 10:00:00,67,0.0,18,56,150,1.9
Bolpebra - PD,2026-05-18 10:00:00,70,0.0,19,56,150,2.0
Bolpebra - PD,2026-05-18 10:00:00,73,0.0,23,56,150,2.2
Bolpebra - PD,2026-05-18 10:00:00,76,0.0,26,56,140,2.3
Bolpebra - PD,2026-05-18 10:00:00,79,0.0,26,55,133,1.8
Bolpebra - PD,2026-05-18 10:00:00,82,0.0,20,36,123,1.3
Bolpebra - PD,2026-05-18 10:00:00,85,0.0,19,35,143,1.5
Bolpebra - PD,2026-05-18 10:00:00,88,0.0,18,36,160,1.6
Bulo Bulo,2026-05-18 10:00:00,1,3.6,19,90,36,0.7
Bulo Bulo,2026-05-18 10:00:00,4,3.6,20,90,356,0.6
Bulo Bulo,2026-05-18 10:00:00,7,3.6,20,90,62,0.4
Bulo Bulo,2026-05-18 10:00:00,10,0.0,19,57,118,0.3
Bulo Bulo,2026-05-18 10:00:00,13,0.0,18,57,128,0.3
Bulo Bulo,2026-05-18 10:00:00,16,0.0,16,56,130,0.3
Bulo Bulo,2026-05-18 10:00:00,19,0.0,16,57,120,0.5
Bulo Bulo,2026-05-18 10:00:00,22,0.0,18,57,130,0.4
Bulo Bulo,2026-05-18 10:00:00,25,0.0,20,57,132,0.4
Bulo Bulo,2026-05-18 10:00:00,28,0.0,23,36,134,0.5
Bulo Bulo,2026-05-18 10:00:00,31,0.0,23,35,130,0.9
Bulo Bulo,2026-05-18 10:00:00,34,0.0,21,55,116,1.3
Bulo Bulo,2026-05-18 10:00:00,37,0.0,19,55,108,0.9
Bulo Bulo,2026-05-18 10:00:00,40,0.0,17,57,92,0.4
Bulo Bulo,2026-05-18 10:00:00,43,0.0,17,57,130,0.6
Bulo Bulo,2026-05-18 10:00:00,46,0.0,18,56,122,0.4
Bulo Bulo,2026-05-18 10:00:00,49,0.0,19,56,102,0.5
Bulo Bulo,2026-05-18 10:00:00,52,0.0,21,56,74,0.6
Bulo Bulo,2026-05-18 10:00:00,55,0.0,21,56,92,0.7
Bulo Bulo,2026-05-18 10:00:00,58,0.0,19,56,100,0.8
Bulo Bulo,2026-05-18 10:00:00,61,0.0,17,56,148,0.6
Bulo Bulo,2026-05-18 10:00:00,64,0.0,17,57,194,0.3
Bulo Bulo,2026-05-18 10:00:00,67,0.0,16,56,84,0.3
Bulo Bulo,2026-05-18 10:00:00,70,0.0,16,56,24,0.3
Bulo Bulo,2026-05-18 10:00:00,73,0.0,18,56,46,0.3
Bulo Bulo,2026-05-18 10:00:00,76,0.0,20,57,59,0.4
Bulo Bulo,2026-05-18 10:00:00,79,0.0,18,56,112,0.6
Bulo Bulo,2026-05-18 10:00:00,82,0.0,16,56,156,0.7
Bulo Bulo,2026-05-18 10:00:00,85,0.0,15,56,148,0.6
Bulo Bulo,2026-05-18 10:00:00,88,0.0,13,56,138,0.6
Bulo Bulo,2026-05-18 10:00:00,1,3.6,19,90,36,0.7
Bulo Bulo,2026-05-18 10:00:00,4,3.6,20,90,356,0.6
Bulo Bulo,2026-05-18 10:00:00,7,3.6,20,90,62,0.4
Bulo Bulo,2026-05-18 10:00:00,10,0.0,19,57,118,0.3
Bulo Bulo,2026-05-18 10:00:00,13,0.0,18,57,128,0.3
Bulo Bulo,2026-05-18 10:00:00,16,0.0,16,56,130,0.3
Bulo Bulo,2026-05-18 10:00:00,19,0.0,16,57,120,0.5
Bulo Bulo,2026-05-18 10:00:00,22,0.0,18,57,130,0.4
Bulo Bulo,2026-05-18 10:00:00,25,0.0,20,57,132,0.4
Bulo Bulo,2026-05-18 10:00:00,28,0.0,23,36,134,0.5
Bulo Bulo,2026-05-18 10:00:00,31,0.0,23,35,130,0.9
Bulo Bulo,2026-05-18 10:00:00,34,0.0,21,55,116,1.3
Bulo Bulo,2026-05-18 10:00:00,37,0.0,19,55,108,0.9
Bulo Bulo,2026-05-18 10:00:00,40,0.0,17,57,92,0.4
Bulo Bulo,2026-05-18 10:00:00,43,0.0,17,57,130,0.6
Bulo Bulo,2026-05-18 10:00:00,46,0.0,18,56,122,0.4
Bulo Bulo,2026-05-18 10:00:00,49,0.0,19,56,102,0.5
Bulo Bulo,2026-05-18 10:00:00,52,0.0,21,56,74,0.6
Bulo Bulo,2026-05-18 10:00:00,55,0.0,21,56,92,0.7
Bulo Bulo,2026-05-18 10:00:00,58,0.0,19,56,100,0.8
Bulo Bulo,2026-05-18 10:00:00,61,0.0,17,56,148,0.6
Bulo Bulo,2026-05-18 10:00:00,64,0.0,17,57,194,0.3
Bulo Bulo,2026-05-18 10:00:00,67,0.0,16,56,84,0.3
Bulo Bulo,2026-05-18 10:00:00,70,0.0,16,56,24,0.3
Bulo Bulo,2026-05-18 10:00:00,73,0.0,18,56,46,0.3
Bulo Bulo,2026-05-18 10:00:00,76,0.0,20,57,59,0.4
Bulo Bulo,2026-05-18 10:00:00,79,0.0,18,56,112,0.6
Bulo Bulo,2026-05-18 10:00:00,82,0.0,16,56,156,0.7
Bulo Bulo,2026-05-18 10:00:00,85,0.0,15,56,148,0.6
Bulo Bulo,2026-05-18 10:00:00,88,0.0,13,56,138,0.6
Camargo,2026-05-18 10:00:00,1,0.0,12,57,137,2.6
Camargo,2026-05-18 10:00:00,4,0.0,20,56,196,3.7
Camargo,2026-05-18 10:00:00,7,0.0,20,56,186,4.1
Camargo,2026-05-18 10:00:00,10,0.0,14,56,174,4.4
Camargo,2026-05-18 10:00:00,13,0.0,6,56,91,3.1
Camargo,2026-05-18 10:00:00,16,0.0,0,56,33,1.7
Camargo,2026-05-18 10:00:00,19,0.0,0,56,4,2.0
