estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-09-21 12:00:00,2,36.0,0.0,25.0,4.9,312.0
Anzaldo,2026-09-21 12:00:00,5,36.0,0.0,25.0,4.0,333.0
Anzaldo,2026-09-21 12:00:00,8,26.0,0.0,19.0,3.0,353.0
Anzaldo,2026-09-21 12:00:00,11,25.0,0.0,11.0,2.7,358.0
Anzaldo,2026-09-21 12:00:00,14,37.0,0.0,6.0,2.5,358.0
Anzaldo,2026-09-21 12:00:00,17,37.0,0.0,6.0,2.8,352.0
Anzaldo,2026-09-21 12:00:00,20,36.0,0.0,13.0,2.2,347.0
Anzaldo,2026-09-21 12:00:00,23,36.0,0.0,17.0,3.9,347.0
Anzaldo,2026-09-21 12:00:00,26,36.0,0.0,25.0,5.5,344.0
Anzaldo,2026-09-21 12:00:00,29,36.0,0.0,25.0,4.2,5.0
Anzaldo,2026-09-21 12:00:00,32,36.0,0.0,18.0,2.9,18.0
Anzaldo,2026-09-21 12:00:00,35,36.0,0.0,11.0,3.1,10.0
Anzaldo,2026-09-21 12:00:00,38,36.0,0.0,4.0,3.4,352.0
Anzaldo,2026-09-21 12:00:00,41,26.0,0.0,4.0,3.1,338.0
Anzaldo,2026-09-21 12:00:00,44,26.0,0.0,13.0,3.7,331.0
Anzaldo,2026-09-21 12:00:00,47,26.0,0.0,18.0,3.0,313.0
Anzaldo,2026-09-21 12:00:00,50,26.0,0.0,26.0,2.3,293.0
Anzaldo,2026-09-21 12:00:00,53,26.0,0.0,26.0,2.3,19.0
Anzaldo,2026-09-21 12:00:00,56,26.0,0.0,21.0,2.4,99.0
Anzaldo,2026-09-21 12:00:00,59,26.0,0.0,14.0,1.6,42.0
Anzaldo,2026-09-21 12:00:00,62,27.0,0.0,7.0,0.7,337.0
Anzaldo,2026-09-21 12:00:00,65,26.0,0.0,7.0,1.4,350.0
Anzaldo,2026-09-21 12:00:00,68,26.0,0.0,14.0,1.6,354.0
