estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-04-27 08:00:00,3,36.0,0.0,18.0,2.2,338.0
Anzaldo,2026-04-27 08:00:00,6,36.0,0.0,22.0,2.8,299.0
Anzaldo,2026-04-27 08:00:00,9,35.0,0.0,22.0,2.5,340.0
Anzaldo,2026-04-27 08:00:00,12,57.0,0.0,17.0,2.1,12.0
Anzaldo,2026-04-27 08:00:00,15,57.0,0.0,12.0,2.2,12.0
Anzaldo,2026-04-27 08:00:00,18,56.0,0.0,7.0,2.2,3.0
Anzaldo,2026-04-27 08:00:00,21,56.0,0.0,7.0,2.8,351.0
Anzaldo,2026-04-27 08:00:00,24,56.0,0.0,11.0,3.1,341.0
Anzaldo,2026-04-27 08:00:00,27,56.0,0.0,16.0,3.2,330.0
Anzaldo,2026-04-27 08:00:00,30,76.0,2.0,22.0,3.2,310.0
Anzaldo,2026-04-27 08:00:00,33,76.0,1.6,23.0,2.8,348.0
Anzaldo,2026-04-27 08:00:00,36,56.0,0.0,18.0,2.3,18.0
Anzaldo,2026-04-27 08:00:00,39,56.0,0.0,13.0,2.8,360.0
Anzaldo,2026-04-27 08:00:00,42,36.0,0.0,7.0,3.2,342.0
Anzaldo,2026-04-27 08:00:00,45,37.0,0.0,7.0,2.5,342.0
Anzaldo,2026-04-27 08:00:00,48,36.0,0.0,11.0,2.9,335.0
Anzaldo,2026-04-27 08:00:00,51,36.0,0.0,15.0,2.9,320.0
Anzaldo,2026-04-27 08:00:00,54,36.0,0.0,23.0,2.9,298.0
Anzaldo,2026-04-27 08:00:00,57,37.0,0.0,23.0,2.4,21.0
Anzaldo,2026-04-27 08:00:00,60,55.0,0.0,18.0,1.9,94.0
Anzaldo,2026-04-27 08:00:00,63,56.0,0.0,13.0,1.7,93.0
Anzaldo,2026-04-27 08:00:00,66,56.0,0.0,8.0,1.6,83.0
Anzaldo,2026-04-27 08:00:00,69,55.0,0.0,8.0,1.6,348.0
Anzaldo,2026-04-27 08:00:00,72,56.0,0.0,13.0,1.8,354.0
Anzaldo,2026-04-27 08:00:00,75,56.0,0.0,17.0,2.9,354.0
