estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-08-31 13:00:00,1,26.0,0.0,26.0,6.2,339.0
Anzaldo,2026-08-31 13:00:00,4,26.0,0.0,26.0,4.7,360.0
Anzaldo,2026-08-31 13:00:00,7,36.0,0.0,21.0,3.2,18.0
Anzaldo,2026-08-31 13:00:00,10,36.0,0.0,14.0,2.7,18.0
Anzaldo,2026-08-31 13:00:00,13,36.0,0.0,4.0,2.2,18.0
Anzaldo,2026-08-31 13:00:00,16,35.0,0.0,4.0,2.6,352.0
Anzaldo,2026-08-31 13:00:00,19,36.0,0.0,12.0,3.0,342.0
Anzaldo,2026-08-31 13:00:00,22,36.0,0.0,18.0,3.6,332.0
Anzaldo,2026-08-31 13:00:00,25,36.0,0.0,22.0,4.2,318.0
Anzaldo,2026-08-31 13:00:00,28,36.0,0.0,22.0,3.1,355.0
Anzaldo,2026-08-31 13:00:00,31,36.0,0.0,18.0,1.9,24.0
Anzaldo,2026-08-31 13:00:00,34,36.0,0.0,11.0,1.6,8.0
Anzaldo,2026-08-31 13:00:00,37,35.0,0.0,4.0,1.4,341.0
Anzaldo,2026-08-31 13:00:00,40,36.0,0.0,4.0,1.8,326.0
Anzaldo,2026-08-31 13:00:00,43,36.0,0.0,12.0,2.4,325.0
Anzaldo,2026-08-31 13:00:00,46,36.0,0.0,16.0,3.1,329.0
Anzaldo,2026-08-31 13:00:00,49,26.0,0.0,24.0,3.7,324.0
Anzaldo,2026-08-31 13:00:00,52,26.0,0.0,24.0,2.6,274.0
Anzaldo,2026-08-31 13:00:00,55,26.0,0.0,17.0,1.4,222.0
Anzaldo,2026-08-31 13:00:00,58,26.0,0.0,10.0,1.6,289.0
Anzaldo,2026-08-31 13:00:00,61,26.0,0.0,5.0,1.7,350.0
Anzaldo,2026-08-31 13:00:00,64,26.0,0.0,5.0,2.9,351.0
Anzaldo,2026-08-31 13:00:00,67,26.0,0.0,13.0,3.3,348.0
Anzaldo,2026-08-31 13:00:00,70,26.0,0.0,17.0,4.4,344.0
Anzaldo,2026-08-31 13:00:00,73,36.0,0.0,26.0,5.4,334.0
Anzaldo,2026-08-31 13:00:00,76,36.0,0.0,26.0,4.5,350.0
Anzaldo,2026-08-31 13:00:00,79,26.0,0.0,14.0,3.5,3.0
Anzaldo,2026-08-31 13:00:00,82,27.0,0.0,7.0,2.9,1.0
Anzaldo,2026-08-31 13:00:00,85,56.0,0.0,6.0,2.3,358.0
Anzaldo,2026-08-31 13:00:00,88,56.0,0.0,6.0,2.8,352.0
Anzaldo,2026-08-31 13:00:00,91,56.0,0.0,12.0,2.9,352.0
Anzaldo,2026-08-31 13:00:00,94,56.0,0.0,15.0,4.6,358.0
Anzaldo,2026-08-31 13:00:00,97,56.0,0.0,26.0,6.4,358.0
Anzaldo,2026-08-31 13:00:00,100,56.0,0.0,26.0,4.7,1.0
Anzaldo,2026-08-31 13:00:00,103,35.0,0.0,12.0,3.1,356.0
Anzaldo,2026-08-31 13:00:00,106,36.0,0.0,6.0,3.2,356.0
Anzaldo,2026-08-31 13:00:00,109,36.0,0.0,6.0,3.4,352.0
Anzaldo,2026-09-01 11:00:00,90,36.0,0.0,11.0,3.2,356.0
Anzaldo,2026-09-01 11:00:00,93,36.0,0.0,11.0,3.6,342.0
Anzaldo,2026-09-01 11:00:00,96,36.0,0.0,14.0,5.0,349.0
Anzaldo,2026-09-01 11:00:00,99,35.0,0.0,17.0,6.5,354.0
Anzaldo,2026-09-01 11:00:00,102,35.0,0.0,14.0,4.2,344.0
Anzaldo,2026-09-01 11:00:00,105,36.0,0.0,12.0,1.9,326.0
Anzaldo,2026-09-01 11:00:00,108,36.0,0.0,11.0,1.8,337.0
Anzaldo,2026-09-01 11:00:00,111,36.0,0.0,10.0,1.7,340.0
Anzaldo,2026-09-01 15:00:00,11,,,7.0,,
Anzaldo,2026-09-01 15:00:00,14,,,7.0,,
Anzaldo,2026-09-01 15:00:00,23,,,26.0,,
Anzaldo,2026-09-01 15:00:00,26,,,26.0,,
Anzaldo,2026-09-01 15:00:00,29,,,19.0,,
Anzaldo,2026-09-01 15:00:00,32,,,14.0,,
Anzaldo,2026-09-01 15:00:00,35,,,8.0,,
Anzaldo,2026-09-01 15:00:00,38,,,8.0,,
Anzaldo,2026-09-01 15:00:00,44,,,19.0,,
Anzaldo,2026-09-01 15:00:00,47,,,25.0,,
Anzaldo,2026-09-01 15:00:00,50,,,25.0,,
Anzaldo,2026-09-01 15:00:00,53,,,19.0,,
Anzaldo,2026-09-01 15:00:00,56,,,14.0,,
Anzaldo,2026-09-01 15:00:00,59,,,9.0,,
Anzaldo,2026-09-01 15:00:00,62,,,9.0,,
Anzaldo,2026-09-01 15:00:00,65,,,14.0,,
Anzaldo,2026-09-01 15:00:00,68,,,19.0,,
Anzaldo,2026-09-01 15:00:00,77,,,19.0,,
Anzaldo,2026-09-01 15:00:00,80,,,14.0,,
Anzaldo,2026-09-01 15:00:00,83,,,8.0,,
Anzaldo,2026-09-01 15:00:00,86,,,8.0,,
Anzaldo,2026-09-01 15:00:00,89,,,14.0,,
Anzaldo,2026-09-01 15:00:00,92,,,19.0,,
Anzaldo,2026-09-01 15:00:00,95,,,25.0,,
Anzaldo,2026-09-01 15:00:00,98,,,25.0,,
Anzaldo,2026-09-01 15:00:00,101,,,21.0,,
Anzaldo,2026-09-01 15:00:00,104,,,18.0,,
Anzaldo,2026-09-01 15:00:00,107,,,14.0,,
Anzaldo,2026-09-02 10:00:00,34,36.0,,,,
Anzaldo,2026-09-02 10:00:00,37,36.0,,,,
Anzaldo,2026-09-02 10:00:00,40,36.0,,,,
Anzaldo,2026-09-02 10:00:00,91,36.0,0.0,10.0,2.0,12.0
Anzaldo,2026-09-02 10:00:00,94,36.0,0.0,10.0,2.0,2.0
Anzaldo,2026-09-02 10:00:00,97,36.0,0.0,13.0,2.9,7.0
Anzaldo,2026-09-02 10:00:00,100,76.0,1.3,16.0,3.8,7.0
Anzaldo,2026-09-02 10:00:00,103,76.0,1.3,13.0,2.8,67.0
Anzaldo,2026-09-02 10:00:00,106,56.0,0.0,11.0,1.8,184.0
