estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-06-08 10:00:00,4,36.0,0.0,21.0,2.9,299.0
Anzaldo,2026-06-08 10:00:00,7,36.0,0.0,21.0,2.2,12.0
Anzaldo,2026-06-08 10:00:00,10,56.0,0.0,15.0,1.4,82.0
Anzaldo,2026-06-08 10:00:00,13,56.0,0.0,9.0,1.2,32.0
Anzaldo,2026-06-08 10:00:00,16,36.0,0.0,2.0,1.1,342.0
Anzaldo,2026-06-08 10:00:00,19,37.0,0.0,2.0,1.9,353.0
Anzaldo,2026-06-08 10:00:00,22,36.0,0.0,8.0,2.2,343.0
Anzaldo,2026-06-08 10:00:00,25,37.0,0.0,13.0,3.3,318.0
Anzaldo,2026-06-08 10:00:00,28,36.0,0.0,19.0,4.5,288.0
Anzaldo,2026-06-08 10:00:00,31,37.0,0.0,19.0,3.7,269.0
Anzaldo,2026-06-08 10:00:00,34,35.0,0.0,11.0,3.0,247.0
Anzaldo,2026-06-08 10:00:00,37,37.0,0.0,5.0,3.0,274.0
Anzaldo,2026-06-08 10:00:00,40,36.0,0.0,1.0,3.0,294.0
Anzaldo,2026-06-08 10:00:00,43,36.0,0.0,1.0,4.8,312.0
Anzaldo,2026-06-08 10:00:00,46,36.0,0.0,8.0,4.8,312.0
Anzaldo,2026-06-08 10:00:00,49,37.0,0.0,12.0,7.0,292.0
Anzaldo,2026-06-08 10:00:00,52,26.0,0.0,20.0,9.1,270.0
Anzaldo,2026-06-08 10:00:00,55,26.0,0.0,20.0,5.6,292.0
Anzaldo,2026-06-08 10:00:00,58,36.0,0.0,13.0,2.2,311.0
Anzaldo,2026-06-08 10:00:00,61,36.0,0.0,8.0,2.6,300.0
Anzaldo,2026-06-08 10:00:00,64,26.0,0.0,1.0,3.0,289.0
Anzaldo,2026-06-08 10:00:00,67,26.0,0.0,1.0,3.2,346.0
Anzaldo,2026-06-08 10:00:00,70,26.0,0.0,7.0,2.8,341.0
Anzaldo,2026-06-08 10:00:00,73,26.0,0.0,11.0,2.7,321.0
Anzaldo,2026-06-08 10:00:00,76,26.0,0.0,21.0,2.7,293.0
Anzaldo,2026-06-08 10:00:00,79,26.0,0.0,21.0,2.6,359.0
Anzaldo,2026-06-08 10:00:00,82,26.0,0.0,8.0,2.5,56.0
Anzaldo,2026-06-08 10:00:00,85,26.0,0.0,2.0,1.9,31.0
Anzaldo,2026-06-08 10:00:00,88,36.0,0.0,2.0,1.2,1.0
Anzaldo,2026-06-08 10:00:00,91,37.0,0.0,6.0,2.0,348.0
Anzaldo,2026-06-08 10:00:00,94,36.0,0.0,7.0,2.6,336.0
Anzaldo,2026-06-08 10:00:00,97,37.0,0.0,12.0,2.9,322.0
Anzaldo,2026-06-08 10:00:00,100,25.0,0.0,16.0,3.2,307.0
Anzaldo,2026-06-08 10:00:00,103,26.0,0.0,13.0,2.4,339.0
Anzaldo,2026-06-08 10:00:00,106,37.0,0.0,11.0,1.5,3.0
Anzaldo,2026-06-08 10:00:00,109,37.0,0.0,10.0,2.3,1.0
Anzaldo,2026-06-08 10:00:00,112,37.0,0.0,9.0,3.0,351.0
Anzaldo,2026-06-08 14:00:00,12,,,3.0,,
Anzaldo,2026-06-08 14:00:00,15,,,3.0,,
Anzaldo,2026-06-08 14:00:00,24,,,22.0,,
Anzaldo,2026-06-08 14:00:00,27,,,22.0,,
Anzaldo,2026-06-08 14:00:00,36,,,3.0,,
Anzaldo,2026-06-08 14:00:00,39,,,3.0,,
Anzaldo,2026-06-08 14:00:00,48,,,23.0,,
Anzaldo,2026-06-08 14:00:00,51,,,23.0,,
Anzaldo,2026-06-08 14:00:00,60,,,3.0,,
Anzaldo,2026-06-08 14:00:00,63,,,3.0,,
Anzaldo,2026-06-08 14:00:00,72,,,23.0,,
Anzaldo,2026-06-08 14:00:00,75,,,23.0,,
Anzaldo,2026-06-08 14:00:00,78,,,14.0,,
Anzaldo,2026-06-08 14:00:00,81,,,9.0,,
Anzaldo,2026-06-08 14:00:00,84,,,3.0,,
Anzaldo,2026-06-08 14:00:00,87,,,3.0,,
Anzaldo,2026-06-08 14:00:00,90,,,9.0,,
Anzaldo,2026-06-08 14:00:00,93,,,16.0,,
