fecha,estacion,viento_direccion,viento_velocidad,temperatura,humedad_relativa,precipitacion
2012-08-01 00:00:00,Arbieto (GPRS),9.0,1.41,14.91,45.07,0.0
2012-08-01 00:00:00,Charagua SC (GPRS),14.0,0.1,21.18,57.62,0.0
2012-08-01 00:00:00,Chimeo-Villa Montes (GPRS),15.0,1.91,16.8,55.27,0.0
2012-08-01 00:00:00,Chimore (GPRS),9.0,0.02,18.77,99.92,0.0
2012-08-01 00:00:00,Colcha-K (GPRS),11.0,3.42,2.38,36.8,0.0
2012-08-01 00:00:00,Guarayos SC (GPRS),9.0,0.12,21.07,74.0,0.0
2012-08-01 00:00:00,Gutierrez (GPRS),4.0,0.12,12.12,72.5,0.0
2012-08-01 00:00:00,Kocani (GPRS),11.0,10.39,4.75,18.78,0.0
2012-08-01 00:00:00,Muyupampa (GPRS),14.0,1.66,14.32,75.97,0.0
2012-08-01 00:00:00,San Javier (GPRS),10.0,1.43,20.84,84.91,0.0
2012-08-01 00:00:00,UrubichÃ¡ (GPRS),6.0,53.96,19.08,98.6,0.0
2012-08-01 00:00:00,Villa Tunari (GPRS),10.0,0.17,19.44,100.0,0.0
2012-08-01 00:00:00,Yapacani (GPRS),8.0,0.02,18.42,95.54,0.0
2012-08-01 00:15:00,Arbieto (GPRS),11.0,2.95,14.94,44.86,0.0
2012-08-01 00:15:00,Charagua SC (GPRS),13.0,0.1,20.94,59.13,0.0
2012-08-01 00:15:00,Chimeo-Villa Montes (GPRS),15.0,1.98,17.75,49.43,0.0
2012-08-01 00:15:00,Chimore (GPRS),10.0,0.4,18.64,99.9,0.0
2012-08-01 00:15:00,Colcha-K (GPRS),12.0,3.85,1.54,39.17,0.0
2012-08-01 00:15:00,Guarayos SC (GPRS),10.0,0.12,20.29,77.89,0.0
2012-08-01 00:15:00,Gutierrez (GPRS),5.0,0.1,11.63,73.99,0.0
2012-08-01 00:15:00,Kocani (GPRS),11.0,10.49,4.17,20.05,0.0
2012-08-01 00:15:00,Muyupampa (GPRS),13.0,2.18,13.89,78.28,0.0
2012-08-01 00:15:00,San Javier (GPRS),10.0,1.43,20.14,88.34,0.0
2012-08-01 00:15:00,UrubichÃ¡ (GPRS),6.0,53.96,19.22,96.99,0.0
2012-08-01 00:15:00,Villa Tunari (GPRS),12.0,0.17,19.16,100.0,0.0
2012-08-01 00:15:00,Yapacani (GPRS),12.0,0.02,18.19,97.93,0.0
2012-08-01 00:30:00,Arbieto (GPRS),9.0,2.93,14.92,44.59,0.0
2012-08-01 00:30:00,Charagua SC (GPRS),16.0,0.1,20.2,61.16,0.0
2012-08-01 00:30:00,Chimeo-Villa Montes (GPRS),15.0,1.67,17.4,51.54,0.0
2012-08-01 00:30:00,Chimore (GPRS),11.0,0.68,18.5,99.92,0.0
2012-08-01 00:30:00,Colcha-K (GPRS),14.0,3.94,1.2,38.36,0.0
2012-08-01 00:30:00,Guarayos SC (GPRS),7.0,0.12,19.51,81.3,0.0
2012-08-01 00:30:00,Gutierrez (GPRS),5.0,0.1,11.27,75.32,0.0
2012-08-01 00:30:00,Kocani (GPRS),11.0,10.93,3.42,21.46,0.0
