fecha,estacion,viento_direccion,viento_velocidad,temperatura,humedad_relativa,precipitacion
2012-02-01 00:00:00,Chimeo-Villa Montes (GPRS),10.0,1.69,23.51,90.64,0.0
2012-02-01 00:00:00,Cochabamba,4.0,5.0,19.0,63.0,
2012-02-01 00:00:00,Cuevo (GPRS),8.0,1.73,25.11,67.14,0.0
2012-02-01 00:00:00,El Alto,4.0,7.0,8.0,87.0,
2012-02-01 00:00:00,Gutierrez (GPRS),3.0,0.25,26.38,62.66,0.0
2012-02-01 00:00:00,Muyupampa (GPRS),8.0,8.51,24.2,83.13,0.0
2012-02-01 00:00:00,San Javier (GPRS),15.0,3.3,28.25,83.34,0.0
2012-02-01 00:00:00,Viru Viru,16.0,8.0,25.0,99.0,
2012-02-01 00:15:00,Chimeo-Villa Montes (GPRS),8.0,3.57,23.52,90.69,0.0
2012-02-01 00:15:00,Cuevo (GPRS),7.0,3.23,25.03,67.09,0.0
2012-02-01 00:15:00,Gutierrez (GPRS),8.0,0.42,25.92,64.8,0.0
2012-02-01 00:15:00,Muyupampa (GPRS),8.0,7.53,23.93,83.86,0.0
2012-02-01 00:15:00,San Javier (GPRS),15.0,2.86,27.93,84.37,0.0
2012-02-01 00:22:00,El Alto,3.0,7.0,7.0,93.0,
2012-02-01 00:30:00,Chimeo-Villa Montes (GPRS),8.0,1.99,23.65,90.64,0.0
2012-02-01 00:30:00,Cuevo (GPRS),9.0,3.46,25.14,65.59,0.0
2012-02-01 00:30:00,Gutierrez (GPRS),6.0,0.41,25.57,66.37,0.0
2012-02-01 00:30:00,Muyupampa (GPRS),8.0,6.42,23.96,83.04,0.0
2012-02-01 00:30:00,San Javier (GPRS),16.0,2.38,27.47,83.07,0.0
2012-02-01 00:45:00,Chimeo-Villa Montes (GPRS),4.0,1.04,23.61,92.3,0.0
2012-02-01 00:45:00,Cuevo (GPRS),13.0,5.97,25.11,65.0,0.0
2012-02-01 00:45:00,Gutierrez (GPRS),10.0,0.27,25.38,66.3,0.0
2012-02-01 00:45:00,Muyupampa (GPRS),8.0,8.02,23.75,82.4,0.0
2012-02-01 00:45:00,San Javier (GPRS),16.0,2.66,27.08,81.54,0.0
2012-02-01 01:00:00,Chimeo-Villa Montes (GPRS),6.0,1.46,23.49,92.26,0.0
2012-02-01 01:00:00,Cochabamba,6.0,5.0,19.0,63.0,
2012-02-01 01:00:00,Cuevo (GPRS),8.0,3.51,24.96,65.9,0.0
2012-02-01 01:00:00,El Alto,4.0,8.0,7.0,93.0,
2012-02-01 01:00:00,Gutierrez (GPRS),9.0,0.33,25.02,67.87,0.0
2012-02-01 01:00:00,Muyupampa (GPRS),8.0,6.65,23.52,82.47,0.0
2012-02-01 01:00:00,San Javier (GPRS),16.0,2.6,26.64,83.94,0.0
2012-02-01 01:00:00,Viru Viru,15.0,10.0,25.0,99.0,
2012-02-01 01:15:00,Chimeo-Villa Montes (GPRS),7.0,1.62,23.57,93.26,0.2
2012-02-01 01:15:00,Cuevo (GPRS),8.0,3.07,24.98,67.04,0.0
2012-02-01 01:15:00,Gutierrez (GPRS),1.0,0.22,24.59,69.41,0.0
2012-02-01 01:15:00,Muyupampa (GPRS),8.0,4.59,23.22,81.67,0.0
2012-02-01 01:15:00,San Javier (GPRS),16.0,2.36,26.45,85.16,0.0
2012-02-01 01:30:00,Chimeo-Villa Montes (GPRS),4.0,1.23,23.65,93.14,0.0
2012-02-01 01:30:00,Cuevo (GPRS),8.0,3.57,24.79,69.86,0.0
2012-02-01 01:30:00,Gutierrez (GPRS),7.0,0.13,24.18,71.43,0.0
2012-02-01 01:30:00,Muyupampa (GPRS),7.0,3.49,22.89,82.27,0.0
2012-02-01 01:30:00,San Javier (GPRS),16.0,2.14,26.26,86.41,0.0
2012-02-01 01:45:00,Chimeo-Villa Montes (GPRS),4.0,1.09,23.65,93.75,0.2
2012-02-01 01:45:00,Cuevo (GPRS),9.0,2.78,24.7,71.41,0.0
2012-02-01 01:45:00,Gutierrez (GPRS),8.0,0.3,23.33,74.98,0.0
2012-02-01 01:45:00,Muyupampa (GPRS),8.0,3.53,22.67,83.92,0.0
2012-02-01 01:45:00,San Javier (GPRS),16.0,2.19,26.16,87.2,0.0
2012-02-01 02:00:00,Chimeo-Villa Montes (GPRS),9.0,0.82,23.63,94.17,0.0
2012-02-01 02:00:00,Cochabamba,6.0,4.0,17.0,67.0,
2012-02-01 02:00:00,Cuevo (GPRS),7.0,1.86,24.74,72.15,0.0
2012-02-01 02:00:00,El Alto,4.0,3.0,7.0,93.0,
2012-02-01 02:00:00,Gutierrez (GPRS),8.0,0.28,22.49,78.66,0.0
2012-02-01 02:00:00,Muyupampa (GPRS),7.0,3.53,22.32,86.14,0.0
2012-02-01 02:00:00,San Javier (GPRS),16.0,2.06,25.96,87.57,0.0
2012-02-01 02:00:00,Viru Viru,16.0,8.0,25.0,99.0,
2012-02-01 02:15:00,Chimeo-Villa Montes (GPRS),11.0,0.86,23.61,92.55,0.0
2012-02-01 02:15:00,Cuevo (GPRS),7.0,3.12,24.2,75.72,0.0
2012-02-01 02:15:00,Gutierrez (GPRS),9.0,0.48,22.45,79.63,0.0
2012-02-01 02:15:00,Muyupampa (GPRS),8.0,4.47,22.12,87.54,0.0
2012-02-01 02:15:00,San Javier (GPRS),15.0,2.74,25.81,86.84,0.0
2012-02-01 02:30:00,Chimeo-Villa Montes (GPRS),11.0,1.56,23.58,92.98,0.2
2012-02-01 02:30:00,Cuevo (GPRS),6.0,3.7,24.07,77.08,0.0
2012-02-01 02:30:00,Gutierrez (GPRS),9.0,0.45,22.29,80.11,0.0
2012-02-01 02:30:00,Muyupampa (GPRS),8.0,6.23,21.73,89.13,0.0
2012-02-01 02:30:00,San Javier (GPRS),16.0,2.12,25.67,87.03,0.0
2012-02-01 02:45:00,Chimeo-Villa Montes (GPRS),8.0,1.64,23.65,91.84,0.0
2012-02-01 02:45:00,Cuevo (GPRS),10.0,3.17,23.22,81.77,0.0
2012-02-01 02:45:00,Gutierrez (GPRS),10.0,0.37,21.99,81.53,0.0
2012-02-01 02:45:00,Muyupampa (GPRS),8.0,4.76,21.68,88.98,0.0
2012-02-01 02:45:00,San Javier (GPRS),16.0,1.89,25.53,87.95,0.0
2012-02-01 03:00:00,Chimeo-Villa Montes (GPRS),9.0,1.52,23.6,93.99,0.2
2012-02-01 03:00:00,Cochabamba,11.0,3.0,17.0,67.0,
2012-02-01 03:00:00,Cuevo (GPRS),4.0,1.92,21.27,92.29,6.0
2012-02-01 03:00:00,El Alto,17.0,2.0,6.0,93.0,
2012-02-01 03:00:00,Gutierrez (GPRS),8.0,0.33,21.42,83.23,0.0
2012-02-01 03:00:00,Muyupampa (GPRS),8.0,5.53,21.78,87.4,0.0
2012-02-01 03:00:00,San Javier (GPRS),16.0,2.21,25.29,89.78,0.0
2012-02-01 03:00:00,Viru Viru,16.0,9.0,25.0,93.0,
2012-02-01 03:15:00,Chimeo-Villa Montes (GPRS),11.0,1.82,23.68,95.02,0.4
2012-02-01 03:15:00,Cuevo (GPRS),11.0,1.82,19.71,96.29,17.6
2012-02-01 03:15:00,Gutierrez (GPRS),9.0,0.31,21.17,85.56,0.0
2012-02-01 03:15:00,Muyupampa (GPRS),8.0,5.71,21.84,87.83,0.0
2012-02-01 03:15:00,San Javier (GPRS),1.0,1.92,25.2,91.0,0.0
2012-02-01 03:30:00,Chimeo-Villa Montes (GPRS),12.0,2.1,23.56,95.0,0.4
2012-02-01 03:30:00,Cuevo (GPRS),6.0,1.98,19.68,97.15,11.6
2012-02-01 03:30:00,Gutierrez (GPRS),9.0,0.33,21.02,85.24,0.0
2012-02-01 03:30:00,Muyupampa (GPRS),7.0,5.59,21.81,89.11,0.0
2012-02-01 03:30:00,San Javier (GPRS),16.0,2.45,25.05,91.83,0.0
2012-02-01 03:45:00,Chimeo-Villa Montes (GPRS),11.0,0.66,23.38,95.11,1.6
2012-02-01 03:45:00,Cuevo (GPRS),8.0,1.32,20.08,97.22,1.8
2012-02-01 03:45:00,Gutierrez (GPRS),9.0,0.29,20.89,86.64,0.0
2012-02-01 03:45:00,Muyupampa (GPRS),8.0,5.37,21.6,91.65,0.0
2012-02-01 03:45:00,San Javier (GPRS),15.0,2.83,24.9,92.47,0.0
2012-02-01 04:00:00,Chimeo-Villa Montes (GPRS),11.0,0.7,23.27,95.49,1.4
2012-02-01 04:00:00,Cochabamba,0.0,0.0,17.0,67.0,
2012-02-01 04:00:00,Cuevo (GPRS),8.0,1.65,20.11,97.21,1.6
2012-02-01 04:00:00,El Alto,17.0,2.0,5.0,93.0,
2012-02-01 04:00:00,Gutierrez (GPRS),10.0,0.29,21.53,84.58,0.0
2012-02-01 04:00:00,Muyupampa (GPRS),8.0,4.35,21.32,94.05,0.0
2012-02-01 04:00:00,San Javier (GPRS),16.0,2.71,24.82,92.91,0.0
2012-02-01 04:00:00,Viru Viru,16.0,9.0,25.0,93.0,
2012-02-01 04:15:00,Chimeo-Villa Montes (GPRS),10.0,1.19,23.09,95.62,0.8
2012-02-01 04:15:00,Cuevo (GPRS),8.0,3.14,20.27,97.37,0.6
2012-02-01 04:15:00,Gutierrez (GPRS),8.0,0.26,22.08,82.47,0.0
2012-02-01 04:15:00,Muyupampa (GPRS),8.0,3.42,20.83,97.6,0.0
2012-02-01 04:15:00,San Javier (GPRS),16.0,2.6,24.72,93.22,0.0
2012-02-01 04:30:00,Chimeo-Villa Montes (GPRS),11.0,2.3,22.9,95.28,0.0
2012-02-01 04:30:00,Cuevo (GPRS),8.0,7.91,20.25,97.36,0.0
2012-02-01 04:30:00,Gutierrez (GPRS),8.0,0.23,22.56,79.84,0.0
2012-02-01 04:30:00,Muyupampa (GPRS),8.0,2.52,20.58,97.5,0.0
2012-02-01 04:30:00,San Javier (GPRS),16.0,3.03,24.6,93.66,0.0
2012-02-01 04:45:00,Chimeo-Villa Montes (GPRS),11.0,1.62,22.83,95.18,0.0
2012-02-01 04:45:00,Cuevo (GPRS),8.0,9.86,20.31,97.36,0.0
2012-02-01 04:45:00,Gutierrez (GPRS),9.0,0.29,22.57,80.09,0.0
2012-02-01 04:45:00,Muyupampa (GPRS),7.0,3.73,20.57,94.9,0.0
2012-02-01 04:45:00,San Javier (GPRS),16.0,1.96,24.55,93.58,0.0
2012-02-01 05:00:00,Azurduy (Satelital),0.0,0.0,,,
2012-02-01 05:00:00,Calacoto LP (Satelital),8.0,1.24,,,
2012-02-01 05:00:00,Camiri,0.0,0.0,22.0,93.0,
2012-02-01 05:00:00,Capinota (Satelital),13.0,0.38,,,
2012-02-01 05:00:00,Chimeo-Villa Montes (GPRS),12.0,1.4,22.9,95.1,0.0
2012-02-01 05:00:00,Cochabamba,8.0,3.0,16.0,72.0,
2012-02-01 05:00:00,Cuevo (GPRS),9.0,10.21,20.32,97.38,0.0
2012-02-01 05:00:00,El Alto,2.0,4.0,4.0,93.0,
2012-02-01 05:00:00,El Trompillo,15.0,12.0,25.0,93.0,
2012-02-01 05:00:00,Entre Rios (Satelital),6.0,0.92,,,
2012-02-01 05:00:00,Gutierrez (GPRS),9.0,0.24,22.76,79.32,0.0
2012-02-01 05:00:00,Irupana (Satelital),13.0,0.43,,,
2012-02-01 05:00:00,La Violeta (Satelital),2.0,0.76,,,
2012-02-01 05:00:00,Laguna Colorada (Satelital),0.0,0.65,,,
2012-02-01 05:00:00,Luribay (Satelital),14.0,4.53,,,
2012-02-01 05:00:00,Muyupampa (GPRS),7.0,5.28,20.52,95.29,0.0
2012-02-01 05:00:00,Oruro (Satelital),14.0,1.4,,,
2012-02-01 05:00:00,Padilla (Satelital),10.0,1.94,,,
2012-02-01 05:00:00,Posta Ãaurenda (Satelital),10.0,3.78,,,
2012-02-01 05:00:00,PotosÃ­ (Satelital),4.0,4.86,,,
2012-02-01 05:00:00,Riberalta,0.0,0.0,22.0,99.0,
2012-02-01 05:00:00,Salinas de Garci M.(Satelital),4.0,2.1,,,
2012-02-01 05:00:00,San Agustin (Satelital),0.0,0.0,,,
2012-02-01 05:00:00,San Javier (GPRS),16.0,2.62,24.52,93.44,0.0
2012-02-01 05:00:00,San Pablo de Lipez (Satelital),4.0,1.67,,,
2012-02-01 05:00:00,San Roque (Satelital),15.0,1.08,,,
2012-02-01 05:00:00,Sucre (Satelital),0.0,2.54,,,
2012-02-01 05:00:00,Trinidad,15.0,6.0,24.0,93.0,
2012-02-01 05:00:00,Ulla Ulla (Satelital),0.0,0.0,,,
2012-02-01 05:00:00,Villazon (Satelital),0.0,0.92,,,
2012-02-01 05:00:00,Viru Viru,15.0,8.0,25.0,93.0,
2012-02-01 05:15:00,Chimeo-Villa Montes (GPRS),12.0,1.97,22.44,94.36,1.0
2012-02-01 05:15:00,Cuevo (GPRS),9.0,6.29,20.43,97.39,0.0
2012-02-01 05:15:00,Gutierrez (GPRS),9.0,0.27,22.76,79.8,0.0
2012-02-01 05:15:00,Muyupampa (GPRS),7.0,5.33,20.45,96.24,0.0
2012-02-01 05:15:00,San Javier (GPRS),16.0,2.34,24.48,93.55,0.0
2012-02-01 05:30:00,Chimeo-Villa Montes (GPRS),12.0,1.2,21.25,94.77,6.6
2012-02-01 05:30:00,Cuevo (GPRS),9.0,9.47,20.42,97.4,0.0
2012-02-01 05:30:00,Gutierrez (GPRS),10.0,0.29,22.79,80.33,0.0
2012-02-01 05:30:00,Muyupampa (GPRS),7.0,4.29,20.45,96.67,0.0
2012-02-01 05:30:00,San Javier (GPRS),16.0,3.01,24.37,93.98,0.0
2012-02-01 05:45:00,Chimeo-Villa Montes (GPRS),12.0,0.69,20.44,95.86,12.8
2012-02-01 05:45:00,Cuevo (GPRS),8.0,7.94,20.36,97.27,0.2
2012-02-01 05:45:00,Gutierrez (GPRS),9.0,0.39,22.86,79.27,0.0
2012-02-01 05:45:00,Muyupampa (GPRS),8.0,4.61,20.46,96.35,0.0
2012-02-01 05:45:00,San Javier (GPRS),16.0,2.58,24.32,94.13,0.0
2012-02-01 06:00:00,Azurduy (Satelital),0.0,0.0,,,
2012-02-01 06:00:00,Calacoto LP (Satelital),9.0,1.46,,,
2012-02-01 06:00:00,Camiri,0.0,0.0,22.0,93.0,
2012-02-01 06:00:00,Capinota (Satelital),13.0,1.83,,,
2012-02-01 06:00:00,Chimeo-Villa Montes (GPRS),13.0,0.25,20.03,96.35,5.6
2012-02-01 06:00:00,Cobija,0.0,0.0,,,
2012-02-01 06:00:00,Cochabamba,0.0,0.0,15.0,76.0,
2012-02-01 06:00:00,Concepcion,15.0,3.0,,,
2012-02-01 06:00:00,Cuevo (GPRS),5.0,5.11,20.4,97.09,0.4
2012-02-01 06:00:00,El Alto,17.0,2.0,4.0,93.0,
2012-02-01 06:00:00,El Trompillo,15.0,15.0,25.0,93.0,
2012-02-01 06:00:00,Entre Rios (Satelital),7.0,1.78,,,
2012-02-01 06:00:00,Gutierrez (GPRS),11.0,0.3,23.18,78.21,0.0
2012-02-01 06:00:00,Irupana (Satelital),14.0,0.16,,,
2012-02-01 06:00:00,La Violeta (Satelital),1.0,1.35,,,
2012-02-01 06:00:00,Laguna Colorada (Satelital),0.0,0.32,,,
2012-02-01 06:00:00,Luribay (Satelital),10.0,1.03,,,
2012-02-01 06:00:00,Magdalena,14.0,6.0,23.0,99.0,
2012-02-01 06:00:00,Muyupampa (GPRS),8.0,4.29,20.4,98.14,0.0
2012-02-01 06:00:00,Oruro (Satelital),8.0,0.38,,,
2012-02-01 06:00:00,Padilla (Satelital),9.0,0.97,,,
2012-02-01 06:00:00,Posta Ãaurenda (Satelital),9.0,2.97,,,
2012-02-01 06:00:00,PotosÃ­ (Satelital),3.0,1.03,,,
2012-02-01 06:00:00,Puerto Suarez,0.0,0.0,,,
2012-02-01 06:00:00,Reyes,14.0,5.0,,,
2012-02-01 06:00:00,Riberalta,0.0,0.0,22.0,99.0,
2012-02-01 06:00:00,Robore,15.0,16.0,26.0,83.0,
2012-02-01 06:00:00,Rurrenabaque,0.0,0.0,,,
2012-02-01 06:00:00,Salinas de Garci M.(Satelital),8.0,0.49,,,
2012-02-01 06:00:00,San Borja,14.0,4.0,,,
2012-02-01 06:00:00,San Ignacio de Velasco,0.0,0.0,,,
2012-02-01 06:00:00,San Javier (GPRS),16.0,2.55,24.26,94.16,0.0
2012-02-01 06:00:00,San Joaquin,14.0,6.0,,,
2012-02-01 06:00:00,San Pablo de Lipez (Satelital),4.0,2.32,,,
2012-02-01 06:00:00,San Roque (Satelital),6.0,0.38,,,
2012-02-01 06:00:00,Santa Ana - Yacuma,14.0,10.0,23.0,99.0,
2012-02-01 06:00:00,Sucre,0.0,0.0,,,
2012-02-01 06:00:00,Sucre (Satelital),0.0,4.15,,,
2012-02-01 06:00:00,Tarija,0.0,0.0,15.0,99.0,
2012-02-01 06:00:00,Trinidad,14.0,6.0,24.0,95.0,
2012-02-01 06:00:00,Ulla Ulla (Satelital),0.0,0.0,,,
2012-02-01 06:00:00,Villamontes,0.0,0.0,,,
2012-02-01 06:00:00,Villazon (Satelital),0.0,0.16,,,
2012-02-01 06:00:00,Viru Viru,16.0,7.0,25.0,93.0,
2012-02-01 06:00:00,Yacuiba,0.0,0.0,,,
2012-02-01 06:15:00,Chimeo-Villa Montes (GPRS),14.0,0.3,20.2,96.65,3.6
