fecha,estacion,viento_direccion,viento_velocidad,temperatura,humedad_relativa,precipitacion,presion
2024-12-01 00:00:00,4 Esquinas (GPRS),93.0,93.0,8.18,93.0,0.0,93.0
2024-12-01 00:00:00,Aguadas (GPRS),91.2,91.2,8.34,91.2,0.0,91.2
2024-12-01 00:00:00,Aiquile (GPRS),77.4,77.4,18.23,77.4,0.0,77.4
2024-12-01 00:00:00,Alto PeÃ±as (GPRS),86.2,86.2,7.82,86.2,0.0,86.2
2024-12-01 00:00:00,Anzaldo_M (GPRS),88.92,88.92,13.82,88.92,0.0,88.92
2024-12-01 00:00:00,Apolo_M (GPRS),81.53,81.53,19.88,81.53,0.0,81.53
2024-12-01 00:00:00,Baures S.(GPRS),88.1,88.1,27.2,88.1,0.0,88.1
2024-12-01 00:00:00,Buena Vista S.(GPRS),90.0,90.0,25.9,90.0,0.0,90.0
2024-12-01 00:00:00,Bulo Bulo_M (GPRS),98.93,98.93,24.52,98.93,0.0,98.93
2024-12-01 00:00:00,Camargo_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Camargo_M (GPRS),57.96,57.96,20.01,57.96,0.0,57.96
2024-12-01 00:00:00,Caranavi_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Carura_M (GPRS),90.66,90.66,25.87,90.66,0.0,90.66
2024-12-01 00:00:00,Chua Cocani_M (GPRS),80.9,80.9,9.14,80.9,0.0,80.9
2024-12-01 00:00:00,Coroico_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Cotagaita (GPRS),63.56,63.56,17.38,63.56,0.0,63.56
2024-12-01 00:00:00,Covendo_M (GPRS),98.61,98.61,25.34,98.61,0.0,98.61
2024-12-01 00:00:00,Cuatro CaÃ±adas - CEA-2 (GPRS),78.12,78.12,28.35,78.12,0.0,78.12
2024-12-01 00:00:00,Cuatro CaÃ±adas - Colonia Chihuahua (GPRS),80.3,80.3,27.68,80.3,0.0,80.3
2024-12-01 00:00:00,Desaguadero_M,75.26,75.26,9.39,75.26,0.0,75.26
2024-12-01 00:00:00,El Puente_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Guanay_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Guayaramerin_M (GPRS),90.91,90.91,27.04,90.91,0.0,90.91
2024-12-01 00:00:00,Huacata_M (GPRS),89.3,89.3,13.95,89.3,0.0,89.3
2024-12-01 00:00:00,Huancane Corapata_M (GPRS),80.7,80.7,8.16,80.7,0.0,80.7
2024-12-01 00:00:00,Huarisuyo (GPRS),85.4,85.4,8.53,85.4,0.0,85.4
2024-12-01 00:00:00,Incapampa - Coroico_M (GPRS),99.83,99.83,18.17,99.83,0.0,99.83
2024-12-01 00:00:00,Isla Suriqui_M (GPRS),78.01,78.01,10.12,78.01,0.0,78.01
2024-12-01 00:00:00,Ivirgarzama-Senda VI (GPRS),-100.0,-100.0,-100.0,-100.0,0.0,-100.0
2024-12-01 00:00:00,Ixiamas S.(GPRS),96.2,96.2,24.0,96.2,0.0,96.2
2024-12-01 00:00:00,Ixiamas_M (GPRS),91.1,91.1,25.14,91.1,0.0,91.1
2024-12-01 00:00:00,JesÃºs de Machaca_M (GPRS),86.9,86.9,7.76,86.9,0.0,86.9
2024-12-01 00:00:00,La Asunta_H (GPRS),,,,,0.5,
2024-12-01 00:00:00,Linkupata_M (GPRS),93.7,93.7,8.06,93.7,0.0,93.7
2024-12-01 00:00:00,Mairana_M (GPRS),81.5,81.5,23.15,81.5,0.0,81.5
2024-12-01 00:00:00,Mecapaca_M (GPRS),100.0,100.0,12.96,100.0,0.4,100.0
2024-12-01 00:00:00,Mizque - SDC (GPRS),84.8,84.8,17.04,84.8,0.0,84.8
2024-12-01 00:00:00,Omereque - SDC (GPRS),55.24,55.24,25.82,55.24,0.0,55.24
2024-12-01 00:00:00,Pailon - Pozo del Tigre (GPRS),85.1,85.1,26.69,85.1,0.0,85.1
2024-12-01 00:00:00,Palos Blancos S.(GPRS),89.3,89.3,25.6,89.3,0.0,89.3
2024-12-01 00:00:00,Palos Blancos_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Palos Blancos_M (GPRS),99.08,99.08,25.48,99.08,0.0,99.08
2024-12-01 00:00:00,PampasAzurduy_EM (SAT),94.9,94.9,14.96,94.9,0.0,94.9
2024-12-01 00:00:00,Paniagua_M (GPRS),87.41,87.41,22.19,87.41,0.0,87.41
2024-12-01 00:00:00,Parotani - Sipe Sipe (GPRS),69.82,69.82,18.68,69.82,0.0,69.82
2024-12-01 00:00:00,Pocona - SDC (GPRS),71.4,71.4,17.2,71.4,0.0,71.4
2024-12-01 00:00:00,Pojo - SDC (GPRS),79.33,79.33,19.32,79.33,0.0,79.33
2024-12-01 00:00:00,Presa Misicuni (GPRS),93.2,93.2,9.19,93.2,0.0,93.2
2024-12-01 00:00:00,Presa aItavicua_EM (SAT),93.4,93.4,22.58,93.4,0.0,93.4
2024-12-01 00:00:00,Puente Cajon_H- SDC (GPRS),,,,,0.0,
2024-12-01 00:00:00,Puerto Rico S.(GPRS),100.0,100.0,24.8,100.0,0.0,100.0
2024-12-01 00:00:00,Putucuni Calientes (GPRS),96.7,96.7,5.77,96.7,0.0,96.7
2024-12-01 00:00:00,Riberalta_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Rurrenabaque_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Sacacani_M (GPRS),85.6,85.6,8.46,85.6,0.0,85.6
2024-12-01 00:00:00,Salo_M (GPRS),68.54,68.54,13.25,68.54,0.0,68.54
2024-12-01 00:00:00,San Buenaventura_M (GPRS),93.01,93.01,25.11,93.01,0.0,93.01
2024-12-01 00:00:00,San Ignacio S.(GPRS),99.5,99.5,25.6,99.5,0.0,99.5
2024-12-01 00:00:00,San Julian - Comunidad Los Angeles (GPRS),78.59,78.59,28.45,78.59,0.0,78.59
2024-12-01 00:00:00,San Julian - Nucleo 32 (GPRS),77.0,77.0,28.67,77.0,0.0,77.0
2024-12-01 00:00:00,San Pedro - RÃ­o Victoria (GPRS),79.6,79.6,27.81,79.6,0.0,79.6
2024-12-01 00:00:00,San Pedro - San Antonio (GPRS),84.7,84.7,26.97,84.7,0.0,84.7
2024-12-01 00:00:00,San Pedro de Buena Vista (GPRS),76.31,76.31,14.71,76.31,0.0,76.31
2024-12-01 00:00:00,San Pedro de Tiquina_M (GPRS),76.12,76.12,10.84,76.12,0.0,76.12
2024-12-01 00:00:00,San Roque - El Alto (GPRS),89.6,89.6,7.3,89.6,0.0,89.6
2024-12-01 00:00:00,Sauce Pilata - SDC (GPRS),80.8,80.8,15.0,80.8,0.0,80.8
2024-12-01 00:00:00,Sichez_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Sultaca_M (GPRS),88.38,88.38,10.73,88.38,0.0,88.38
2024-12-01 00:00:00,Sunjani (GPRS),93.2,93.2,7.56,93.2,0.0,93.2
2024-12-01 00:00:00,Templo (GPRS),95.0,95.0,5.3,95.0,0.0,95.0
2024-12-01 00:00:00,Temporal - SDC (GPRS),0.17,0.17,17.34,0.17,0.0,0.17
2024-12-01 00:00:00,Tiraque_M (GPRS),78.64,78.64,12.0,78.64,0.0,78.64
2024-12-01 00:00:00,Toma Ravelo_M (GPRS),82.5,82.5,12.48,82.5,0.0,82.5
2024-12-01 00:00:00,Totora Qhocha_M,90.5,90.5,9.18,90.5,0.0,90.5
2024-12-01 00:00:00,Totora i_M (GPRS),2.9,2.9,12.17,2.9,0.0,2.9
2024-12-01 00:00:00,Tupiza_1_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Tupiza_2_H (GPRS),,,,,0.0,
2024-12-01 00:00:00,Viacha_M (GPRS),90.5,90.5,7.66,90.5,0.0,90.5
2024-12-01 00:00:00,Vila Vila - SDC (GPRS),85.2,85.2,15.41,85.2,0.0,85.2
2024-12-01 00:00:00,Villa Rivero_M (GPRS),74.12,74.12,16.42,74.12,0.0,74.12
