fecha,estacion,viento_direccion,viento_velocidad,temperatura,humedad_relativa,precipitacion
2022-12-01 00:00:00,4 Esquinas (GPRS),,,3.11,83.1,0.1
2022-12-01 00:00:00,Aeropueto Copacabana_M (GPRS),16.0,3.22,6.75,27.24,0.0
2022-12-01 00:00:00,Aguadas (GPRS),,,3.57,79.47,0.0
2022-12-01 00:00:00,Aiquile (GPRS),16.0,1.47,13.64,73.35,0.0
2022-12-01 00:00:00,Aroma (GPRS),5.0,0.0,4.24,32.4,0.0
2022-12-01 00:00:00,Chua Cocani_M (GPRS),16.0,2.24,3.42,42.6,0.0
2022-12-01 00:00:00,Cochabamba,6.0,9.0,17.0,58.8,
2022-12-01 00:00:00,Cotagaita (GPRS),8.0,0.63,12.31,56.06,0.0
2022-12-01 00:00:00,Cuatro Ca̱adas - CEA-2 (GPRS),1.0,1.92,21.81,92.4,0.0
2022-12-01 00:00:00,Cuatro Ca̱adas - Colonia Chihuahua (GPRS),2.0,0.39,21.19,88.0,0.0
2022-12-01 00:00:00,Desaguadero_M,16.0,4.37,-2.45,42.8,0.0
2022-12-01 00:00:00,El Alto,11.0,6.0,7.0,20.7,
2022-12-01 00:00:00,El Tranque (GPRS),12.0,0.0,10.55,68.71,0.0
2022-12-01 00:00:00,Huacata_M (GPRS),9.0,7.86,7.16,99.6,0.0
2022-12-01 00:00:00,Huancane Corapata_M (GPRS),16.0,3.96,1.57,38.82,0.0
2022-12-01 00:00:00,Huarisuyo (GPRS),4.0,2.1,-2.75,68.38,0.0
2022-12-01 00:00:00,Isla Suriqui_M (GPRS),16.0,4.49,5.98,34.52,0.0
2022-12-01 00:00:00,Jes̼s de Machaca_M (GPRS),16.0,2.17,-3.44,31.01,0.0
2022-12-01 00:00:00,Linkupata_M (GPRS),5.0,1.67,2.59,99.9,0.2
2022-12-01 00:00:00,Mairana_M (GPRS),14.0,0.27,16.38,98.9,0.0
2022-12-01 00:00:00,Mizque - SDC (GPRS),10.0,1.61,11.35,89.7,0.0
2022-12-01 00:00:00,Pailon - Pozo del Tigre (GPRS),5.0,0.83,22.4,79.07,0.0
2022-12-01 00:00:00,PampasAzurduy_EM (SAT),4.0,2.24,10.16,97.2,0.0
2022-12-01 00:00:00,Parotani - Sipe Sipe (GPRS),13.0,3.84,15.86,57.13,0.0
2022-12-01 00:00:00,Pico de loro_H- SDC (GPRS),,,,,0.0
2022-12-01 00:00:00,Pocona - SDC (GPRS),16.0,0.71,8.0,96.8,0.0
2022-12-01 00:00:00,Pojo - SDC (GPRS),13.0,1.6,14.51,79.85,0.0
2022-12-01 00:00:00,Potolo_M (GPRS),12.0,1.24,0.0,0.0,0.0
2022-12-01 00:00:00,Presa Calderas_M (GPRS),11.0,1.3,11.77,89.9,0.0
