fecha,estacion,viento_direccion,viento_velocidad,temperatura,humedad_relativa,precipitacion,presion
2025-06-01 00:00:00,4 Esquinas (GPRS),,,-3.6,82.5,0.0,
2025-06-01 00:00:00,Aguadas (GPRS),,,-2.9,77.64,0.0,
2025-06-01 00:00:00,Aiquile (GPRS),16.0,1.5,12.5,78.41,0.0,960.0
2025-06-01 00:00:00,Alto Pe̱as (GPRS),14.0,1.97,1.86,50.94,0.0,629.6
2025-06-01 00:00:00,Anzaldo_M (GPRS),12.0,0.5,6.55,73.07,0.0,711.03
2025-06-01 00:00:00,Apolo_M (GPRS),15.0,16.31,15.3,99.23,0.0,855.34
2025-06-01 00:00:00,Bulo Bulo_M (GPRS),9.0,4.85,17.0,93.36,0.0,989.51
2025-06-01 00:00:00,Camargo_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Camargo_M (GPRS),,,4.14,58.35,0.0,
2025-06-01 00:00:00,Caranavi_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Carura_M - Guanay (GPRS),10.0,1.91,19.55,91.57,0.0,956.88
2025-06-01 00:00:00,Chacala I. (GPRS),,,-5.1,17.6,0.0,649.0
2025-06-01 00:00:00,Chua Cocani_M (GPRS),16.0,0.14,4.49,44.38,0.0,645.9
2025-06-01 00:00:00,Coroico_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Cota Cota Baja_M (GPRS),16.0,3.92,0.55,79.8,0.0,646.9
2025-06-01 00:00:00,Cotagaita_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Covendo_M (GPRS),2.0,1.48,19.06,97.6,0.0,957.88
2025-06-01 00:00:00,Cuatro Ca̱adas - CEA-2 (GPRS),7.0,4.14,17.28,81.0,0.0,992.0
2025-06-01 00:00:00,Desaguadero_M,16.0,2.17,3.77,41.99,0.0,648.4
2025-06-01 00:00:00,El Puente_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Guanay_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Huacata_M (GPRS),14.0,1.31,1.83,99.7,0.0,730.6
2025-06-01 00:00:00,Huancane Corapata_M (GPRS),16.0,3.08,-2.19,77.13,0.0,641.5
2025-06-01 00:00:00,Huarisuyo (GPRS),3.0,3.34,1.48,58.49,0.0,644.9
2025-06-01 00:00:00,Incapampa - Coroico_M (GPRS),2.0,6.94,13.85,99.8,0.0,818.07
2025-06-01 00:00:00,Isla Suriqui_M (GPRS),16.0,0.48,5.14,74.66,0.0,647.6
2025-06-01 00:00:00,Ixiamas S.(GPRS),10.0,2.65,19.8,90.2,0.0,986.1
2025-06-01 00:00:00,Jes̼s de Machaca_M (GPRS),16.0,3.23,-0.77,42.95,0.0,646.8
2025-06-01 00:00:00,La Asunta_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Laguna Colorada (GPRS),0.0,1.09,-8.3,19.73,0.0,622.7
2025-06-01 00:00:00,Linkupata_M (GPRS),1.0,6.47,6.15,31.84,0.0,631.6
2025-06-01 00:00:00,Mecapaca_M (GPRS),8.0,3.17,9.98,100.0,0.0,728.85
2025-06-01 00:00:00,Mizque - SDC (GPRS),2.0,1.1,13.04,71.07,0.0,802.0
2025-06-01 00:00:00,Omereque - SDC (GPRS),3.0,1.14,18.21,61.41,0.0,840.0
2025-06-01 00:00:00,Palos Blancos_H (GPRS),,,,,0.0,
2025-06-01 00:00:00,Palos Blancos_M (GPRS),12.0,1.79,19.84,99.98,0.0,968.19
2025-06-01 00:00:00,PampasAzurduy_EM (SAT),4.0,2.24,6.32,97.4,0.0,764.6
2025-06-01 00:00:00,Paniagua_M (GPRS),4.0,1.82,17.52,94.86,0.0,897.79
2025-06-01 00:00:00,Parotani - Sipe Sipe (GPRS),14.0,0.19,13.42,38.53,0.0,758.0
2025-06-01 00:00:00,Patacamaya I. (GPRS),,,2.1,43.4,0.0,651.2
