fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1982-01-01,Magdalena Aeropuerto,32.5,24.9,,,2.3
1982-01-01,Trinidad Aeropuerto,32.0,24.0,,,5.2
1982-01-01,Rurrenabaque Aeropuerto,25.0,23.0,,,6.0
1982-01-01,San Borja Aeropuerto,32.2,21.0,,,
1982-01-01,Alto Cajas,,,,,5.0
1982-01-01,Calderillas,,,,,18.5
1982-01-01,Ñucchu,,,,,18.5
1982-01-01,Padilla,24.0,14.0,86.0,58.0,
1982-01-01,Pojpo_H,,,,,6.7
1982-01-01,Poroma (CHQ),,,,,21.0
1982-01-01,Potolo,,,,,2.0
1982-01-01,Puente Sucre,,,,,16.1
1982-01-01,Punilla,,,,,3.1
1982-01-01,Redencion Pampa,23.5,8.5,96.0,91.0,
1982-01-01,San Lucas,24.0,9.0,,,
1982-01-01,Sopachuy,,,,,6.3
1982-01-01,Talula_Tako Tako,24.0,11.8,,,20.3
1982-01-01,Taperillas,,,,,1.1
1982-01-01,Tarabuco,13.5,9.0,100.0,95.0,
1982-01-01,Tarvita,29.4,15.0,,,
1982-01-01,Tomina,,,,,41.0
1982-01-01,Urriolagoytia,,,,,10.2
1982-01-01,Villa Serrano,23.5,13.0,,,4.6
1982-01-01,Viña Quemada,35.0,21.0,,,3.5
1982-01-01,Zudañez,,11.8,98.0,87.0,3.5
1982-01-01,Andamarca,,,,,2.2
1982-01-01,Caracollo Cadea,20.6,7.0,79.0,52.0,1.1
1982-01-01,Apolo SENAMHI,,15.9,,,73.5
1982-01-01,Achiri,,,,,9.9
1982-01-01,Copacabana,14.5,6.5,75.0,59.0,13.3
1982-01-01,Calacoto,16.8,4.9,80.0,61.0,10.5
1982-01-01,Coripata,26.5,16.1,96.0,60.0,10.0
1982-01-01,Collana,14.0,5.0,,,7.5
1982-01-01,Camata,,,,,95.0
1982-01-01,Caquiaviri,,,,,1.3
1982-01-01,Chulumani,30.0,16.5,,,12.0
1982-01-01,Chorocona,24.5,13.8,,,18.6
1982-01-01,Chuma,21.0,13.0,,,
1982-01-01,Huarina Cota Cota,16.8,4.9,88.0,64.0,2.4
1982-01-01,Hichucota,14.0,2.0,77.0,52.0,1.2
1982-01-01,Irupana,26.5,15.4,,,7.0
1982-01-01,Isla Del Sol,12.0,4.0,,,18.0
1982-01-01,Luribay,21.7,12.1,73.0,58.0,23.7
1982-01-01,Ovejuyo,,,,,8.9
1982-01-01,Puerto Acosta,16.5,6.0,,,3.1
