fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1954-01-01,Magdalena Aeropuerto,,,,,27.0
1954-01-01,Trinidad Aeropuerto,,,87.0,87.0,3.0
1954-01-01,Rurrenabaque Aeropuerto,,,,,6.0
1954-01-01,Charaña,,-1.0,16.0,16.0,1.6
1954-01-01,Redencion Pampa,22.0,17.0,,,
1954-01-01,Tarabuco,21.1,5.6,,,20.0
1954-01-01,Yotala,30.5,11.4,,,4.0
1954-01-01,Apolo SENAMHI,21.0,17.0,,,
1954-01-01,Copacabana,,-2.0,,,6.0
1954-01-01,San Calixto,,,,,0.5
1954-01-01,Sica Sica,,,,,0.4
1954-01-01,Comarapa,,,,,2.0
1954-01-01,Concepcion Aeropuerto SCZ,,,,,1.4
1954-01-01,Aiquile,,,,,3.0
1954-01-01,Totora_CBBA,21.5,12.9,,,3.0
1954-01-01,Patacamaya ,,,,,2.0
1954-01-01,Mairana,32.2,17.8,,,
1954-01-01,San Ignacio de Velasco Aerop,,,,,59.0
1954-01-01,Vallegrande Aeropuerto,,,62.0,62.0,
1954-01-01,Camargo,,,,,4.6
1954-01-01,Betanzos,,,,,12.0
1954-01-01,Sorata,26.0,12.0,,,2.0
1954-01-01,Morochata,18.0,10.0,,,8.0
1954-01-01,Tiquina,,,,,20.0
1954-01-01,Sucre SENAMHI,21.2,11.0,76.0,41.0,0.9
1954-01-01,Turuchipa,26.5,21.3,,,11.0
1954-01-01,San Jose de Pampa Grande,,,,,20.0
1954-01-01,Villamontes SENAMHI,40.5,19.0,,,
1954-01-01,Sacaba,29.0,17.0,,,
1954-01-01,Coro Coro,,,,,13.4
1954-01-01,Trompillo Aeropuerto,29.0,21.4,,,0.1
1954-01-01,Corani Represa,,,,,18.5
1954-01-01,Incachaca Chapare,,,,,10.0
1954-01-01,Puerto Camacho_SC,38.9,15.6,,,
1954-01-01,La Angostura,28.0,12.0,,,0.5
1954-01-01,Muyupampa,,,,,3.0
1954-01-01,Ayo Ayo,,,,,3.0
1954-01-01,Sucre Aeropuerto,,,,,1.0
1954-01-01,Apolo Aeropuerto,,,,,8.0
1954-01-01,Laykacota,,,,,8.5
1954-01-01,Chuquiña,,,,,5.0
1954-01-01,Oruro Aeropuerto,,4.0,,,14.2
1954-01-01,Potosi Los Pinos,20.0,6.0,100.0,82.0,9.0
1954-01-01,Mojo,29.0,7.0,,,6.0
1954-01-01,Yocalla,,,,,18.5
1954-01-01,Riberalta Aeropuerto,,,78.0,78.0,11.2
1954-01-01,El Alto Aeropuerto,,2.1,85.0,85.0,6.9
1954-01-01,Cochabamba Aeropuerto,21.0,12.2,,,11.8
1954-01-01,Cobija Aeropuerto,32.6,,78.0,78.0,
1954-01-01,Pazña,,,,,6.0
1954-01-01,Salinas G. De Mendoza,22.2,3.3,,,
1954-01-01,Pocoata,,,,,2.5
1954-01-01,Tupiza,,,89.0,39.0,2.8
1954-01-01,Villazon,,,,,2.0
1954-01-01,Guayaramerin Aeropuerto,,,64.0,64.0,
1954-01-02,Trinidad Aeropuerto,,,93.0,93.0,9.0
1954-01-02,Rurrenabaque Aeropuerto,,,,,10.0
1954-01-02,Charaña,,-5.5,8.0,8.0,
1954-01-02,Redencion Pampa,23.0,15.0,,,
1954-01-02,Tarabuco,16.7,4.4,,,17.0
1954-01-02,Yotala,25.5,11.0,,,3.5
1954-01-02,Apolo SENAMHI,22.8,17.0,,,54.3
1954-01-02,Copacabana,,-3.0,,,0.5
