fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1971-01-01,Trinidad Aeropuerto,32.0,22.2,75.0,75.0,4.0
1971-01-01,San Borja Aeropuerto,34.0,23.0,,,
1971-01-01,Charaña,19.8,1.3,,,
1971-01-01,Padilla,24.6,13.2,,,60.8
1971-01-01,Tarabuco,20.5,7.0,,,10.0
1971-01-01,Villa Serrano,25.0,12.0,,,56.0
1971-01-01,Yotala,24.0,16.5,,,
1971-01-01,Apolo SENAMHI,27.8,18.0,,,
1971-01-01,Irupana,26.4,14.5,,,
1971-01-01,San Calixto,,,,,7.1
1971-01-01,Calamarca,19.1,6.0,,,16.0
1971-01-01,Sica Sica,19.0,2.0,,,
1971-01-01,Tarija Aeropuerto,,14.0,,,7.0
1971-01-01,Yacuiba Aeropuerto,25.0,19.0,,,61.0
1971-01-01,Aguirre,,,,,0.5
1971-01-01,Aiquile,29.0,17.0,,,
1971-01-01,Anzaldo,30.5,11.0,,,
1971-01-01,Arani,26.5,11.4,,,
1971-01-01,Capinota,35.0,15.0,,,
1971-01-01,Chipiriri,,,,,80.0
1971-01-01,San Benito,26.5,12.0,64.0,64.0,
1971-01-01,Tiraque,17.2,11.5,,,
1971-01-01,Totora_CBBA,26.0,10.0,,,
1971-01-01,El Puente,36.3,17.0,,,
1971-01-01,Patacamaya ,19.0,3.0,100.0,90.0,
1971-01-01,Mairana,30.0,21.0,,,13.0
1971-01-01,Moro Moro,,,,,3.8
1971-01-01,El Belen,15.0,4.5,,,5.2
1971-01-01,Sorata,27.7,10.5,,,
1971-01-01,Viacha,18.0,4.0,,,
1971-01-01,Mapiri,,,,,8.5
1971-01-01,Mizque,31.0,11.0,,,
1971-01-01,Jatun Mayo (Lacayas),,,,,5.2
1971-01-01,Incachaca_Ayopaya,,,,,21.3
1971-01-01,Morochata,23.0,8.0,,,5.3
1971-01-01,Vinto,28.0,11.0,,,
1971-01-01,Sucre SENAMHI,25.5,13.5,83.0,51.0,2.0
1971-01-01,Puente Villa (Chacala) H,,,,,9.5
1971-01-01,Ravelo,20.8,6.8,,,
1971-01-01,Turuchipa,25.0,11.0,,,
1971-01-01,San Jose de Pampa Grande,23.0,11.7,,,5.0
1971-01-01,Condoriri - UTO,,,,,1.0
1971-01-01,Sacaba,28.0,10.0,,,
1971-01-01,El Tejar (Tarija),19.8,15.1,,,
1971-01-01,Entre Rios (TJA),29.6,21.4,,,
1971-01-01,Comanche,19.0,5.0,,,2.3
1971-01-01,Desaguadero,16.8,7.0,,,2.5
1971-01-01,Trompillo Aeropuerto,30.0,22.9,,,
1971-01-01,Candelaria,10.0,0.0,,,
1971-01-01,Cuatro Esquinas Misicuni,,,,,1.0
1971-01-01,Mayca Mayu,,,,,12.0
1971-01-01,Cliza,28.2,13.0,,,
