fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1965-01-01,Trinidad Aeropuerto,,,83.0,83.0,
1965-01-01,Charaña,17.8,-3.2,28.0,28.0,
1965-01-01,Padilla,28.1,16.2,,,
1965-01-01,Yotala,28.0,16.0,,,
1965-01-01,Apolo SENAMHI,25.2,15.0,,,
1965-01-01,Copacabana,15.0,4.0,,,
1965-01-01,Chulumani,24.0,16.0,,,3.0
1965-01-01,Irupana,24.0,10.0,,,
1965-01-01,Sapecho,29.0,20.0,,,64.0
1965-01-01,San Calixto,,,,,12.0
1965-01-01,Calamarca,17.0,5.5,,,
1965-01-01,Sica Sica,15.0,4.5,,,
1965-01-01,Aiquile,25.5,16.0,,,
1965-01-01,Arani,17.0,9.0,,,
1965-01-01,Capinota,25.0,14.0,,,
1965-01-01,Tarata,28.0,9.5,,,20.0
1965-01-01,Tiraque,22.0,7.0,,,1.5
1965-01-01,Totora_CBBA,25.0,6.5,,,9.4
1965-01-01,El Puente,27.0,20.2,,,
1965-01-01,Patacamaya ,24.0,6.0,,,
1965-01-01,Mairana,30.0,14.0,,,
1965-01-01,Escoma ,17.0,6.0,,,
1965-01-01,El Belen,15.0,0.0,,,14.5
1965-01-01,Viacha,,3.0,,,2.6
1965-01-01,Mizque,27.0,12.0,,,
1965-01-01,Morochata,22.0,7.0,,,3.0
1965-01-01,Alcoche,29.8,20.3,,,13.5
1965-01-01,Sucre SENAMHI,23.0,11.5,70.0,35.0,
1965-01-01,Turuchipa,27.0,21.0,,,
1965-01-01,San Jose de Pampa Grande,20.0,,,,
1965-01-01,Angostura_sc,30.0,22.0,,,
1965-01-01,Chorety,,,,,30.5
1965-01-01,Sacaba,24.0,12.0,,,
1965-01-01,Entre Rios (TJA),27.0,20.0,,,
1965-01-01,Guaqui,16.0,5.0,,,
1965-01-01,Albosa,31.0,21.0,,,
1965-01-01,Cliza,21.0,12.0,,,
1965-01-01,Corani Represa,,,,,3.7
1965-01-01,Pocona,21.0,,,,
1965-01-01,Laykacota,12.5,6.0,,,7.0
1965-01-01,Todo Santos_cocha,,,,,11.0
1965-01-01,Chinoli,19.0,8.0,,,2.5
1965-01-01,Potosi Los Pinos,17.0,4.0,72.0,51.0,
1965-01-01,Mojo,23.0,8.0,,,12.0
1965-01-01,Santa Ana del Yacuma Aerop,,,,,35.0
1965-01-01,El Alto Aeropuerto,10.4,1.4,78.0,78.0,14.0
1965-01-01,Cochabamba Aeropuerto,0.0,0.0,,,
1965-01-01,Salinas G. De Mendoza,24.5,4.6,,,
1965-01-01,Coroico,22.0,15.0,,,
1965-01-01,General Saavedra,26.2,21.0,100.0,100.0,
1965-01-01,Tupiza,24.3,18.7,60.0,55.0,
1965-01-01,Guayaramerin Aeropuerto,,0.0,0.0,0.0,
1965-01-02,Magdalena Aeropuerto,33.0,22.0,,,2.0
1965-01-02,Trinidad Aeropuerto,29.0,19.0,83.0,83.0,31.0
1965-01-02,Rurrenabaque Aeropuerto,31.7,19.8,,,
1965-01-02,San Borja Aeropuerto,31.0,21.0,,,
1965-01-02,Charaña,17.1,-2.8,38.0,38.0,
1965-01-02,Padilla,27.1,15.3,,,
1965-01-02,Villa Serrano,,,,,2.5
1965-01-02,Yotala,22.0,15.0,,,
1965-01-02,Apolo SENAMHI,26.2,17.0,,,3.2
1965-01-02,Copacabana,15.0,5.0,,,
1965-01-02,Chulumani,24.0,15.0,,,5.0
1965-01-02,Irupana,23.0,10.0,,,20.0
1965-01-02,Sapecho,23.0,20.0,,,32.0
1965-01-02,Calamarca,17.0,5.0,,,
1965-01-02,Sica Sica,15.0,4.0,,,0.2
1965-01-02,Ascensión de Guarayos Aerop,,,,,5.1
1965-01-02,Concepcion Aeropuerto SCZ,28.5,19.0,,,15.2
1965-01-02,Tarija Aeropuerto,29.6,13.2,,,
1965-01-02,Yacuiba Aeropuerto,32.5,18.0,,,
1965-01-02,Aiquile,27.0,15.0,,,
1965-01-02,Anzaldo,,,,,2.5
1965-01-02,Arani,16.0,9.0,,,2.0
1965-01-02,Capinota,22.0,13.0,,,
1965-01-02,Tarata,20.0,6.0,,,18.0
1965-01-02,Tiraque,18.0,6.0,,,4.5
1965-01-02,Totora_CBBA,24.0,8.0,,,
1965-01-02,El Puente,29.0,20.5,,,
1965-01-02,Patacamaya ,25.0,6.0,,,
1965-01-02,Mairana,30.0,16.0,,,
1965-01-02,Puerto Suarez Aeropuerto,,,,,15.0
1965-01-02,Roboré Aeropuerto,,,,,5.0
1965-01-02,San Ignacio de Velasco Aerop,31.1,19.8,,,18.0
1965-01-02,San Javier Aeropuerto,,,,,18.0
1965-01-02,Escoma ,16.0,5.0,,,
1965-01-02,El Belen,13.0,0.0,,,2.0
1965-01-02,Viacha,,2.0,,,0.1
1965-01-02,Mizque,30.0,14.0,,,
1965-01-02,Morochata,24.0,9.0,,,5.0
1965-01-02,Alcoche,28.4,21.6,,,16.0
1965-01-02,Sucre SENAMHI,22.2,9.8,75.0,54.0,
1965-01-02,Turuchipa,27.0,21.0,,,
1965-01-02,San Jose de Pampa Grande,24.0,,,,
1965-01-02,Angostura_sc,29.0,22.0,,,
1965-01-02,Sacaba,24.5,12.0,,,
1965-01-02,Entre Rios (TJA),28.0,20.0,,,
1965-01-02,Guaqui,17.0,7.0,,,13.0
1965-01-02,Trompillo Aeropuerto,28.0,19.0,,,1.5
1965-01-02,Albosa,30.0,22.0,,,12.0
1965-01-02,Cliza,20.0,13.0,,,
1965-01-02,Corani Represa,,,,,8.5
1965-01-02,Chacaltaya,,,93.0,93.0,
1965-01-02,Mision La Paz Argentina,,,,,2.8
1965-01-02,Pocona,20.0,,,,
1965-01-02,Sucre Aeropuerto,,8.0,,,
1965-01-02,Apolo Aeropuerto,26.5,14.9,,,
1965-01-02,San Jose de Chiquitos Aerop,,20.1,,,
1965-01-02,Laykacota,18.2,4.5,,,
1965-01-02,Oruro Aeropuerto,19.0,5.0,,,
1965-01-02,Chinoli,17.0,5.5,,,6.5
1965-01-02,Potosi Los Pinos,16.0,4.0,80.0,35.0,
1965-01-02,Mojo,23.0,8.0,,,
1965-01-02,Santa Ana del Yacuma Aerop,,,,,2.0
1965-01-02,Riberalta Aeropuerto,33.2,22.0,80.0,80.0,18.0
1965-01-02,San Ignacio de Moxos Aerop,,,,,20.5
1965-01-02,El Alto Aeropuerto,14.0,-1.0,61.0,61.0,10.2
1965-01-02,Camiri Aeropuerto,31.5,16.0,,,
1965-01-02,Cochabamba Aeropuerto,24.6,12.2,,,2.4
1965-01-02,Cobija Aeropuerto,32.0,21.0,91.0,91.0,
1965-01-02,Salinas G. De Mendoza,24.5,4.6,,,
1965-01-02,Coroico,21.0,15.0,,,10.0
1965-01-02,General Saavedra,27.5,21.3,100.0,80.0,20.5
1965-01-02,Tupiza,23.7,18.5,59.0,53.0,
1965-01-02,Guayaramerin Aeropuerto,,0.0,0.0,0.0,
1965-01-03,Magdalena Aeropuerto,,22.0,,,
1965-01-03,Trinidad Aeropuerto,32.0,24.0,77.0,77.0,11.0
1965-01-03,Rurrenabaque Aeropuerto,30.8,22.0,,,8.0
1965-01-03,San Borja Aeropuerto,30.3,22.0,,,15.0
1965-01-03,Charaña,20.8,-3.1,41.0,41.0,
1965-01-03,Padilla,28.0,16.9,,,
1965-01-03,Yotala,24.0,15.0,,,5.0
1965-01-03,Apolo SENAMHI,26.8,17.0,,,65.1
1965-01-03,Copacabana,16.0,6.0,,,
1965-01-03,Chulumani,25.0,16.0,,,7.5
1965-01-03,Irupana,21.0,10.0,,,12.5
1965-01-03,Sapecho,26.0,18.5,,,
1965-01-03,San Calixto,,,,,9.0
1965-01-03,Calamarca,16.0,4.5,,,
1965-01-03,Sica Sica,16.0,5.0,,,0.3
1965-01-03,Concepcion Aeropuerto SCZ,,19.5,,,
1965-01-03,Tarija Aeropuerto,,14.0,,,
1965-01-03,Yacuiba Aeropuerto,34.0,19.0,,,
1965-01-03,Aiquile,26.5,16.5,,,11.0
1965-01-03,Arani,17.0,8.0,,,3.0
1965-01-03,Capinota,21.0,12.0,,,
1965-01-03,Tarata,23.0,9.0,,,22.0
1965-01-03,Tiraque,19.0,7.0,,,
1965-01-03,Totora_CBBA,23.5,10.0,,,
1965-01-03,El Puente,27.0,19.0,,,
1965-01-03,Patacamaya ,24.0,4.0,,,
