fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
2007-01-01,Magdalena Aeropuerto,32.3,23.1,,,
2007-01-01,Trinidad Aeropuerto,32.0,22.7,,,
2007-01-01,Rurrenabaque Aeropuerto,34.8,23.8,,,
2007-01-01,San Borja Aeropuerto,31.6,22.2,,,
2007-01-01,Ñucchu,,,,,1.0
2007-01-01,Padilla,29.0,11.0,,,10.0
2007-01-01,Potolo,,,,,2.0
2007-01-01,Redencion Pampa,26.0,10.0,,,7.0
2007-01-01,San Lucas,27.0,15.0,74.0,45.0,
2007-01-01,Sopachuy,28.0,10.0,,,15.2
2007-01-01,Talula_Tako Tako,25.5,9.5,,,
2007-01-01,Tarabuco,19.5,7.5,,,
2007-01-01,Tarvita,27.0,12.0,83.0,68.0,
2007-01-01,Villa Abecia,,,,,42.5
2007-01-01,Villa Alcala,,,,,17.5
2007-01-01,Viña Quemada,,,,,8.0
2007-01-01,Yamparaez,,,,,3.0
2007-01-01,Yotala,28.0,8.0,70.0,44.0,8.9
2007-01-01,Zudañez,20.0,10.0,87.0,86.0,13.5
2007-01-01,Andamarca,19.5,7.5,,,
2007-01-01,Achiri,17.5,5.5,58.0,27.0,
2007-01-01,Achumani,22.5,7.0,,,10.5
2007-01-01,Copacabana,15.2,5.5,68.0,56.0,15.1
2007-01-01,Calacoto,14.5,5.0,90.0,82.0,0.2
2007-01-01,Coripata,25.0,14.0,,,30.0
2007-01-01,Collana,16.5,4.5,86.0,75.0,
2007-01-01,Camata,29.0,16.0,,,
2007-01-01,Copancara,16.5,4.6,,,
2007-01-01,Carabuco,14.5,8.0,61.0,48.0,10.5
2007-01-01,Chorocona,26.0,14.0,85.0,83.0,13.2
2007-01-01,Chirapaca,15.5,3.5,,,1.5
2007-01-01,Huarina Cota Cota,15.4,5.2,94.0,57.0,8.4
2007-01-01,Hichucota,11.0,0.0,78.0,63.0,6.3
2007-01-01,Irupana,26.3,15.0,95.0,59.0,4.0
2007-01-01,Luribay,28.5,14.0,79.0,35.0,11.2
2007-01-01,Puerto Acosta,16.0,4.0,,,
2007-01-01,Santiago de Machaca,17.0,0.0,72.0,69.0,12.0
2007-01-01,Sapecho,35.0,24.0,94.0,73.0,14.6
2007-01-01,Santiago de Huata,18.0,5.0,,,13.7
2007-01-01,San Juan Huancollo,15.0,6.0,,,
2007-01-01,San Calixto,16.9,7.4,79.0,53.0,17.6
2007-01-01,Villa Puni,16.5,4.5,,,8.5
2007-01-01,Chuspipata,,,,,31.7
2007-01-01,Alto Obrajes_Barrio Magisterio,,,,,13.1
2007-01-01,Achocalla,,,,,5.2
2007-01-01,Ancoraimes,,,,,15.3
2007-01-01,Circuata,,,,,4.5
2007-01-01,Charazani,,,,,3.2
2007-01-01,Chuquiaguillo_LP,,,,,20.3
2007-01-01,El Tejar (La Paz),,,,,7.4
2007-01-01,Jihuacuta,,,,,6.2
2007-01-01,Mecapaca,24.5,11.0,,,
2007-01-01,Pasankeri ,,,,,12.7
2007-01-01,Pucarani,,,,,10.3
2007-01-01,Salla,,,,,13.3
2007-01-01,San Jose Alto,,,,,3.6
2007-01-01,Villa Copacabana,,,,,12.5
2007-01-01,Vino Tinto,,,,,24.1
2007-01-01,Ascensión de Guarayos Aerop,31.0,22.7,,,0.4
2007-01-01,Buena Vista Sc,,,,,1.2
2007-01-01,Comarapa,27.1,16.1,,,1.8
2007-01-01,Concepcion Aeropuerto SCZ,30.0,22.2,,,
2007-01-01,Sella Quebrada,29.0,13.5,67.0,34.0,
2007-01-01,Tarija Aeropuerto,31.0,13.4,71.0,43.0,
2007-01-01,Tomayapo Pueblo,27.0,12.0,,,
2007-01-01,Trancas,30.0,12.0,96.0,37.0,
2007-01-01,Tucumillas,24.0,10.0,,,4.9
2007-01-01,Villamontes Aeropuerto,39.7,21.6,,,
2007-01-01,Yacuiba Aeropuerto,34.5,21.5,80.0,60.0,
2007-01-01,Yesera Norte,24.0,11.0,100.0,48.0,
2007-01-01,Aiquile,27.1,11.9,,,
2007-01-01,Anzaldo,17.8,0.0,,,
2007-01-01,Capinota,31.3,16.0,61.0,23.0,
2007-01-01,Colomi,15.0,6.0,,,6.5
2007-01-01,Cristal Mayu,31.0,21.0,,,64.0
2007-01-01,Chipiriri,34.0,23.0,90.0,62.0,35.0
2007-01-01,La Jota (Chimore),31.0,22.0,97.0,82.0,36.8
2007-01-01,La Tamborada,30.0,12.2,86.0,,3.8
2007-01-01,La Violeta,27.0,10.0,100.0,56.0,6.5
2007-01-01,Misicuni,25.0,2.0,,,4.5
2007-01-01,Pairumani,30.0,12.0,86.0,83.0,12.0
2007-01-01,Parotani,28.0,12.0,,,
2007-01-01,Puente Arce,36.0,18.0,,,
2007-01-01,San Benito,27.0,8.0,,,14.5
2007-01-01,Tarata,30.0,11.5,,,2.4
2007-01-01,Tiraque,21.0,5.0,,,9.0
2007-01-01,Caranavi,34.0,21.5,79.0,50.0,10.5
2007-01-01,Patacamaya ,19.0,5.2,73.0,64.0,3.8
2007-01-01,Itau,34.0,22.0,,,
2007-01-01,Juntas,34.0,13.0,91.0,26.0,1.0
2007-01-01,Palmar Grande,33.0,19.0,74.0,39.0,
2007-01-01,San Andres,29.0,12.0,84.0,51.0,9.5
2007-01-01,Cotoca,29.0,21.2,,,
2007-01-01,Florida,,,,,10.3
2007-01-01,Mairana,,,,,7.9
2007-01-01,Mataral,,,,,7.5
2007-01-01,Minero (Unagro),32.8,22.6,,,23.0
2007-01-01,Montero_Muyurina,32.5,25.5,,,
2007-01-01,Okinawa I,29.0,20.0,,,
