fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1946-01-01,Charaña,21.0,-1.5,,,0.1
1946-01-01,Redencion Pampa,26.6,4.4,,,
1946-01-01,Tarabuco,20.0,3.3,,,15.0
1946-01-01,Yotala,12.0,11.0,,,19.0
1946-01-01,Apolo SENAMHI,35.0,16.0,,,
1946-01-01,Copacabana,19.0,6.0,,,
1946-01-01,Luribay,36.0,14.0,,,
1946-01-01,San Calixto,,,,,0.6
1946-01-01,Sica Sica,,,,,1.0
1946-01-01,Anzaldo,21.0,9.0,,,
1946-01-01,El Puente,25.6,16.1,,,
1946-01-01,Patacamaya ,23.0,8.0,,,
1946-01-01,Padcaya,,10.0,,,
1946-01-01,Roboré Aeropuerto,36.5,12.2,,,
1946-01-01,Sorata,17.0,15.0,,,
1946-01-01,Morochata,21.0,,,,
1946-01-01,Tiquina,,,,,12.9
1946-01-01,Sucre SENAMHI,,,,,2.6
1946-01-01,Turuchipa,23.0,15.0,,,3.0
1946-01-01,San Jose de Pampa Grande,28.0,10.0,,,
1946-01-01,Villamontes SENAMHI,38.0,15.0,,,
1946-01-01,Chorety,41.7,10.2,,,
1946-01-01,Sacaba,26.0,15.0,,,
1946-01-01,Guaqui,15.0,4.0,,,
1946-01-01,Chacaltaya,14.0,1.0,65.0,60.0,
1946-01-01,La Angostura,23.0,11.0,,,
1946-01-01,San Jose de Chiquitos Aerop,34.4,16.9,,,
1946-01-01,Laykacota,,,,,18.0
1946-01-01,Oruro Aeropuerto,18.7,2.1,,,2.5
1946-01-01,Todo Santos_cocha,,,,,3.0
1946-01-01,Potosi Los Pinos,21.0,5.0,65.0,23.0,
1946-01-01,Mojo,17.0,7.0,,,8.5
1946-01-01,Yocalla,20.0,14.0,,,
1946-01-01,El Alto Aeropuerto,14.6,2.0,67.0,43.0,1.4
1946-01-01,Pocoata,24.0,4.0,,,
1946-01-01,Villazon,28.3,5.6,,,
1946-01-02,San Borja Aeropuerto,,,,,3.0
1946-01-02,Charaña,19.2,1.2,,,
1946-01-02,Redencion Pampa,24.4,2.2,,,
1946-01-02,Tarabuco,21.1,13.3,,,
1946-01-02,Yotala,13.0,11.0,,,
1946-01-02,Apolo SENAMHI,36.0,16.0,,,16.1
1946-01-02,Copacabana,21.0,6.0,,,6.0
1946-01-02,Luribay,36.0,13.0,,,
1946-01-02,Sica Sica,,,,,1.0
1946-01-02,Anzaldo,23.0,11.0,,,3.0
1946-01-02,El Puente,21.7,18.9,,,
1946-01-02,Patacamaya ,22.0,9.0,,,
1946-01-02,Padcaya,,12.0,,,18.0
1946-01-02,Roboré Aeropuerto,36.7,28.0,,,
1946-01-02,Sorata,21.0,15.0,,,5.5
1946-01-02,Morochata,22.0,,,,
1946-01-02,Tiquina,,,,,24.7
1946-01-02,Turuchipa,26.0,17.0,,,
1946-01-02,San Jose de Pampa Grande,26.0,11.0,,,
1946-01-02,Villamontes SENAMHI,38.0,15.0,,,6.6
1946-01-02,Chorety,41.9,10.5,,,
1946-01-02,Sacaba,26.0,15.0,,,
1946-01-02,Guaqui,15.0,3.0,,,10.0
1946-01-02,Chacaltaya,17.0,3.0,61.0,55.0,
1946-01-02,La Angostura,23.0,11.0,,,
1946-01-02,San Jose de Chiquitos Aerop,35.0,20.0,,,
1946-01-02,Laykacota,18.0,5.0,69.0,38.0,
1946-01-02,Oruro Aeropuerto,18.4,2.3,,,
1946-01-02,Potosi Los Pinos,23.0,5.0,45.0,16.0,
1946-01-02,Mojo,18.0,8.0,,,
1946-01-02,Yocalla,20.0,13.0,,,
1946-01-02,El Alto Aeropuerto,12.8,2.0,61.0,34.0,6.3
1946-01-02,Pocoata,24.0,5.0,,,
1946-01-02,Villazon,26.1,4.4,,,
1946-01-02,Guayaramerin Aeropuerto,,,,,3.0
1946-01-03,Trinidad Aeropuerto,,,,,2.0
1946-01-03,Rurrenabaque Aeropuerto,,,,,1.0
1946-01-03,San Borja Aeropuerto,,,,,15.0
1946-01-03,Charaña,21.0,3.0,,,
1946-01-03,Redencion Pampa,25.5,4.4,,,
1946-01-03,Tarabuco,23.8,11.6,,,
1946-01-03,Yotala,14.0,10.0,,,13.0
1946-01-03,Apolo SENAMHI,34.0,18.0,,,
1946-01-03,Copacabana,19.0,7.0,,,
1946-01-03,Luribay,36.0,14.0,,,
1946-01-03,Yacuiba Aeropuerto,,,,,14.0
1946-01-03,Aiquile,,,,,7.5
1946-01-03,Anzaldo,22.0,10.5,,,
1946-01-03,Capinota,,,,,4.0
1946-01-03,El Puente,26.1,19.4,,,
1946-01-03,Patacamaya ,23.0,9.0,,,3.4
1946-01-03,Padcaya,,12.0,,,10.0
1946-01-03,Roboré Aeropuerto,37.2,21.5,,,8.5
1946-01-03,Sorata,21.0,15.0,,,4.0
1946-01-03,Morochata,20.0,,,,4.0
1946-01-03,Tiquina,,,,,4.0
1946-01-03,Sucre SENAMHI,,,,,4.7
1946-01-03,Turuchipa,26.0,15.0,,,
1946-01-03,San Jose de Pampa Grande,26.0,11.0,,,
1946-01-03,Villamontes SENAMHI,37.0,16.0,,,1.0
1946-01-03,Chorety,41.8,12.2,,,
1946-01-03,Sacaba,26.0,15.0,,,
1946-01-03,Guaqui,15.0,2.0,,,
1946-01-03,Chacaltaya,16.0,2.0,63.0,40.0,
1946-01-03,La Angostura,24.0,11.0,,,1.0
1946-01-03,Apolo Aeropuerto,,,,,25.0
1946-01-03,San Jose de Chiquitos Aerop,36.0,21.3,,,30.0
1946-01-03,Laykacota,17.0,6.0,51.0,38.0,
1946-01-03,Oruro Aeropuerto,21.2,5.0,,,
1946-01-03,Todo Santos_cocha,,,,,25.0
1946-01-03,Potosi Los Pinos,20.0,7.0,68.0,35.0,
1946-01-03,Mojo,18.0,9.0,,,
1946-01-03,Yocalla,21.0,15.0,,,
1946-01-03,Riberalta Aeropuerto,,,,,10.0
1946-01-03,El Alto Aeropuerto,15.4,2.0,66.0,43.0,0.3
1946-01-03,Pocoata,26.0,7.0,,,
1946-01-03,Villazon,27.8,6.1,,,5.0
1946-01-04,Trinidad Aeropuerto,,,,,33.0
1946-01-04,Rurrenabaque Aeropuerto,,,,,1.0
1946-01-04,San Borja Aeropuerto,,,,,31.0
1946-01-04,Charaña,21.0,-2.0,,,
1946-01-04,Redencion Pampa,27.7,6.6,,,2.0
1946-01-04,Tarabuco,20.0,13.3,,,
1946-01-04,Yotala,14.0,12.0,,,
1946-01-04,Apolo SENAMHI,23.0,18.0,,,
1946-01-04,Copacabana,21.0,6.0,,,
1946-01-04,Luribay,36.0,14.0,,,
1946-01-04,San Calixto,,,,,0.2
1946-01-04,Concepcion Aeropuerto SCZ,,,,,5.0
1946-01-04,Tarija Aeropuerto,,,,,1.0
1946-01-04,Yacuiba Aeropuerto,,,,,4.0
1946-01-04,Anzaldo,22.0,11.0,,,4.0
1946-01-04,El Puente,24.4,18.9,,,
1946-01-04,Patacamaya ,23.0,9.0,,,
1946-01-04,Padcaya,,15.0,,,
1946-01-04,Puerto Suarez Aeropuerto,,,,,19.8
1946-01-04,Roboré Aeropuerto,37.4,22.1,,,
1946-01-04,San Ignacio de Velasco Aerop,,,,,5.0
1946-01-04,Vallegrande Aeropuerto,,,,,1.2
1946-01-04,Sorata,20.0,15.0,,,
1946-01-04,Morochata,22.0,,,,
1946-01-04,Turuchipa,26.0,15.0,,,3.0
1946-01-04,San Jose de Pampa Grande,30.0,12.0,,,
1946-01-04,Challapata (Tacagua),,,,,0.5
1946-01-04,Villamontes SENAMHI,30.0,18.0,,,2.4
1946-01-04,Chorety,41.8,,,,12.0
1946-01-04,Sacaba,25.0,14.0,,,
1946-01-04,Guaqui,15.0,4.0,,,19.0
1946-01-04,Chacaltaya,10.0,4.0,63.0,40.0,
1946-01-04,La Angostura,25.0,13.0,,,
1946-01-04,Muyupampa,,,,,0.2
1946-01-04,Sucre Aeropuerto,,,,,5.0
1946-01-04,San Jose de Chiquitos Aerop,31.2,21.5,,,
1946-01-04,Laykacota,18.0,6.0,75.0,43.0,
1946-01-04,Oruro Aeropuerto,21.4,5.2,,,
1946-01-04,Potosi Los Pinos,21.0,7.0,70.0,35.0,
1946-01-04,Mojo,17.0,8.0,,,
1946-01-04,Yocalla,22.0,15.0,,,
1946-01-04,Riberalta Aeropuerto,,,,,4.0
1946-01-04,San Ignacio de Moxos Aerop,,,,,46.1
1946-01-04,El Alto Aeropuerto,12.0,3.0,52.0,32.0,0.6
1946-01-04,Cochabamba Aeropuerto,,,,,0.2
1946-01-04,Pocoata,25.0,7.0,,,
1946-01-04,Villazon,25.0,7.2,,,
1946-01-05,Charaña,20.0,1.0,,,
