fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
2012-01-01,Magdalena Aeropuerto,31.1,23.9,,,23.7
2012-01-01,Trinidad Aeropuerto,27.2,23.2,97.0,83.0,27.8
2012-01-01,Rurrenabaque Aeropuerto,30.0,22.0,96.0,84.0,
2012-01-01,San Borja Aeropuerto,27.6,22.4,97.0,89.0,28.0
2012-01-01,Padilla,25.0,11.0,,,
2012-01-01,Poroma (CHQ),,,,,9.3
2012-01-01,Potolo,,,,,3.2
2012-01-01,Punilla,,,,,9.1
2012-01-01,Redencion Pampa,24.0,12.0,68.0,50.0,
2012-01-01,San Lucas,23.0,15.0,59.0,43.0,
2012-01-01,Sopachuy,23.5,12.0,,,3.6
2012-01-01,Talula_Tako Tako,22.0,11.0,,,0.6
2012-01-01,Tarabuco,15.4,6.2,,,13.0
2012-01-01,Urriolagoytia,,,,,1.0
2012-01-01,Zudañez,20.0,10.0,93.0,82.0,7.3
2012-01-01,Andamarca,15.5,4.8,,,6.0
2012-01-01,Achiri,15.5,5.0,91.0,65.0,15.0
2012-01-01,Achumani,20.8,7.6,,,3.9
2012-01-01,Copacabana,15.9,4.0,81.0,48.0,10.9
2012-01-01,Calacoto,12.0,2.5,95.0,85.0,9.6
2012-01-01,Coripata,24.5,15.0,98.0,69.0,5.1
2012-01-01,Collana,21.0,4.0,92.0,91.0,11.4
2012-01-01,Camata,27.0,16.0,,,
2012-01-01,Carabuco,14.0,7.9,79.0,42.0,7.1
2012-01-01,Catacora,15.5,4.0,,,12.2
2012-01-01,Chorocona,21.1,12.2,93.0,90.0,4.5
2012-01-01,Chirapaca,16.5,5.0,,,2.0
2012-01-01,Hichucota,14.0,0.0,,,22.8
2012-01-01,Irupana,23.2,14.0,97.0,80.0,9.5
2012-01-01,Isla Del Sol,13.2,4.2,90.0,58.0,
2012-01-01,Luribay,22.1,15.1,79.0,58.0,
2012-01-01,Puerto Acosta,16.0,5.0,60.0,38.0,
2012-01-01,Santiago de Machaca,13.5,4.5,85.0,68.0,11.0
2012-01-01,Sapecho,29.0,21.0,97.0,67.0,
2012-01-01,Santiago de Huata,18.0,2.0,,,30.4
2012-01-01,San Juan Huancollo,14.0,6.5,,,21.5
2012-01-01,San Calixto,,,,,9.6
2012-01-01,Villa Puni,14.0,7.0,,,18.1
2012-01-01,Chuspipata,13.4,9.5,,,16.6
2012-01-01,Alto Obrajes_Barrio Magisterio,,,,,10.8
2012-01-01,Achocalla,,,,,6.5
2012-01-01,Ancoraimes,,,,,19.2
2012-01-01,Berenguela,,,,,1.2
2012-01-01,Circuata,,,,,5.7
2012-01-01,Conchamarca,,,,,11.2
2012-01-01,Charazani,,,,,7.2
2012-01-01,Chuquiaguillo_LP,,,,,20.5
2012-01-01,Irupana (Satelital),20.0,16.0,99.0,77.0,
