fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1942-01-01,San Calixto,20.0,7.6,,,
1942-01-01,Vallegrande SENAMHI,,,91.0,91.0,3.0
1942-01-02,San Calixto,20.4,7.0,,,
1942-01-02,Vallegrande SENAMHI,,,91.0,91.0,5.0
1942-01-03,Vallegrande SENAMHI,,,87.0,87.0,
1942-01-04,Vallegrande SENAMHI,,,95.0,95.0,4.0
1942-01-05,San Calixto,18.2,7.1,,,1.5
1942-01-05,Vallegrande SENAMHI,,,86.0,86.0,
1942-01-06,San Calixto,14.7,6.3,,,5.6
1942-01-06,Vallegrande SENAMHI,,,81.0,81.0,
1942-01-07,San Calixto,13.0,5.5,,,
1942-01-07,Vallegrande SENAMHI,,,63.0,63.0,
1942-01-08,San Calixto,17.0,5.1,,,
1942-01-08,Vallegrande SENAMHI,,,96.0,96.0,
1942-01-09,San Calixto,20.3,5.4,,,
1942-01-09,Vallegrande SENAMHI,,,68.0,68.0,
1942-01-10,San Calixto,17.7,6.9,,,
1942-01-10,Vallegrande SENAMHI,,,83.0,83.0,
1942-01-11,San Calixto,,,,,3.8
1942-01-11,Vallegrande SENAMHI,,,83.0,83.0,3.0
1942-01-12,San Calixto,13.0,5.4,,,
1942-01-12,Vallegrande SENAMHI,,,81.0,81.0,1.0
1942-01-13,San Calixto,20.4,6.8,,,
1942-01-13,Vallegrande SENAMHI,,,87.0,87.0,
1942-01-14,San Calixto,19.1,5.8,,,0.5
1942-01-14,Vallegrande SENAMHI,,,91.0,91.0,
1942-01-15,San Calixto,22.0,5.8,,,3.0
1942-01-15,Vallegrande SENAMHI,,,78.0,78.0,26.0
1942-01-16,San Calixto,18.3,7.1,,,1.0
1942-01-16,Vallegrande SENAMHI,,,98.0,98.0,
1942-01-17,San Calixto,15.4,7.0,,,
1942-01-17,Vallegrande SENAMHI,,,89.0,89.0,
1942-01-18,San Calixto,20.2,6.8,,,
1942-01-18,Vallegrande SENAMHI,,,81.0,81.0,
1942-01-19,Vallegrande SENAMHI,,,92.0,92.0,
1942-01-20,San Calixto,19.3,6.6,,,
1942-01-20,Vallegrande SENAMHI,,,91.0,91.0,2.0
1942-01-21,San Calixto,20.0,7.0,,,10.6
1942-01-21,Vallegrande SENAMHI,,,96.0,96.0,
1942-01-22,San Calixto,18.9,8.2,,,10.0
1942-01-22,Vallegrande SENAMHI,,,87.0,87.0,
1942-01-23,San Calixto,19.4,8.6,,,3.5
1942-01-23,Vallegrande SENAMHI,,,91.0,91.0,30.0
1942-01-24,San Calixto,15.4,7.1,,,
1942-01-24,Vallegrande SENAMHI,,,92.0,92.0,
1942-01-25,Vallegrande SENAMHI,,,89.0,89.0,
1942-01-26,San Calixto,18.8,7.8,,,
1942-01-26,Vallegrande SENAMHI,,,96.0,96.0,
1942-01-27,San Calixto,14.4,7.8,,,
1942-01-27,Vallegrande SENAMHI,,,92.0,92.0,5.0
1942-01-28,San Calixto,21.0,6.6,,,
1942-01-28,Vallegrande SENAMHI,,,96.0,96.0,18.0
1942-01-29,San Calixto,16.3,6.1,,,2.0
1942-01-29,Vallegrande SENAMHI,,,88.0,88.0,3.0
1942-01-30,San Calixto,16.3,7.8,,,2.5
1942-01-30,Vallegrande SENAMHI,,,99.0,99.0,
1942-01-31,San Calixto,12.6,7.0,,,
1942-01-31,Vallegrande SENAMHI,,,96.0,96.0,
1942-02-02,San Calixto,20.0,5.3,85.0,24.0,
1942-02-03,San Calixto,21.0,7.0,96.0,30.0,3.3
1942-02-04,San Calixto,20.2,8.0,88.0,26.0,
1942-02-05,San Calixto,14.7,8.0,90.0,49.0,
1942-02-06,San Calixto,16.8,5.3,90.0,36.0,
1942-02-07,San Calixto,16.8,5.0,94.0,35.0,
1942-02-09,San Calixto,,,,,18.5
1942-02-10,San Calixto,14.4,7.2,83.0,43.0,14.0
1942-02-11,San Calixto,17.8,5.3,85.0,32.0,
1942-02-12,San Calixto,18.0,7.9,76.0,30.0,15.0
1942-02-13,San Calixto,16.0,6.9,86.0,40.0,
1942-02-14,San Calixto,19.4,8.4,89.0,30.0,
1942-02-19,San Calixto,21.4,7.8,91.0,25.0,
1942-02-20,San Calixto,21.6,8.0,94.0,24.0,
1942-02-21,San Calixto,21.6,8.0,91.0,20.0,
1942-02-23,San Calixto,22.0,8.8,91.0,24.0,5.0
1942-02-24,San Calixto,18.4,7.8,83.0,29.0,
1942-02-25,San Calixto,19.4,7.2,80.0,35.0,0.3
1942-02-26,San Calixto,18.4,7.7,92.0,39.0,
1942-02-27,San Calixto,16.8,7.9,90.0,44.0,
1942-02-28,San Calixto,18.0,7.4,92.0,33.0,
1942-03-01,San Calixto,17.4,5.9,93.0,36.0,
1942-03-01,Vallegrande SENAMHI,,,75.0,75.0,
1942-03-02,San Calixto,17.0,6.1,89.0,35.0,
1942-03-02,Vallegrande SENAMHI,,,82.0,82.0,
1942-03-03,San Calixto,21.4,5.6,66.0,16.0,
1942-03-03,Vallegrande SENAMHI,,,92.0,92.0,
1942-03-04,San Calixto,20.4,4.4,40.0,16.0,0.2
1942-03-04,Vallegrande SENAMHI,,,82.0,82.0,3.5
1942-03-05,San Calixto,17.6,7.6,90.0,25.0,
1942-03-05,Vallegrande SENAMHI,,,49.0,49.0,2.5
1942-03-06,San Calixto,18.3,6.8,94.0,36.0,1.0
1942-03-06,Vallegrande SENAMHI,,,88.0,88.0,1.0
1942-03-07,San Calixto,18.2,7.0,95.0,36.0,
1942-03-07,Vallegrande SENAMHI,,,90.0,90.0,
1942-03-08,Vallegrande SENAMHI,,,83.0,83.0,5.0
1942-03-09,San Calixto,18.2,6.4,98.0,35.0,
1942-03-09,Vallegrande SENAMHI,,,77.0,77.0,
1942-03-10,San Calixto,16.4,7.0,93.0,40.0,0.2
1942-03-10,Vallegrande SENAMHI,,,98.0,98.0,14.0
1942-03-11,San Calixto,14.8,6.9,93.0,41.0,
1942-03-11,Vallegrande SENAMHI,,,87.0,87.0,3.0
1942-03-12,San Calixto,20.2,6.2,79.0,20.0,
1942-03-12,Vallegrande SENAMHI,,,89.0,89.0,
1942-03-13,San Calixto,21.3,7.0,96.0,17.0,7.0
1942-03-13,Vallegrande SENAMHI,,,87.0,87.0,
1942-03-14,San Calixto,17.8,5.2,95.0,36.0,
1942-03-14,Vallegrande SENAMHI,,,84.0,84.0,
1942-03-15,Vallegrande SENAMHI,,,91.0,91.0,
