fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1987-01-01,Trinidad Aeropuerto,33.2,23.6,82.0,82.0,
1987-01-01,Rurrenabaque Aeropuerto,,23.0,,,10.0
1987-01-01,San Borja Aeropuerto,32.6,23.0,,,
1987-01-01,Charaña,19.1,3.1,,,14.0
1987-01-01,Poroma (CHQ),,,,,3.5
1987-01-01,Potolo,,,,,1.0
1987-01-01,Redencion Pampa,28.0,12.0,83.0,43.0,16.0
1987-01-01,San Lucas,,,82.0,68.0,
1987-01-01,Talula_Tako Tako,24.0,4.5,,,4.2
1987-01-01,Taperillas,,,,,8.0
1987-01-01,Urriolagoytia,,,,,2.1
1987-01-01,Villa Serrano,23.0,13.5,,,
1987-01-01,Viña Quemada,27.0,20.0,,,
1987-01-01,Yotala,27.0,7.0,,,
1987-01-01,Zudañez,21.6,12.2,83.0,76.0,4.0
1987-01-01,Achiri,,,,,5.4
1987-01-01,Copacabana,16.0,4.5,87.0,74.0,
1987-01-01,Calacoto,19.1,6.7,96.0,95.0,
1987-01-01,Coripata,27.0,15.0,91.0,58.0,12.5
1987-01-01,Collana,17.5,5.0,,,11.0
1987-01-01,Camata,28.0,17.0,,,21.1
1987-01-01,Chulumani,25.2,15.0,,,18.5
1987-01-01,Chorocona,25.5,7.5,,,7.5
1987-01-01,Chuma,,,,,9.5
1987-01-01,Huarina Cota Cota,16.3,1.0,80.0,72.0,9.3
1987-01-01,Hichucota,13.5,0.0,88.0,77.0,4.6
1987-01-01,Irupana,26.5,14.0,,,7.5
1987-01-01,Isla Del Sol,14.0,3.0,,,9.0
1987-01-01,Luribay,,,82.0,46.0,
1987-01-01,Ovejuyo,,,,,13.8
1987-01-01,Puerto Acosta,18.0,6.5,,,
1987-01-01,Santiago de Machaca,17.0,7.0,83.0,55.0,
1987-01-01,Sapecho,,,,,5.0
1987-01-01,Santiago de Huata,18.2,5.0,,,
1987-01-01,San Juan Huancollo,20.5,9.5,,,5.5
1987-01-01,Sepulturas,,,,,1.5
1987-01-01,San Calixto,,,,,6.9
1987-01-01,Actara,,,,,5.6
1987-01-01,Ampa Ampa,,,,,2.3
1987-01-01,Antaquilla,,,,,4.3
1987-01-01,Ancohoma,,,,,3.0
1987-01-01,Achocalla,,,,,4.0
1987-01-01,Berenguela,,,,,5.1
1987-01-01,Batallas,,,,,9.4
1987-01-01,Mina Bolsa Negra,,,,,1.2
1987-01-01,Corpaputo,,,,,3.7
1987-01-01,Caxata,,,,,2.0
1987-01-01,Conchamarca,,,,,22.0
1987-01-01,Chuquiaguillo_LP,,,,,2.2
1987-01-01,Italaque,,,,,3.6
1987-01-01,Inquisivi,,,,,9.3
1987-01-01,Jihuacuta,,,,,2.8
