fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1944-01-01,San Borja Aeropuerto,,,,,54.0
1944-01-01,Redencion Pampa,25.0,11.1,,,
1944-01-01,Tarabuco,20.0,5.6,,,4.0
1944-01-01,Apolo SENAMHI,28.0,17.0,,,55.0
1944-01-01,Copacabana,20.0,5.0,,,5.0
1944-01-01,Luribay,26.0,16.0,,,22.0
1944-01-01,San Calixto,17.7,4.4,86.0,44.0,1.0
1944-01-01,Concepcion Aeropuerto SCZ,,,,,4.0
1944-01-01,Aiquile,,,,,13.0
1944-01-01,Anzaldo,24.0,9.0,,,8.0
1944-01-01,Capinota,,,,,9.5
1944-01-01,Totora_CBBA,,9.5,,,11.5
1944-01-01,Patacamaya ,25.0,4.0,,,
1944-01-01,Roboré Aeropuerto,,,75.0,70.0,15.0
1944-01-01,San Ignacio de Velasco Aerop,,,,,0.7
1944-01-01,Vallegrande Aeropuerto,,,,,49.0
1944-01-01,Betanzos,,,,,6.0
1944-01-01,Sorata,23.0,15.0,,,1.4
1944-01-01,Morochata,23.0,9.0,,,24.0
1944-01-01,Sucre SENAMHI,13.5,7.5,,,2.5
1944-01-01,Vitichi,25.0,8.0,,,1.0
1944-01-01,San Jose de Pampa Grande,,,,,16.4
1944-01-01,Challapata (Tacagua),,,,,21.1
1944-01-01,Villamontes SENAMHI,40.0,21.0,,,
1944-01-01,Chorety,38.9,15.0,,,
1944-01-01,Guaqui,15.5,4.0,,,7.5
1944-01-01,Trompillo Aeropuerto,,,,,0.5
1944-01-01,Chacaltaya,4.44,-4.44,,,
1944-01-01,La Angostura,25.0,9.0,,,1.5
1944-01-01,Muyupampa,32.2,15.6,,,28.9
1944-01-01,Apolo Aeropuerto,,,,,41.0
1944-01-01,San Jose de Chiquitos Aerop,,,,,5.0
1944-01-01,Potosi Los Pinos,15.0,3.0,90.0,58.0,6.0
1944-01-01,Mojo,26.0,5.0,,,
1944-01-01,San Joaquin Aeropuerto,,,,,22.5
1944-01-01,El Alto Aeropuerto,,,47.0,22.0,
1944-01-01,Cochabamba Aeropuerto,,,,,3.0
1944-01-01,Pocoata,25.0,8.0,,,3.5
1944-01-01,Tupiza,25.0,8.0,90.0,44.0,5.0
1944-01-01,Guayaramerin Aeropuerto,,,89.0,51.0,
1944-01-02,Trinidad Aeropuerto,,,,,23.0
1944-01-02,Redencion Pampa,18.3,11.1,,,3.0
1944-01-02,Tarabuco,12.2,6.7,,,10.0
1944-01-02,Apolo SENAMHI,21.0,17.0,,,5.7
1944-01-02,Copacabana,20.0,6.0,,,14.5
1944-01-02,Luribay,25.0,16.0,,,6.0
1944-01-02,San Calixto,13.6,5.8,90.0,60.0,7.2
1944-01-02,Concepcion Aeropuerto SCZ,,,,,12.0
1944-01-02,Anzaldo,19.0,10.0,,,
1944-01-02,Capinota,,,,,11.5
1944-01-02,Totora_CBBA,,10.0,,,1.0
1944-01-02,Patacamaya ,28.0,3.0,,,5.8
1944-01-02,Puerto Suarez Aeropuerto,,,,,3.0
1944-01-02,Roboré Aeropuerto,,,65.0,59.0,
1944-01-02,San Ignacio de Velasco Aerop,,,,,6.0
1944-01-02,Vallegrande Aeropuerto,,,,,25.0
1944-01-02,Betanzos,,,,,8.0
1944-01-02,Sorata,18.0,15.0,,,19.9
1944-01-02,Morochata,23.0,9.0,,,14.0
1944-01-02,Sucre SENAMHI,15.5,7.6,,,
1944-01-02,Vitichi,25.0,9.0,,,
1944-01-02,Challapata (Tacagua),,,,,8.2
1944-01-02,Villamontes SENAMHI,31.0,21.0,,,
1944-01-02,Chorety,38.9,14.4,,,
1944-01-02,Guaqui,17.0,3.0,,,10.5
1944-01-02,Trompillo Aeropuerto,,,,,3.6
1944-01-02,Chacaltaya,3.89,-5.0,,,
1944-01-02,Riberalta SENAMHI,,,,,99.0
1944-01-02,La Angostura,19.0,11.0,,,3.5
1944-01-02,Muyupampa,35.6,17.8,,,
1944-01-02,Apolo Aeropuerto,,,,,6.0
1944-01-02,Potosi Los Pinos,11.0,4.0,87.0,58.0,6.0
1944-01-02,Mojo,21.0,4.0,,,
1944-01-02,San Joaquin Aeropuerto,,,,,0.7
1944-01-02,Santa Ana del Yacuma Aerop,,,,,40.0
1944-01-02,El Alto Aeropuerto,,,43.0,31.0,
1944-01-02,Cochabamba Aeropuerto,,,,,4.6
1944-01-02,Pocoata,23.0,9.0,,,
1944-01-02,Tupiza,21.0,10.0,60.0,28.0,
1944-01-02,Guayaramerin Aeropuerto,,,75.0,68.0,
1944-01-03,Trinidad Aeropuerto,,,,,15.0
1944-01-03,Redencion Pampa,20.8,8.9,,,3.0
1944-01-03,Tarabuco,12.2,5.6,,,6.0
1944-01-03,Apolo SENAMHI,28.0,17.0,,,2.9
1944-01-03,Copacabana,19.0,5.0,,,2.0
1944-01-03,Luribay,25.0,16.0,,,
1944-01-03,San Calixto,12.6,5.2,96.0,77.0,15.0
1944-01-03,Sica Sica,,,,,0.2
1944-01-03,Anzaldo,21.5,10.5,,,6.0
