fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1947-01-01,Trinidad Aeropuerto,,,,,2.5
1947-01-01,Charaña,19.0,2.0,,,5.0
1947-01-01,Redencion Pampa,20.0,1.1,,,
1947-01-01,Tarabuco,24.4,7.8,,,
1947-01-01,Yotala,29.0,11.0,,,
1947-01-01,Apolo SENAMHI,25.0,17.0,,,
1947-01-01,Luribay,34.0,11.0,,,
1947-01-01,Ascensión de Guarayos Aerop,,,,,23.9
1947-01-01,Concepcion Aeropuerto SCZ,,,,,15.3
1947-01-01,Tarija Aeropuerto,,,,,24.4
1947-01-01,Anzaldo,22.0,10.0,,,
1947-01-01,Totora_CBBA,21.0,13.0,,,6.5
1947-01-01,El Puente,20.6,16.7,,,
1947-01-01,Patacamaya ,30.0,9.0,,,3.0
1947-01-01,Padcaya,,21.0,,,
1947-01-01,Puerto Suarez Aeropuerto,,,,,3.0
1947-01-01,Roboré Aeropuerto,32.3,20.2,,,
1947-01-01,San Ignacio de Velasco Aerop,32.0,20.0,,,4.0
1947-01-01,Sorata,23.0,15.5,,,
1947-01-01,Morochata,22.0,,,,
1947-01-01,Sucre SENAMHI,21.6,11.8,,,
1947-01-01,Turuchipa,31.0,15.0,,,
1947-01-01,San Jose de Pampa Grande,32.0,11.0,,,
1947-01-01,Sacaba,24.0,9.0,,,
1947-01-01,Guaqui,13.0,4.0,,,14.0
1947-01-01,La Angostura,22.0,11.0,,,1.5
1947-01-01,San Jose de Chiquitos Aerop,34.3,19.8,,,
1947-01-01,Oruro Aeropuerto,18.7,6.1,,,7.6
1947-01-01,Todo Santos_cocha,,,,,40.0
1947-01-01,Potosi Los Pinos,18.0,6.0,58.0,36.0,
1947-01-01,Mojo,20.0,8.0,,,
1947-01-01,Yocalla,22.0,8.0,,,
1947-01-01,Riberalta Aeropuerto,,,,,8.0
1947-01-01,San Ignacio de Moxos Aerop,,,,,0.8
1947-01-01,Canasmoro,31.1,12.2,,,
1947-01-01,El Alto Aeropuerto,14.6,2.0,52.0,33.0,3.2
1947-01-01,Cobija Aeropuerto,,,,,25.6
1947-01-01,Pocoata,24.0,7.0,,,
1947-01-01,Villazon,22.2,7.2,,,2.0
1947-01-01,Guayaramerin Aeropuerto,,,,,10.0
1947-01-02,Charaña,20.0,3.0,,,
1947-01-02,Redencion Pampa,28.9,1.7,,,
1947-01-02,Tarabuco,27.8,8.9,,,
