fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1943-01-01,San Borja Aeropuerto,,,87.0,65.0,
1943-01-01,Tarabuco,17.4,6.4,,,
1943-01-01,Apolo SENAMHI,34.0,19.0,,,
1943-01-01,San Calixto,20.9,7.4,87.0,34.0,9.5
1943-01-01,Anzaldo,26.0,12.0,,,
1943-01-01,Roboré Aeropuerto,,,62.0,19.0,35.0
1943-01-01,San Jose de Pampa Grande,,,,,36.5
1943-01-01,Villamontes SENAMHI,45.0,11.0,,,7.7
1943-01-01,Guaqui,11.5,3.0,,,
1943-01-01,Vallegrande SENAMHI,27.0,21.5,,,2.0
1943-01-01,San Jose de Chiquitos Aerop,,,48.0,43.0,32.0
1943-01-01,Potosi Los Pinos,22.0,6.0,73.0,7.3,8.2
1943-01-01,Mojo,30.0,9.0,,,
1943-01-01,San Joaquin Aeropuerto,,,,,3.0
1943-01-01,El Alto Aeropuerto,16.5,,,,
1943-01-01,Pocoata,,2.8,,,
1943-01-01,Tupiza,26.7,12.2,,,
1943-01-02,San Borja Aeropuerto,,,92.0,80.0,
1943-01-02,Tarabuco,15.6,5.0,,,
1943-01-02,Apolo SENAMHI,29.0,20.0,,,
1943-01-02,San Calixto,22.9,6.4,74.0,32.0,16.0
1943-01-02,Anzaldo,24.0,12.0,,,
1943-01-02,Patacamaya ,,,,,16.0
1943-01-02,Roboré Aeropuerto,,,66.0,28.0,
1943-01-02,Betanzos,,,,,4.3
1943-01-02,San Jose de Pampa Grande,,,,,5.0
1943-01-02,Challapata (Tacagua),,,,,5.1
1943-01-02,Villamontes SENAMHI,44.0,23.0,,,13.1
1943-01-02,Guaqui,16.0,3.0,,,
1943-01-02,Trompillo Aeropuerto,,,,,22.0
1943-01-02,Vallegrande SENAMHI,23.0,20.0,,,2.0
1943-01-02,San Jose de Chiquitos Aerop,,,48.0,44.0,8.0
1943-01-02,Potosi Los Pinos,24.0,6.0,67.0,6.7,3.4
1943-01-02,Mojo,31.0,9.0,,,
1943-01-02,San Joaquin Aeropuerto,,,,,1.0
1943-01-02,Santa Ana del Yacuma Aerop,,,,,8.0
1943-01-02,El Alto Aeropuerto,14.0,,,,
1943-01-02,Pocoata,,1.7,,,6.0
1943-01-02,Tupiza,29.5,10.0,,,19.0
1943-01-03,Trinidad Aeropuerto,,,,,15.0
1943-01-03,Tarabuco,16.7,4.6,,,
1943-01-03,Apolo SENAMHI,27.0,18.0,,,
1943-01-03,San Calixto,15.9,6.9,86.0,57.0,
1943-01-03,Concepcion Aeropuerto SCZ,,,,,39.0
1943-01-03,Anzaldo,22.0,10.5,,,3.0
1943-01-03,Patacamaya ,,,,,48.0
1943-01-03,Puerto Suarez Aeropuerto,,,,,36.9
1943-01-03,Roboré Aeropuerto,,,58.0,45.0,14.0
1943-01-03,Vallegrande Aeropuerto,,,,,21.0
1943-01-03,Betanzos,,,,,17.5
1943-01-03,Villamontes SENAMHI,30.0,21.0,,,
1943-01-03,Guaqui,18.5,3.0,,,
