fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1949-01-01,Charaña,,,,,14.0
1949-01-01,Redencion Pampa,24.0,15.0,,,
1949-01-01,Tarabuco,18.3,7.8,,,
1949-01-01,Yotala,27.0,11.5,,,
1949-01-01,Apolo SENAMHI,25.0,17.0,,,
1949-01-01,San Calixto,,,,,6.0
1949-01-01,Peñas,,,,,3.9
1949-01-01,Sica Sica,,,,,0.4
1949-01-01,Anzaldo,20.0,10.0,,,
1949-01-01,Totora_CBBA,18.0,13.0,,,
1949-01-01,Covendo,,,,,4.5
1949-01-01,Padcaya,14.0,6.0,,,3.0
1949-01-01,Mairana,28.9,16.7,,,
1949-01-01,Roboré Aeropuerto,35.0,24.0,,,0.1
1949-01-01,Camargo,,,,,11.0
1949-01-01,Reyes Aeropuerto,30.0,,94.0,84.0,63.0
1949-01-01,Morochata,24.0,,,,18.0
1949-01-01,Sucre SENAMHI,19.8,11.7,72.0,46.0,
1949-01-01,San Jose de Pampa Grande,29.0,13.0,,,3.0
1949-01-01,Chorety,31.1,23.3,,,
1949-01-01,Sacaba,23.0,10.0,,,11.0
1949-01-01,Guaqui,15.0,3.0,,,7.0
1949-01-01,Trompillo Aeropuerto,,,,,1.0
1949-01-01,La Angostura,20.0,12.0,,,
1949-01-01,San Jose de Chiquitos Aerop,32.5,18.2,,,
1949-01-01,Oruro Aeropuerto,20.4,5.4,,,
1949-01-01,Potosi Los Pinos,19.0,,73.0,23.0,
1949-01-01,Mojo,25.0,7.0,,,
1949-01-01,Yocalla,23.0,10.0,,,
1949-01-01,Riberalta Aeropuerto,,,,,13.0
1949-01-01,El Alto Aeropuerto,,,61.0,61.0,
1949-01-01,Cochabamba Aeropuerto,,,,,2.6
1949-01-01,Salinas G. De Mendoza,20.0,5.6,,,
1949-01-01,Tupiza,28.0,9.0,62.0,29.0,
1949-01-01,Guayaramerin Aeropuerto,34.0,,,,
1949-01-02,Trinidad Aeropuerto,,,,,10.7
1949-01-02,Charaña,,,,,3.0
1949-01-02,Redencion Pampa,22.0,9.0,,,
1949-01-02,Tarabuco,19.4,7.2,,,
1949-01-02,Yotala,29.0,13.0,,,
1949-01-02,Apolo SENAMHI,25.0,17.0,,,
1949-01-02,San Calixto,,,,,0.2
1949-01-02,Peñas,,,,,2.0
1949-01-02,Sica Sica,,,,,0.2
1949-01-02,Anzaldo,21.0,9.0,,,
1949-01-02,Totora_CBBA,21.0,14.0,,,
1949-01-02,Covendo,,,,,1.0
1949-01-02,Padcaya,17.0,7.0,,,
1949-01-02,Mairana,32.2,17.8,,,
1949-01-02,Roboré Aeropuerto,35.0,24.0,,,13.8
1949-01-02,San Ignacio de Velasco Aerop,28.3,17.9,,,13.0
1949-01-02,Betanzos,,,,,9.0
1949-01-02,Reyes Aeropuerto,28.0,,100.0,90.0,68.0
1949-01-02,Morochata,22.0,,,,
1949-01-02,Sucre SENAMHI,21.5,12.0,57.0,34.0,
1949-01-02,San Jose de Pampa Grande,28.0,15.0,,,21.5
1949-01-02,Chorety,32.2,22.2,,,
1949-01-02,Sacaba,23.0,10.0,,,18.0
1949-01-02,Guaqui,16.0,1.0,,,1.0
1949-01-02,La Angostura,26.0,11.0,,,
1949-01-02,Apolo Aeropuerto,,,,,5.0
1949-01-02,San Jose de Chiquitos Aerop,,18.1,,,
1949-01-02,Oruro Aeropuerto,20.5,6.5,,,
1949-01-02,Potosi Los Pinos,18.0,,65.0,23.0,
1949-01-02,Mojo,23.0,10.0,,,3.0
1949-01-02,Yocalla,24.0,12.0,,,
1949-01-02,San Joaquin Aeropuerto,,,,,5.2
1949-01-02,Riberalta Aeropuerto,,,,,36.2
1949-01-02,El Alto Aeropuerto,,,58.0,58.0,2.0
1949-01-02,Salinas G. De Mendoza,21.1,6.7,,,35.0
1949-01-02,Tupiza,29.0,8.0,48.0,27.0,
1949-01-02,Guayaramerin Aeropuerto,33.0,,,,13.7
1949-01-03,Trinidad Aeropuerto,,,,,0.2
1949-01-03,Redencion Pampa,22.0,15.0,,,
1949-01-03,Tarabuco,21.1,8.3,,,
1949-01-03,Yotala,28.0,12.0,,,
1949-01-03,Apolo SENAMHI,26.0,17.0,,,
1949-01-03,San Calixto,,,,,22.6
1949-01-03,Anzaldo,22.0,11.0,,,
1949-01-03,Capinota,,,,,8.5
1949-01-03,Totora_CBBA,21.0,14.0,,,
1949-01-03,Covendo,,,,,0.5
1949-01-03,Padcaya,17.0,7.0,,,
1949-01-03,Mairana,31.1,17.2,,,
1949-01-03,Roboré Aeropuerto,34.0,24.0,,,
1949-01-03,San Ignacio de Velasco Aerop,,19.2,,,
1949-01-03,San Javier Aeropuerto,,,,,26.4
1949-01-03,Betanzos,,,,,14.0
1949-01-03,Reyes Aeropuerto,30.0,,94.0,80.0,12.0
1949-01-03,Morochata,23.0,,,,
1949-01-03,Tiquina,,,,,3.2
1949-01-03,Sucre SENAMHI,21.4,12.0,78.0,26.0,
1949-01-03,San Jose de Pampa Grande,33.0,13.0,,,11.0
