fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1962-01-01,Trinidad Aeropuerto,33.0,,60.0,60.0,
1962-01-01,Rurrenabaque Aeropuerto,32.2,,,,
1962-01-01,Charaña,,1.0,,,
1962-01-01,Padilla,29.1,17.0,,,
1962-01-01,Yotala,30.0,8.0,,,48.0
1962-01-01,Apolo SENAMHI,27.1,17.0,,,
1962-01-01,Copacabana,14.0,3.0,,,5.0
1962-01-01,Irupana,28.0,14.0,,,
1962-01-01,San Calixto,,,,,4.5
1962-01-01,Calamarca,17.1,6.6,,,10.5
1962-01-01,Peñas,,,,,3.5
1962-01-01,Sica Sica,12.5,8.0,,,
1962-01-01,Tarija Aeropuerto,,,,,35.0
1962-01-01,Aiquile,27.0,16.0,,,
1962-01-01,Arani,26.0,12.0,,,
1962-01-01,Capinota,27.0,15.0,,,
1962-01-01,Tarata,30.0,10.0,,,
1962-01-01,Tiraque,22.0,8.0,,,
1962-01-01,Totora_CBBA,29.5,11.5,,,
1962-01-01,El Puente,26.0,18.0,,,
1962-01-01,Patacamaya ,20.0,7.0,,,9.5
1962-01-01,Mairana,28.9,16.7,,,11.0
1962-01-01,Escoma ,15.3,7.2,,,4.0
1962-01-01,Reyes Aeropuerto,32.0,21.0,,,
1962-01-01,El Belen,13.5,,,,10.8
1962-01-01,Sorata,21.0,12.0,,,
1962-01-01,Mizque,31.0,16.0,,,
1962-01-01,Morochata,20.0,4.0,,,
1962-01-01,Alcoche,32.5,20.6,,,
1962-01-01,Colquiri,14.0,-3.0,,,
1962-01-01,Sucre SENAMHI,29.5,,,,
1962-01-01,Ravelo,,,,,16.0
1962-01-01,Turuchipa,28.0,19.0,,,
1962-01-01,Angostura_sc,,,,,16.0
1962-01-01,Itaguazurenda,,,,,39.4
1962-01-01,Sacaba,30.0,11.0,,,1.0
1962-01-01,Guaqui,16.5,5.1,,,1.6
1962-01-01,Trompillo Aeropuerto,30.6,,,,0.5
1962-01-01,Albosa,33.0,22.3,,,5.5
1962-01-01,Planta Corani,,,,,25.0
1962-01-01,Cliza,29.0,13.0,,,
1962-01-01,Corani Represa,,,,,9.6
1962-01-01,Chacaltaya,0.8,-2.9,96.0,86.0,
1962-01-01,Riberalta SENAMHI,31.0,,,,
