estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vientos
Anzaldo,2025-10-13 06:00:00,2,36.0,0.0,13.0,2.0
Anzaldo,2025-10-13 06:00:00,5,36.0,0.0,17.0,3.0
Anzaldo,2025-10-13 06:00:00,8,76.0,2.6,22.0,3.0
Anzaldo,2025-10-13 06:00:00,11,76.0,2.8,22.0,2.0
Anzaldo,2025-10-13 06:00:00,14,56.0,0.0,16.0,2.0
Anzaldo,2025-10-13 06:00:00,17,56.0,0.0,13.0,2.0
Anzaldo,2025-10-13 06:00:00,20,57.0,0.0,9.0,2.0
Anzaldo,2025-10-13 06:00:00,23,56.0,0.0,9.0,1.0
Anzaldo,2025-10-13 06:00:00,26,56.0,0.0,12.0,2.0
Anzaldo,2025-10-13 06:00:00,29,56.0,0.0,16.0,3.0
Anzaldo,2025-10-13 06:00:00,32,36.0,0.0,23.0,4.0
Anzaldo,2025-10-13 06:00:00,35,36.0,0.0,23.0,3.0
Anzaldo,2025-10-13 06:00:00,38,36.0,0.0,17.0,2.0
Anzaldo,2025-10-13 06:00:00,41,36.0,0.0,13.0,2.0
Anzaldo,2025-10-13 06:00:00,44,56.0,0.0,10.0,1.0
Anzaldo,2025-10-13 06:00:00,47,55.0,0.0,10.0,1.0
Anzaldo,2025-10-13 06:00:00,50,57.0,0.0,13.0,2.0
Anzaldo,2025-10-13 06:00:00,53,56.0,0.0,16.0,2.0
Anzaldo,2025-10-13 06:00:00,56,56.0,0.0,24.0,3.0
Anzaldo,2025-10-13 06:00:00,59,56.0,0.0,24.0,3.0
Anzaldo,2025-10-13 06:00:00,62,56.0,0.0,15.0,2.0
Anzaldo,2025-10-13 06:00:00,65,57.0,0.0,13.0,2.0
Anzaldo,2025-10-13 06:00:00,68,36.0,0.0,9.0,1.0
Anzaldo,2025-10-13 06:00:00,71,36.0,0.0,9.0,2.0
Anzaldo,2025-10-13 06:00:00,74,36.0,0.0,14.0,3.0
Anzaldo,2025-10-13 06:00:00,77,36.0,0.0,16.0,5.0
Anzaldo,2025-10-13 06:00:00,80,36.0,0.0,23.0,7.0
Anzaldo,2025-10-13 06:00:00,83,36.0,0.0,23.0,5.0
Anzaldo,2025-10-13 06:00:00,86,36.0,0.0,18.0,3.0
Anzaldo,2025-10-13 06:00:00,89,36.0,0.0,13.0,3.0
Anzaldo,2025-10-13 06:00:00,92,36.0,0.0,10.0,3.0
Anzaldo,2025-10-13 10:00:00,91,37.0,0.0,12.0,2.0
Anzaldo,2025-10-13 10:00:00,94,36.0,0.0,13.0,2.0
Anzaldo,2025-10-13 10:00:00,97,36.0,0.0,16.0,4.0
Anzaldo,2025-10-13 10:00:00,100,76.0,1.5,19.0,6.0
Anzaldo,2025-10-13 10:00:00,103,76.0,1.6,16.0,4.0
Anzaldo,2025-10-13 10:00:00,106,56.0,0.0,13.0,1.0
Anzaldo,2025-10-13 10:00:00,109,56.0,0.0,12.0,1.0
Anzaldo,2025-10-13 10:00:00,112,56.0,0.0,11.0,2.0
Anzaldo,2025-10-13 12:00:00,5,,,23.0,
Anzaldo,2025-10-13 12:00:00,8,,,18.0,
Anzaldo,2025-10-13 12:00:00,11,,,16.0,
Anzaldo,2025-10-13 12:00:00,14,,,11.0,
Anzaldo,2025-10-13 12:00:00,17,,,11.0,
Anzaldo,2025-10-13 12:00:00,20,,,16.0,
Anzaldo,2025-10-13 12:00:00,23,,,18.0,
Anzaldo,2025-10-13 12:00:00,26,,,25.0,
Anzaldo,2025-10-13 12:00:00,29,,,25.0,
Anzaldo,2025-10-13 12:00:00,44,,,14.0,
Anzaldo,2025-10-13 12:00:00,50,,,26.0,
Anzaldo,2025-10-13 12:00:00,53,,,26.0,
Anzaldo,2025-10-13 12:00:00,56,,,16.0,
Anzaldo,2025-10-13 12:00:00,59,,,15.0,
Anzaldo,2025-10-13 12:00:00,62,,,11.0,
Anzaldo,2025-10-13 12:00:00,65,,,11.0,
Anzaldo,2025-10-13 12:00:00,68,,,16.0,
Anzaldo,2025-10-13 12:00:00,71,,,18.0,
Anzaldo,2025-10-13 12:00:00,74,,,25.0,
Anzaldo,2025-10-13 12:00:00,77,,,25.0,
Anzaldo,2025-10-13 12:00:00,89,,,11.0,
Anzaldo,2025-10-13 12:00:00,92,,,16.0,
Anzaldo,2025-10-13 12:00:00,95,,,18.0,
Anzaldo,2025-10-13 12:00:00,98,,,24.0,
Anzaldo,2025-10-13 12:00:00,101,,,23.0,
Anzaldo,2025-10-13 12:00:00,104,,,18.0,
Anzaldo,2025-10-13 12:00:00,107,,,17.0,
Apolo Chupiluzani,2025-10-13 06:00:00,2,56.0,0.0,21.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,5,56.0,0.0,23.0,2.0
Apolo Chupiluzani,2025-10-13 06:00:00,8,94.0,1.4,25.0,3.0
Apolo Chupiluzani,2025-10-13 06:00:00,11,94.0,2.3,25.0,2.0
Apolo Chupiluzani,2025-10-13 06:00:00,14,94.0,1.3,23.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,17,94.0,2.5,21.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,20,94.0,1.7,16.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,23,94.0,4.1,16.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,26,94.0,4.8,19.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,29,94.0,1.9,20.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,32,94.0,3.7,25.0,2.0
Apolo Chupiluzani,2025-10-13 06:00:00,35,94.0,4.6,25.0,2.0
Apolo Chupiluzani,2025-10-13 06:00:00,38,57.0,0.0,21.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,41,56.0,0.0,19.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,44,56.0,0.0,16.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,47,56.0,0.0,17.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,50,56.0,0.0,20.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,53,56.0,0.0,20.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,56,94.0,1.7,25.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,59,95.0,3.2,25.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,62,87.0,3.5,20.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,65,88.0,1.9,19.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,68,56.0,0.0,16.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,71,56.0,0.0,16.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,74,56.0,0.0,19.0,0.0
Apolo Chupiluzani,2025-10-13 06:00:00,77,57.0,0.0,22.0,2.0
Apolo Chupiluzani,2025-10-13 06:00:00,80,95.0,1.6,26.0,3.0
Apolo Chupiluzani,2025-10-13 06:00:00,83,95.0,1.3,26.0,2.0
Apolo Chupiluzani,2025-10-13 06:00:00,86,89.0,1.4,21.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,89,88.0,0.8,20.0,1.0
Apolo Chupiluzani,2025-10-13 06:00:00,92,88.0,1.4,17.0,1.0
Apolo Chupiluzani,2025-10-13 10:00:00,88,56.0,0.0,,
Apolo Chupiluzani,2025-10-13 10:00:00,91,56.0,0.0,17.0,1.0
Apolo Chupiluzani,2025-10-13 10:00:00,94,57.0,0.0,19.0,1.0
Apolo Chupiluzani,2025-10-13 10:00:00,97,56.0,0.0,21.0,1.0
Apolo Chupiluzani,2025-10-13 10:00:00,100,93.0,1.2,22.0,2.0
Apolo Chupiluzani,2025-10-13 10:00:00,103,93.0,1.5,19.0,1.0
Apolo Chupiluzani,2025-10-13 10:00:00,106,89.0,2.5,16.0,1.0
Apolo Chupiluzani,2025-10-13 10:00:00,109,89.0,2.6,15.0,1.0
Apolo Chupiluzani,2025-10-13 10:00:00,112,88.0,2.0,15.0,1.0
Apolo Chupiluzani,2025-10-13 12:00:00,14,,,17.0,
Apolo Chupiluzani,2025-10-13 12:00:00,17,,,17.0,
Apolo Chupiluzani,2025-10-13 12:00:00,23,,,21.0,
Apolo Chupiluzani,2025-10-13 12:00:00,26,,,28.0,
Apolo Chupiluzani,2025-10-13 12:00:00,29,,,28.0,
Apolo Chupiluzani,2025-10-13 12:00:00,38,,,18.0,
Apolo Chupiluzani,2025-10-13 12:00:00,41,,,18.0,
Apolo Chupiluzani,2025-10-13 12:00:00,50,,,27.0,
Apolo Chupiluzani,2025-10-13 12:00:00,53,,,27.0,
Apolo Chupiluzani,2025-10-13 12:00:00,62,,,17.0,
Apolo Chupiluzani,2025-10-13 12:00:00,65,,,17.0,
Apolo Chupiluzani,2025-10-13 12:00:00,74,,,28.0,
Apolo Chupiluzani,2025-10-13 12:00:00,77,,,28.0,
Apolo Chupiluzani,2025-10-13 12:00:00,80,,,22.0,
Apolo Chupiluzani,2025-10-13 12:00:00,83,,,21.0,
Apolo Chupiluzani,2025-10-13 12:00:00,86,,,18.0,
Apolo Chupiluzani,2025-10-13 12:00:00,89,,,18.0,
Apolo Chupiluzani,2025-10-13 12:00:00,92,,,21.0,
Apolo Chupiluzani,2025-10-13 12:00:00,95,,,22.0,
Apolo Chupiluzani,2025-10-13 12:00:00,98,,,27.0,
Apolo Chupiluzani,2025-10-13 12:00:00,101,,,27.0,
Apolo Chupiluzani,2025-10-13 12:00:00,104,,,23.0,
Apolo Chupiluzani,2025-10-13 12:00:00,107,,,22.0,
Apolo Chupiluzani,2025-10-13 12:00:00,110,,,19.0,
Ascencion de Guarayos,2025-10-13 06:00:00,2,57.0,0.0,25.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,5,56.0,0.0,28.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,8,88.0,2.2,34.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,11,88.0,1.6,34.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,14,56.0,0.0,27.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,17,56.0,0.0,24.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,20,93.0,3.8,22.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,23,94.0,4.4,22.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,26,94.0,2.7,25.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,29,94.0,3.2,31.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,32,56.0,0.0,35.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,35,57.0,0.0,35.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,38,56.0,0.0,31.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,41,56.0,0.0,25.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,44,56.0,0.0,23.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,47,56.0,0.0,23.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,50,57.0,0.0,25.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,53,56.0,0.0,31.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,56,56.0,0.0,37.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,59,56.0,0.0,37.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,62,94.0,1.8,28.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,65,94.0,1.5,27.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,68,56.0,0.0,24.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,71,56.0,0.0,24.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,74,56.0,0.0,29.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,77,56.0,0.0,32.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,80,36.0,0.0,38.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,83,37.0,0.0,38.0,2.0
Ascencion de Guarayos,2025-10-13 06:00:00,86,35.0,0.0,31.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,89,36.0,0.0,29.0,1.0
Ascencion de Guarayos,2025-10-13 06:00:00,92,36.0,0.0,25.0,2.0
Ascencion de Guarayos,2025-10-13 10:00:00,88,56.0,,,
Ascencion de Guarayos,2025-10-13 10:00:00,91,56.0,0.0,27.0,2.0
Ascencion de Guarayos,2025-10-13 10:00:00,94,55.0,0.0,30.0,2.0
Ascencion de Guarayos,2025-10-13 10:00:00,97,56.0,0.0,34.0,2.0
Ascencion de Guarayos,2025-10-13 10:00:00,100,57.0,0.0,37.0,2.0
Ascencion de Guarayos,2025-10-13 10:00:00,103,57.0,0.0,33.0,2.0
Ascencion de Guarayos,2025-10-13 10:00:00,106,75.0,1.3,29.0,1.0
Ascencion de Guarayos,2025-10-13 10:00:00,109,77.0,1.0,26.0,1.0
Ascencion de Guarayos,2025-10-13 10:00:00,112,76.0,1.0,22.0,1.0
Ascencion de Guarayos,2025-10-13 14:00:00,12,,,20.0,
Ascencion de Guarayos,2025-10-13 14:00:00,15,,,20.0,
Ascencion de Guarayos,2025-10-13 14:00:00,36,,,21.0,
Ascencion de Guarayos,2025-10-13 14:00:00,39,,,21.0,
Ascencion de Guarayos,2025-10-13 14:00:00,60,,,22.0,
Ascencion de Guarayos,2025-10-13 14:00:00,63,,,22.0,
Ascencion de Guarayos,2025-10-13 14:00:00,84,,,23.0,
Ascencion de Guarayos,2025-10-13 14:00:00,87,,,23.0,
Ascencion de Guarayos,2025-10-13 14:00:00,99,,,37.0,
Ascencion de Guarayos,2025-10-13 14:00:00,102,,,31.0,
Ascencion de Guarayos,2025-10-13 14:00:00,105,,,29.0,
Ascencion de Guarayos,2025-10-13 14:00:00,108,,,24.0,
Baures,2025-10-13 06:00:00,2,56.0,0.0,29.0,5.0
Baures,2025-10-13 06:00:00,5,56.0,0.0,33.0,4.0
Baures,2025-10-13 06:00:00,8,87.0,2.3,37.0,4.0
Baures,2025-10-13 06:00:00,11,88.0,2.6,37.0,2.0
Baures,2025-10-13 06:00:00,14,93.0,2.1,32.0,1.0
Baures,2025-10-13 06:00:00,17,93.0,2.2,29.0,2.0
Baures,2025-10-13 06:00:00,20,56.0,0.0,24.0,2.0
Baures,2025-10-13 06:00:00,23,56.0,0.0,24.0,1.0
Baures,2025-10-13 06:00:00,26,56.0,0.0,27.0,1.0
Baures,2025-10-13 06:00:00,29,56.0,0.0,30.0,2.0
Baures,2025-10-13 06:00:00,32,94.0,2.5,36.0,2.0
Baures,2025-10-13 06:00:00,35,94.0,4.1,36.0,2.0
Baures,2025-10-13 06:00:00,38,56.0,0.0,30.0,2.0
Baures,2025-10-13 06:00:00,41,55.0,0.0,26.0,2.0
Baures,2025-10-13 06:00:00,44,88.0,3.5,23.0,2.0
Baures,2025-10-13 06:00:00,47,88.0,3.5,23.0,2.0
Baures,2025-10-13 06:00:00,50,88.0,0.6,26.0,3.0
Baures,2025-10-13 06:00:00,53,88.0,3.2,32.0,3.0
Baures,2025-10-13 06:00:00,56,94.0,1.4,37.0,3.0
Baures,2025-10-13 06:00:00,59,94.0,2.1,37.0,2.0
Baures,2025-10-13 06:00:00,62,94.0,0.5,29.0,2.0
Baures,2025-10-13 06:00:00,65,94.0,2.7,27.0,2.0
Baures,2025-10-13 06:00:00,68,56.0,0.0,24.0,2.0
Baures,2025-10-13 06:00:00,71,56.0,0.0,24.0,2.0
Baures,2025-10-13 06:00:00,74,55.0,0.0,28.0,2.0
Baures,2025-10-13 06:00:00,77,55.0,0.0,33.0,3.0
Baures,2025-10-13 06:00:00,80,56.0,0.0,38.0,3.0
Baures,2025-10-13 06:00:00,83,56.0,0.0,38.0,3.0
Baures,2025-10-13 06:00:00,86,95.0,2.1,32.0,3.0
Baures,2025-10-13 06:00:00,89,94.0,2.4,31.0,3.0
Baures,2025-10-13 06:00:00,92,94.0,1.8,25.0,2.0
Baures,2025-10-13 10:00:00,88,56.0,0.0,,
Baures,2025-10-13 10:00:00,91,55.0,0.0,27.0,2.0
Baures,2025-10-13 10:00:00,94,55.0,0.0,29.0,2.0
Baures,2025-10-13 10:00:00,97,55.0,0.0,34.0,3.0
Baures,2025-10-13 10:00:00,100,56.0,0.0,39.0,4.0
Baures,2025-10-13 10:00:00,103,55.0,0.0,34.0,4.0
Baures,2025-10-13 10:00:00,106,94.0,1.0,28.0,4.0
