estacion,fecha,fecha_diff,precipitacion,temperatura,humedad_relativa,vientos
Ascencion de Guarayos,2025-07-07 06:00:00,5,0,27,44,1
Ascencion de Guarayos,2025-07-07 06:00:00,8,0,30,26,2
Ascencion de Guarayos,2025-07-07 06:00:00,11,0,30,38,1
Ascencion de Guarayos,2025-07-07 06:00:00,14,0,23,50,1
Ascencion de Guarayos,2025-07-07 06:00:00,17,0,21,55,1
Ascencion de Guarayos,2025-07-07 06:00:00,20,0,17,60,1
Ascencion de Guarayos,2025-07-07 06:00:00,23,0,17,62,1
Ascencion de Guarayos,2025-07-07 06:00:00,26,0,21,59,1
Ascencion de Guarayos,2025-07-07 06:00:00,29,0,28,41,1
Ascencion de Guarayos,2025-07-07 06:00:00,32,0,31,24,2
Ascencion de Guarayos,2025-07-07 06:00:00,35,0,31,34,1
Ascencion de Guarayos,2025-07-07 06:00:00,38,0,31,45,0
Ascencion de Guarayos,2025-07-07 06:00:00,41,0,28,52,1
Ascencion de Guarayos,2025-07-07 06:00:00,44,0,18,59,1
Ascencion de Guarayos,2025-07-07 06:00:00,47,0,18,56,1
Ascencion de Guarayos,2025-07-07 06:00:00,50,0,20,56,1
Ascencion de Guarayos,2025-07-07 06:00:00,53,0,27,39,1
Ascencion de Guarayos,2025-07-07 06:00:00,56,0,32,22,2
Ascencion de Guarayos,2025-07-07 06:00:00,59,0,32,34,1
Ascencion de Guarayos,2025-07-07 06:00:00,62,0,23,46,1
Ascencion de Guarayos,2025-07-07 06:00:00,65,0,21,53,1
Ascencion de Guarayos,2025-07-07 06:00:00,68,0,17,61,1
Ascencion de Guarayos,2025-07-07 06:00:00,71,0,17,64,1
Ascencion de Guarayos,2025-07-07 06:00:00,74,0,21,63,1
Ascencion de Guarayos,2025-07-07 06:00:00,77,0,27,44,1
Ascencion de Guarayos,2025-07-07 06:00:00,80,0,33,25,1
Ascencion de Guarayos,2025-07-07 06:00:00,83,0,33,37,1
Ascencion de Guarayos,2025-07-07 06:00:00,86,0,24,49,1
Ascencion de Guarayos,2025-07-07 06:00:00,89,0,18,55,0
Ascencion de Guarayos,2025-07-07 06:00:00,92,0,18,61,0
Baures,2025-07-07 06:00:00,2,0,22,62,1
Baures,2025-07-07 06:00:00,5,0,28,47,1
Baures,2025-07-07 06:00:00,8,0,29,33,1
Baures,2025-07-07 06:00:00,11,0,29,42,1
Baures,2025-07-07 06:00:00,14,0,26,51,2
Baures,2025-07-07 06:00:00,17,0,24,56,2
Baures,2025-07-07 06:00:00,20,0,19,60,3
Baures,2025-07-07 06:00:00,23,0,19,60,2
Baures,2025-07-07 06:00:00,26,0,23,60,2
Baures,2025-07-07 06:00:00,29,0,29,45,1
Baures,2025-07-07 06:00:00,32,0,30,29,1
Baures,2025-07-07 06:00:00,35,0,30,39,2
Baures,2025-07-07 06:00:00,38,0,26,49,2
Baures,2025-07-07 06:00:00,41,0,24,55,2
Baures,2025-07-07 06:00:00,44,0,20,61,2
Baures,2025-07-07 06:00:00,47,0,20,59,2
Baures,2025-07-07 06:00:00,50,0,22,58,2
Baures,2025-07-07 06:00:00,53,0,28,42,2
Baures,2025-07-07 06:00:00,56,0,32,27,1
Baures,2025-07-07 06:00:00,59,0,32,36,1
Baures,2025-07-07 06:00:00,62,0,25,46,2
Baures,2025-07-07 06:00:00,65,0,23,52,2
Baures,2025-07-07 06:00:00,68,0,21,58,2
Baures,2025-07-07 06:00:00,71,0,20,61,2
Baures,2025-07-07 06:00:00,74,0,22,61,2
Baures,2025-07-07 06:00:00,77,0,28,44,2
Baures,2025-07-07 06:00:00,80,0,33,27,1
Baures,2025-07-07 06:00:00,83,0,33,38,1
Baures,2025-07-07 06:00:00,86,0,25,48,2
Baures,2025-07-07 06:00:00,89,0,21,52,2
Baures,2025-07-07 06:00:00,92,0,21,57,2
Bulo Bulo,2025-07-07 06:00:00,2,0,17,75,1
Bulo Bulo,2025-07-07 06:00:00,5,0,20,53,2
Bulo Bulo,2025-07-07 06:00:00,8,0,28,32,2
Bulo Bulo,2025-07-07 06:00:00,11,0,28,50,2
Bulo Bulo,2025-07-07 06:00:00,14,0,19,68,2
Bulo Bulo,2025-07-07 06:00:00,17,0,18,71,2
Bulo Bulo,2025-07-07 06:00:00,20,0,15,75,2
Bulo Bulo,2025-07-07 06:00:00,23,0,15,72,1
Bulo Bulo,2025-07-07 06:00:00,26,0,19,71,1
Bulo Bulo,2025-07-07 06:00:00,29,0,25,50,1
Bulo Bulo,2025-07-07 06:00:00,32,0,29,28,2
Bulo Bulo,2025-07-07 06:00:00,35,0,29,45,2
Bulo Bulo,2025-07-07 06:00:00,38,0,23,62,2
Bulo Bulo,2025-07-07 06:00:00,41,0,21,65,2
Bulo Bulo,2025-07-07 06:00:00,44,0,16,67,1
Bulo Bulo,2025-07-07 06:00:00,47,0,16,65,1
Bulo Bulo,2025-07-07 06:00:00,50,0,18,64,1
Bulo Bulo,2025-07-07 06:00:00,53,0,25,46,2
Bulo Bulo,2025-07-07 06:00:00,56,0,29,27,2
Bulo Bulo,2025-07-07 06:00:00,59,0,29,44,2
Bulo Bulo,2025-07-07 06:00:00,62,0,20,62,1
Bulo Bulo,2025-07-07 06:00:00,65,0,19,66,1
Bulo Bulo,2025-07-07 06:00:00,68,0,17,70,1
Bulo Bulo,2025-07-07 06:00:00,71,0,17,71,1
Bulo Bulo,2025-07-07 06:00:00,74,0,20,70,1
Bulo Bulo,2025-07-07 06:00:00,77,0,25,52,2
Bulo Bulo,2025-07-07 06:00:00,80,0,28,34,3
Bulo Bulo,2025-07-07 06:00:00,83,0,28,52,2
Bulo Bulo,2025-07-07 06:00:00,86,0,21,70,1
Bulo Bulo,2025-07-07 06:00:00,89,0,18,72,1
Bulo Bulo,2025-07-07 06:00:00,92,0,18,74,1
Camargo,2025-07-07 06:00:00,2,0,8,24,1
Camargo,2025-07-07 06:00:00,5,0,12,25,3
Camargo,2025-07-07 06:00:00,8,0,25,25,4
Camargo,2025-07-07 06:00:00,11,0,25,47,4
Camargo,2025-07-07 06:00:00,14,0,18,68,3
Camargo,2025-07-07 06:00:00,17,0,11,76,2
Camargo,2025-07-07 06:00:00,20,0,3,84,1
Camargo,2025-07-07 06:00:00,23,0,3,85,2
Camargo,2025-07-07 06:00:00,26,0,6,83,1
Camargo,2025-07-07 06:00:00,29,0,10,56,1
Camargo,2025-07-07 06:00:00,32,0,24,30,1
Camargo,2025-07-07 06:00:00,35,0,24,52,2
Camargo,2025-07-07 06:00:00,38,0,14,73,3
Camargo,2025-07-07 06:00:00,41,0,11,80,2
Camargo,2025-07-07 06:00:00,44,0,2,88,1
Camargo,2025-07-07 06:00:00,47,0,2,74,1
Camargo,2025-07-07 06:00:00,50,0,7,66,1
Camargo,2025-07-07 06:00:00,53,0,12,41,1
Camargo,2025-07-07 06:00:00,56,0,23,16,2
Camargo,2025-07-07 06:00:00,59,0,23,39,2
Camargo,2025-07-07 06:00:00,62,0,9,61,3
Camargo,2025-07-07 06:00:00,65,0,7,68,2
Camargo,2025-07-07 06:00:00,68,0,3,75,1
Camargo,2025-07-07 06:00:00,71,0,3,76,1
Camargo,2025-07-07 06:00:00,74,0,7,69,1
Camargo,2025-07-07 06:00:00,77,0,12,44,1
Camargo,2025-07-07 06:00:00,80,0,22,18,2
Camargo,2025-07-07 06:00:00,83,0,21,43,2
Camargo,2025-07-07 06:00:00,86,0,9,67,3
Camargo,2025-07-07 06:00:00,89,0,4,76,2
Camargo,2025-07-07 06:00:00,92,0,4,84,1
Camiri,2025-07-07 06:00:00,2,0,13,64,1
Camiri,2025-07-07 06:00:00,5,0,19,48,3
Camiri,2025-07-07 06:00:00,8,0,24,31,4
Camiri,2025-07-07 06:00:00,11,0,24,48,3
Camiri,2025-07-07 06:00:00,14,0,20,65,1
Camiri,2025-07-07 06:00:00,17,0,14,72,1
Camiri,2025-07-07 06:00:00,20,0,8,79,1
Camiri,2025-07-07 06:00:00,23,0,8,71,1
Camiri,2025-07-07 06:00:00,26,0,14,68,1
Camiri,2025-07-07 06:00:00,29,0,20,51,2
Camiri,2025-07-07 06:00:00,32,0,25,33,2
Camiri,2025-07-07 06:00:00,35,0,25,44,2
Camiri,2025-07-07 06:00:00,38,0,20,55,1
Camiri,2025-07-07 06:00:00,41,0,17,63,1
Camiri,2025-07-07 06:00:00,44,0,9,70,1
Camiri,2025-07-07 06:00:00,47,0,9,61,1
Camiri,2025-07-07 06:00:00,50,0,15,58,1
Camiri,2025-07-07 06:00:00,53,0,21,42,3
Camiri,2025-07-07 06:00:00,56,0,26,25,6
Camiri,2025-07-07 06:00:00,59,0,26,33,4
Camiri,2025-07-07 06:00:00,62,0,18,42,2
Camiri,2025-07-07 06:00:00,65,0,15,54,2
Camiri,2025-07-07 06:00:00,68,0,10,67,1
Camiri,2025-07-07 06:00:00,71,0,10,66,1
Camiri,2025-07-07 06:00:00,74,0,15,63,1
Camiri,2025-07-07 06:00:00,77,0,21,47,3
Camiri,2025-07-07 06:00:00,80,0,27,32,4
Camiri,2025-07-07 06:00:00,83,0,27,43,3
Camiri,2025-07-07 06:00:00,86,0,18,55,2
Camiri,2025-07-07 06:00:00,89,0,12,65,1
Camiri,2025-07-07 06:00:00,92,0,11,74,1
Campanario,2025-07-07 06:00:00,2,0,6,22,2
Campanario,2025-07-07 06:00:00,5,0,9,30,3
Campanario,2025-07-07 06:00:00,8,0,20,38,4
Campanario,2025-07-07 06:00:00,11,0,20,57,3
Campanario,2025-07-07 06:00:00,14,0,13,76,3
Campanario,2025-07-07 06:00:00,17,0,6,76,2
Campanario,2025-07-07 06:00:00,20,0,-1,76,1
Campanario,2025-07-07 06:00:00,23,0,-1,85,2
Campanario,2025-07-07 06:00:00,26,0,3,79,2
Campanario,2025-07-07 06:00:00,29,0,8,58,2
Campanario,2025-07-07 06:00:00,32,0,21,36,2
Campanario,2025-07-07 06:00:00,35,0,21,60,3
Campanario,2025-07-07 06:00:00,38,0,14,84,3
Campanario,2025-07-07 06:00:00,41,0,11,83,2
Campanario,2025-07-07 06:00:00,44,0,0,81,2
Campanario,2025-07-07 06:00:00,47,0,0,74,2
Campanario,2025-07-07 06:00:00,50,0,5,67,2
Campanario,2025-07-07 06:00:00,53,0,10,46,3
Campanario,2025-07-07 06:00:00,56,0,20,24,3
Campanario,2025-07-07 06:00:00,59,0,20,47,3
Campanario,2025-07-07 06:00:00,62,0,7,70,2
Campanario,2025-07-07 06:00:00,65,0,5,68,2
Campanario,2025-07-07 06:00:00,68,0,-1,66,1
Campanario,2025-07-07 06:00:00,71,0,-1,70,2
Campanario,2025-07-07 06:00:00,74,0,4,61,2
Campanario,2025-07-07 06:00:00,77,0,9,43,2
Campanario,2025-07-07 06:00:00,80,0,19,26,3
Campanario,2025-07-07 06:00:00,83,0,19,53,3
Campanario,2025-07-07 06:00:00,86,0,5,80,3
Campanario,2025-07-07 06:00:00,89,0,0,79,2
Campanario,2025-07-07 06:00:00,92,0,0,77,1
Carura,2025-07-07 06:00:00,2,0,19,88,1
Carura,2025-07-07 06:00:00,5,0,23,67,1
Carura,2025-07-07 06:00:00,8,0,26,46,1
Carura,2025-07-07 06:00:00,11,0,26,65,1
Carura,2025-07-07 06:00:00,14,0,25,83,1
Carura,2025-07-07 06:00:00,17,0,18,84,1
Carura,2025-07-07 06:00:00,20,0,15,85,0
Carura,2025-07-07 06:00:00,23,0,15,83,0
Carura,2025-07-07 06:00:00,26,0,17,83,0
Carura,2025-07-07 06:00:00,29,0,21,65,1
Carura,2025-07-07 06:00:00,32,0,27,47,1
Carura,2025-07-07 06:00:00,35,0,27,65,1
Carura,2025-07-07 06:00:00,38,0,23,82,1
Carura,2025-07-07 06:00:00,41,0,21,82,1
Carura,2025-07-07 06:00:00,44,0,14,82,1
Carura,2025-07-07 06:00:00,47,0,14,84,1
Carura,2025-07-07 06:00:00,50,0,18,82,1
Carura,2025-07-07 06:00:00,53,0,20,63,1
Carura,2025-07-07 06:00:00,56,0,28,44,1
Carura,2025-07-07 06:00:00,59,0,28,61,1
Carura,2025-07-07 06:00:00,62,0,20,78,1
Carura,2025-07-07 06:00:00,65,0,18,82,1
Carura,2025-07-07 06:00:00,68,0,15,87,1
Carura,2025-07-07 06:00:00,71,0,15,80,1
Carura,2025-07-07 06:00:00,74,0,18,80,1
Carura,2025-07-07 06:00:00,77,0,22,59,1
Carura,2025-07-07 06:00:00,80,0,27,38,1
Carura,2025-07-07 06:00:00,83,0,27,56,1
Carura,2025-07-07 06:00:00,86,0,18,73,1
Carura,2025-07-07 06:00:00,89,0,16,79,1
Carura,2025-07-07 06:00:00,92,0,16,84,1
Chacala (INIAF),2025-07-07 06:00:00,2,0,3,23,1
Chacala (INIAF),2025-07-07 06:00:00,5,0,7,18,2
Chacala (INIAF),2025-07-07 06:00:00,8,0,13,14,3
Chacala (INIAF),2025-07-07 06:00:00,11,0,13,19,3
Chacala (INIAF),2025-07-07 06:00:00,14,0,5,24,2
Chacala (INIAF),2025-07-07 06:00:00,17,0,-1,30,2
Chacala (INIAF),2025-07-07 06:00:00,20,0,-7,36,2
Chacala (INIAF),2025-07-07 06:00:00,23,0,-7,25,1
Chacala (INIAF),2025-07-07 06:00:00,26,0,3,26,1
Chacala (INIAF),2025-07-07 06:00:00,29,0,6,19,3
Chacala (INIAF),2025-07-07 06:00:00,32,0,12,12,5
Chacala (INIAF),2025-07-07 06:00:00,35,0,12,15,3
Chacala (INIAF),2025-07-07 06:00:00,38,0,6,17,2
Chacala (INIAF),2025-07-07 06:00:00,41,0,4,17,2
Chacala (INIAF),2025-07-07 06:00:00,44,0,-8,17,3
Chacala (INIAF),2025-07-07 06:00:00,47,0,-8,21,2
Chacala (INIAF),2025-07-07 06:00:00,50,0,2,16,2
Chacala (INIAF),2025-07-07 06:00:00,53,0,6,14,3
Chacala (INIAF),2025-07-07 06:00:00,56,0,11,13,3
Chacala (INIAF),2025-07-07 06:00:00,59,0,12,18,2
Chacala (INIAF),2025-07-07 06:00:00,62,0,4,23,1
Chacala (INIAF),2025-07-07 06:00:00,65,0,3,25,1
Chacala (INIAF),2025-07-07 06:00:00,68,0,-8,27,1
Chacala (INIAF),2025-07-07 06:00:00,71,0,-9,21,2
Chacala (INIAF),2025-07-07 06:00:00,74,0,2,21,2
Chacala (INIAF),2025-07-07 06:00:00,77,0,7,17,3
Chacala (INIAF),2025-07-07 06:00:00,80,0,11,13,4
Chacala (INIAF),2025-07-07 06:00:00,83,0,11,18,3
Chacala (INIAF),2025-07-07 06:00:00,86,0,5,22,2
Chacala (INIAF),2025-07-07 06:00:00,89,0,-8,23,2
Chacala (INIAF),2025-07-07 06:00:00,92,0,-8,24,1
Charazani,2025-07-07 06:00:00,2,0,8,37,1
Charazani,2025-07-07 06:00:00,5,0,9,41,3
Charazani,2025-07-07 06:00:00,8,0,16,45,5
Charazani,2025-07-07 06:00:00,11,0,16,67,3
Charazani,2025-07-07 06:00:00,14,0,7,89,2
Charazani,2025-07-07 06:00:00,17,0,6,88,2
Charazani,2025-07-07 06:00:00,20,0,1,87,1
Charazani,2025-07-07 06:00:00,23,0,1,79,1
Charazani,2025-07-07 06:00:00,26,0,6,70,1
Charazani,2025-07-07 06:00:00,29,0,6,69,3
Charazani,2025-07-07 06:00:00,32,0,15,69,4
Charazani,2025-07-07 06:00:00,35,0,15,80,3
Charazani,2025-07-07 06:00:00,38,0,12,91,1
Charazani,2025-07-07 06:00:00,41,0,11,81,2
Charazani,2025-07-07 06:00:00,44,0,2,72,2
Charazani,2025-07-07 06:00:00,47,0,2,55,1
Charazani,2025-07-07 06:00:00,50,0,4,49,1
Charazani,2025-07-07 06:00:00,53,0,7,52,2
Charazani,2025-07-07 06:00:00,56,0,16,54,4
Charazani,2025-07-07 06:00:00,59,0,16,72,3
Charazani,2025-07-07 06:00:00,62,0,9,90,1
Charazani,2025-07-07 06:00:00,65,0,8,77,1
Charazani,2025-07-07 06:00:00,68,0,3,64,1
Charazani,2025-07-07 06:00:00,71,0,3,59,1
Charazani,2025-07-07 06:00:00,74,0,8,48,0
Charazani,2025-07-07 06:00:00,77,0,8,51,2
Charazani,2025-07-07 06:00:00,80,0,15,55,4
Charazani,2025-07-07 06:00:00,83,0,15,69,3
Charazani,2025-07-07 06:00:00,86,0,7,84,1
Charazani,2025-07-07 06:00:00,89,0,4,80,1
Charazani,2025-07-07 06:00:00,92,0,4,75,1
Chipaya,2025-07-07 06:00:00,2,0,4,24,1
Chipaya,2025-07-07 06:00:00,5,0,8,18,1
Chipaya,2025-07-07 06:00:00,8,0,13,11,1
Chipaya,2025-07-07 06:00:00,11,0,13,14,2
Chipaya,2025-07-07 06:00:00,14,0,9,17,3
Chipaya,2025-07-07 06:00:00,17,0,7,29,2
Chipaya,2025-07-07 06:00:00,20,0,-10,41,1
Chipaya,2025-07-07 06:00:00,23,0,-10,22,2
Chipaya,2025-07-07 06:00:00,26,0,4,22,1
Chipaya,2025-07-07 06:00:00,29,0,8,16,1
Chipaya,2025-07-07 06:00:00,32,0,14,10,1
Chipaya,2025-07-07 06:00:00,35,0,14,13,2
Chipaya,2025-07-07 06:00:00,38,0,9,16,2
Chipaya,2025-07-07 06:00:00,41,0,6,19,2
Chipaya,2025-07-07 06:00:00,44,0,-9,21,2
Chipaya,2025-07-07 06:00:00,47,0,-9,23,2
Chipaya,2025-07-07 06:00:00,50,0,4,27,1
Chipaya,2025-07-07 06:00:00,53,0,8,19,1
Chipaya,2025-07-07 06:00:00,56,0,13,12,1
Chipaya,2025-07-07 06:00:00,59,0,13,15,2
Chipaya,2025-07-07 06:00:00,62,0,9,19,3
Chipaya,2025-07-07 06:00:00,65,0,6,21,2
Chipaya,2025-07-07 06:00:00,68,0,-8,24,2
Chipaya,2025-07-07 06:00:00,71,0,-8,24,1
Chipaya,2025-07-07 06:00:00,74,0,4,24,1
Chipaya,2025-07-07 06:00:00,77,0,9,17,1
Chipaya,2025-07-07 06:00:00,80,0,14,10,1
Chipaya,2025-07-07 06:00:00,83,0,14,14,2
Chipaya,2025-07-07 06:00:00,86,0,9,18,3
Chipaya,2025-07-07 06:00:00,89,0,-7,21,2
Chipaya,2025-07-07 06:00:00,92,0,-7,24,1
Cobija,2025-07-07 06:00:00,2,0,19,67,1
Cobija,2025-07-07 06:00:00,5,0,26,47,1
Cobija,2025-07-07 06:00:00,8,0,31,28,1
Cobija,2025-07-07 06:00:00,11,0,31,40,1
Cobija,2025-07-07 06:00:00,14,0,24,52,0
Cobija,2025-07-07 06:00:00,17,0,22,59,1
Cobija,2025-07-07 06:00:00,20,0,19,65,1
Cobija,2025-07-07 06:00:00,23,0,19,65,1
Cobija,2025-07-07 06:00:00,26,0,21,65,1
Cobija,2025-07-07 06:00:00,29,0,28,46,1
Cobija,2025-07-07 06:00:00,32,0,32,28,1
Cobija,2025-07-07 06:00:00,35,0,32,38,1
Cobija,2025-07-07 06:00:00,38,0,29,49,1
Cobija,2025-07-07 06:00:00,41,0,27,52,1
Cobija,2025-07-07 06:00:00,44,0,20,56,1
Cobija,2025-07-07 06:00:00,47,0,20,63,1
Cobija,2025-07-07 06:00:00,50,0,24,64,1
Cobija,2025-07-07 06:00:00,53,0,25,45,1
Cobija,2025-07-07 06:00:00,56,0,33,27,1
Cobija,2025-07-07 06:00:00,59,0,33,38,1
Cobija,2025-07-07 06:00:00,62,0,25,48,1
Cobija,2025-07-07 06:00:00,65,0,23,55,1
Cobija,2025-07-07 06:00:00,68,0,19,62,1
Cobija,2025-07-07 06:00:00,71,0,19,65,1
Cobija,2025-07-07 06:00:00,74,0,21,64,1
Cobija,2025-07-07 06:00:00,77,0,28,46,1
Cobija,2025-07-07 06:00:00,80,0,34,28,1
Cobija,2025-07-07 06:00:00,83,0,34,38,1
Cobija,2025-07-07 06:00:00,86,0,26,48,1
Cobija,2025-07-07 06:00:00,89,0,20,55,1
Cobija,2025-07-07 06:00:00,92,0,20,62,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,2,0,12,65,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,5,0,15,66,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,8,0,27,67,3
Cochabamba - Aeropuerto,2025-07-07 06:00:00,11,0,27,79,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,14,0,23,90,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,17,0,19,89,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,20,0,4,88,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,23,0,4,87,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,26,0,12,85,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,29,0,13,78,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,32,0,27,72,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,35,0,27,78,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,38,0,20,84,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,41,0,19,85,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,44,0,5,85,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,47,0,6,83,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,50,0,12,80,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,53,0,12,75,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,56,0,25,69,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,59,0,25,78,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,62,0,13,87,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,65,0,12,86,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,68,0,6,85,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,71,0,7,85,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,74,0,11,84,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,77,0,12,78,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,80,0,22,73,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,83,0,23,81,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,86,0,11,89,1
Cochabamba - Aeropuerto,2025-07-07 06:00:00,89,0,7,88,2
Cochabamba - Aeropuerto,2025-07-07 06:00:00,92,0,7,88,2
Cochabamba - Sarco,2025-07-07 06:00:00,2,0,11,40,1
Cochabamba - Sarco,2025-07-07 06:00:00,5,0,16,37,2
Cochabamba - Sarco,2025-07-07 06:00:00,8,0,28,33,3
Cochabamba - Sarco,2025-07-07 06:00:00,11,0,28,55,2
Cochabamba - Sarco,2025-07-07 06:00:00,14,0,23,77,2
Cochabamba - Sarco,2025-07-07 06:00:00,17,0,19,79,1
Cochabamba - Sarco,2025-07-07 06:00:00,20,0,5,82,1
Cochabamba - Sarco,2025-07-07 06:00:00,23,0,5,84,1
Cochabamba - Sarco,2025-07-07 06:00:00,26,0,9,81,1
Cochabamba - Sarco,2025-07-07 06:00:00,29,0,12,69,2
Cochabamba - Sarco,2025-07-07 06:00:00,32,0,27,57,3
Cochabamba - Sarco,2025-07-07 06:00:00,35,0,27,65,2
Cochabamba - Sarco,2025-07-07 06:00:00,38,0,19,73,2
Cochabamba - Sarco,2025-07-07 06:00:00,41,0,18,79,2
Cochabamba - Sarco,2025-07-07 06:00:00,44,0,7,84,1
Cochabamba - Sarco,2025-07-07 06:00:00,47,0,6,74,1
Cochabamba - Sarco,2025-07-07 06:00:00,50,0,10,68,1
Cochabamba - Sarco,2025-07-07 06:00:00,53,0,10,56,2
Cochabamba - Sarco,2025-07-07 06:00:00,56,0,25,45,2
